PWGTP,HISP,CIT,POWSP,RAC1P,SEX
56,1,5,6,6,1
59,1,1,6,7,1
66,1,1,6,7,2
85,2,1,6,8,1
33,1,1,6,1,1
83,1,1,1,2,2
88,1,5,6,6,1
117,2,5,6,1,1
141,2,5,6,1,2
177,2,5,6,1,1
68,1,1,6,1,1
67,1,1,6,1,1
99,19,5,6,8,1
85,19,5,6,8,2
102,19,5,6,8,2
95,1,1,4,1,2
29,1,1,6,1,1
24,1,1,6,1,2
138,2,4,6,1,2
30,2,4,6,1,1
31,2,5,6,1,2
64,1,1,4,1,2
65,1,1,4,1,1
42,1,1,6,1,2
32,1,1,6,1,1
35,3,1,4,3,2
58,1,4,6,1,2
56,1,4,4,6,1
81,1,4,4,6,2
107,2,1,4,1,1
83,1,1,5,1,1
57,21,4,1,1,1
249,2,5,6,1,2
111,2,1,6,1,2
112,1,1,6,1,1
52,1,1,4,1,2
50,1,1,4,1,1
140,1,1,4,1,2
201,1,1,4,1,1
101,1,1,4,1,2
55,1,1,6,2,1
181,1,1,1,2,2
32,2,5,6,1,1
39,2,5,6,1,2
63,11,5,6,1,2
149,2,5,6,3,2
201,2,1,6,1,2
69,1,1,6,8,1
240,1,1,6,1,2
26,1,1,4,3,1
92,1,1,6,1,1
98,1,1,6,1,2
79,2,1,6,1,1
57,1,1,6,2,2
80,1,1,6,1,1
78,1,5,6,1,1
32,2,1,4,8,2
158,1,1,4,1,1
48,1,1,5,1,1
56,1,1,5,1,2
139,2,1,6,1,2
128,2,5,6,1,1
54,23,1,6,1,2
70,1,1,6,1,1
75,1,3,6,1,1
108,1,4,6,6,1
97,1,3,4,1,2
84,1,1,4,1,1
68,1,4,6,1,1
192,2,4,6,1,1
163,2,4,6,1,2
151,2,4,6,1,1
83,1,1,6,1,1
28,1,4,6,6,2
41,1,1,6,1,1
52,1,1,6,1,1
52,1,1,6,1,1
57,1,5,5,1,1
133,2,5,6,8,1
167,7,5,6,8,1
126,2,1,6,8,2
47,1,1,6,1,1
18,1,1,1,1,1
16,1,1,1,1,2
144,2,1,6,1,1
20,2,5,6,8,2
47,1,1,1,2,2
307,2,4,6,1,2
61,1,1,4,1,2
71,1,1,6,1,1
104,2,1,6,9,1
63,1,1,6,1,1
54,1,1,1,1,2
19,1,1,5,1,2
37,1,1,5,1,1
74,2,3,6,8,1
352,2,5,6,8,1
433,2,5,6,8,2
74,2,4,6,8,1
67,1,1,6,1,2
36,1,1,6,1,1
33,1,1,6,1,2
191,2,1,4,8,1
201,2,1,4,8,2
77,1,1,6,1,2
186,1,1,5,1,2
136,1,1,4,1,2
135,1,1,4,1,1
134,1,1,6,2,2
142,1,1,6,2,2
105,1,1,4,1,1
69,1,5,6,6,1
92,2,1,6,1,1
88,3,5,6,6,1
35,1,4,6,6,2
70,1,4,6,6,2
58,1,4,6,6,1
72,1,5,6,6,2
62,1,3,6,1,2
205,1,1,5,1,2
66,1,4,6,6,2
67,1,4,6,6,1
47,1,1,6,1,2
68,2,5,4,8,2
116,2,5,4,8,2
120,2,5,4,8,1
65,2,5,4,8,1
69,1,1,6,1,2
123,1,1,6,1,1
190,2,4,4,1,2
179,1,1,6,1,1
149,1,1,6,1,2
53,1,1,1,1,2
45,1,1,1,1,1
67,2,5,6,1,1
95,2,5,6,1,2
100,2,5,6,1,1
116,1,1,4,1,2
175,1,1,4,1,1
38,1,1,6,1,1
138,2,1,6,1,2
193,2,4,6,1,1
214,2,1,6,1,2
81,1,1,6,1,1
93,1,1,6,1,1
107,1,1,6,1,2
148,1,1,6,1,2
55,2,1,6,1,1
59,1,1,6,1,2
50,2,1,6,8,1
96,1,1,6,1,1
103,1,1,6,1,2
146,2,5,6,1,1
133,2,5,6,1,2
122,2,5,6,1,1
268,1,4,6,2,1
143,1,5,6,8,2
99,1,1,6,1,2
101,1,1,6,1,1
65,1,1,6,1,2
88,1,1,6,1,1
95,1,1,6,1,1
40,1,1,6,1,2
236,1,1,6,6,2
288,1,1,6,2,1
170,2,1,6,1,2
227,2,5,6,1,1
43,1,1,6,8,1
88,1,4,6,6,1
490,11,5,5,1,1
61,1,1,6,1,2
106,1,4,6,6,1
74,1,1,6,6,2
312,1,5,6,6,2
276,1,4,6,6,1
55,1,1,1,2,1
11,1,1,5,1,2
11,1,1,5,1,1
96,1,1,6,2,1
359,1,1,6,1,1
62,2,1,6,1,1
87,1,1,6,1,2
17,1,1,6,1,2
138,1,3,6,1,2
65,1,4,4,6,2
205,1,1,6,1,2
158,1,1,1,2,2
241,2,1,6,1,1
117,1,1,6,1,1
102,1,1,6,1,2
90,1,1,4,1,1
76,1,1,4,9,2
24,1,1,6,9,2
97,1,1,6,1,1
65,2,1,6,1,1
100,2,4,6,8,2
16,1,1,1,2,2
54,1,1,1,1,1
69,2,1,6,1,2
99,1,1,1,1,2
310,1,1,1,1,1
214,1,4,6,1,1
41,1,1,4,1,2
387,7,4,6,8,2
238,1,5,6,8,1
93,1,5,6,6,1
79,1,1,6,6,2
105,1,1,1,1,2
76,1,1,1,1,1
76,1,1,1,1,1
70,4,1,6,1,2
73,1,1,6,2,1
55,1,1,6,1,2
30,2,4,6,1,1
43,2,1,6,1,2
92,1,1,6,1,2
76,1,1,6,1,1
139,1,1,6,9,2
147,1,1,6,1,1
166,1,4,6,6,2
132,1,1,6,1,2
128,1,1,6,1,1
118,1,4,6,6,1
120,1,5,6,6,2
64,1,1,6,1,1
68,1,1,6,1,2
58,1,1,6,1,1
61,1,1,6,1,2
82,1,1,1,2,2
72,2,1,6,1,1
69,2,1,6,1,2
127,1,1,1,2,2
157,1,1,6,1,2
172,1,1,6,1,1
130,1,5,6,1,2
79,1,1,6,1,1
135,2,1,6,1,2
53,1,1,6,1,1
59,1,1,6,1,2
101,1,1,6,1,1
46,1,1,4,3,1
153,2,5,6,1,1
117,1,1,6,1,2
125,1,1,6,1,2
158,2,1,6,1,1
56,1,1,4,1,2
64,1,1,4,1,1
150,1,4,6,1,2
144,2,5,6,8,1
129,2,5,6,8,2
170,2,5,6,8,1
59,1,1,6,2,1
123,1,1,4,1,1
67,1,5,6,6,2
65,1,5,6,6,1
150,2,5,6,1,1
71,2,1,6,1,1
76,1,5,4,1,1
14,1,1,6,1,1
64,1,1,4,1,2
68,2,1,6,1,2
74,2,1,6,1,1
102,2,1,6,1,1
9,2,1,6,8,1
96,1,1,6,1,1
103,1,1,6,1,2
49,2,1,6,8,1
76,1,1,6,1,1
67,1,1,6,1,1
36,2,4,6,1,2
36,2,4,6,1,1
40,1,4,6,1,1
107,2,5,6,1,1
136,8,1,6,8,2
183,1,5,6,6,1
17,1,5,6,6,2
77,1,1,5,1,2
78,1,1,6,6,1
79,2,5,4,8,1
111,2,5,4,8,1
141,1,1,1,1,2
248,1,1,1,1,1
146,1,1,1,1,2
108,4,1,6,8,2
47,1,1,6,1,1
79,1,1,6,1,1
113,1,4,6,1,1
118,1,4,6,1,2
168,1,1,6,1,1
58,1,1,6,1,1
73,1,1,4,1,1
63,1,1,4,1,2
94,1,1,4,1,1
52,2,5,6,8,1
59,2,4,6,8,2
67,2,1,6,8,1
68,1,1,4,1,1
66,2,1,6,1,1
68,2,1,6,1,2
55,1,5,6,6,1
72,2,1,4,1,1
66,2,4,6,1,1
81,2,1,6,1,1
79,2,1,6,1,2
118,1,5,6,6,1
56,1,1,6,1,2
56,2,4,6,9,2
78,2,5,6,9,2
66,2,1,6,1,1
82,1,1,1,1,2
278,1,1,6,1,1
62,1,1,6,1,1
74,2,1,6,1,2
60,1,4,6,6,2
66,1,1,6,1,2
164,1,1,6,1,2
154,1,1,6,1,1
135,2,4,6,1,2
134,2,4,6,1,1
58,1,1,6,1,2
62,1,1,6,1,1
144,1,1,6,2,2
148,1,1,6,2,1
130,1,4,6,6,1
65,1,1,6,1,1
55,1,1,6,1,2
45,1,1,6,1,1
62,1,1,6,1,2
291,1,1,6,2,1
228,1,1,6,8,2
144,1,1,6,1,2
184,2,5,6,9,1
212,1,1,6,1,2
75,2,1,6,1,1
73,1,1,6,1,1
59,1,1,6,1,1
49,1,1,6,1,1
74,1,1,6,1,1
61,2,1,6,1,1
75,1,4,6,1,1
53,2,5,6,9,2
40,2,5,6,9,1
54,2,5,6,9,1
59,2,5,6,9,2
72,2,1,6,9,1
52,2,1,6,1,1
49,1,1,6,9,1
41,1,1,6,1,1
37,2,5,6,1,1
39,2,5,6,1,2
66,2,5,6,1,1
58,1,4,6,1,1
34,1,1,4,1,1
104,1,1,6,1,2
154,1,1,6,1,1
156,1,4,6,1,1
236,2,5,4,8,1
150,2,5,6,1,1
59,1,1,4,1,1
142,1,1,6,2,2
61,1,1,6,1,2
61,1,1,6,1,1
85,2,1,6,1,1
26,1,1,6,1,1
77,3,2,6,9,1
85,1,1,6,1,1
85,1,4,6,1,2
119,1,1,6,1,1
118,1,1,6,1,2
37,1,1,6,1,1
46,1,1,6,6,1
40,1,4,6,6,2
42,2,4,6,1,2
57,2,1,6,1,2
59,2,1,6,1,1
57,11,1,6,1,2
74,1,1,1,1,2
62,1,1,1,1,1
46,1,1,5,1,2
51,1,1,5,1,1
78,1,1,5,1,2
83,1,4,6,1,2
50,1,1,4,1,1
83,1,1,6,1,1
93,1,1,6,1,2
101,1,1,6,1,1
147,1,5,6,1,1
157,2,5,4,8,1
54,2,1,6,1,1
164,1,4,6,6,1
211,1,4,6,6,2
54,2,4,6,9,2
66,1,1,1,2,2
121,1,1,1,2,2
49,1,1,6,1,2
37,1,1,6,1,1
22,1,1,1,1,2
28,1,1,1,1,1
58,1,4,6,6,1
59,1,5,6,6,2
86,1,1,6,6,2
74,1,1,6,6,1
56,1,1,5,1,2
122,2,4,4,9,1
111,2,4,4,1,2
135,2,1,4,1,2
134,2,1,4,1,1
121,1,1,6,1,2
72,1,1,6,1,2
82,1,1,6,1,1
94,1,5,6,9,2
104,1,4,6,6,2
157,1,4,6,6,1
110,1,1,6,6,2
210,1,1,6,6,1
179,23,4,6,6,2
63,1,4,5,1,1
61,11,5,6,1,1
80,1,4,6,6,1
61,1,4,6,6,2
27,1,1,1,1,1
19,1,1,6,1,1
51,1,1,6,1,1
67,2,5,6,1,1
72,2,5,6,1,1
287,2,4,6,1,2
65,1,1,6,9,1
110,1,1,6,6,1
95,1,1,6,6,2
116,1,5,6,6,1
134,2,1,4,1,1
215,1,5,5,6,1
390,1,1,6,1,1
87,1,4,6,6,2
76,1,1,6,1,1
12,1,1,6,1,1
31,1,1,5,1,2
105,11,4,6,8,2
75,1,1,6,1,2
77,14,4,6,1,1
145,1,4,6,1,2
74,1,1,4,1,2
138,1,1,6,1,1
105,1,4,6,6,2
122,1,5,6,6,1
98,1,1,1,1,2
86,1,1,6,1,1
68,1,1,6,1,2
80,1,1,6,1,1
17,1,1,1,1,1
8,1,5,6,6,1
63,1,1,6,1,1
60,1,1,6,2,1
108,1,1,6,1,1
82,1,4,6,6,1
78,1,4,6,6,1
77,1,5,6,6,2
252,1,1,6,2,1
208,1,1,1,1,1
76,1,1,6,1,2
66,1,1,1,2,2
102,1,1,6,6,1
122,1,4,6,1,1
43,1,1,6,1,1
48,1,1,6,1,2
89,1,1,6,1,1
69,1,1,6,1,2
93,1,1,6,1,2
383,2,5,6,8,1
323,2,5,6,8,2
469,2,5,6,8,1
491,2,5,6,8,2
449,2,5,6,8,1
68,1,4,6,6,2
58,1,4,6,6,2
66,1,5,6,6,1
43,1,1,4,1,1
34,1,1,4,1,2
84,2,4,6,8,1
100,2,1,6,8,2
100,2,1,6,8,2
75,1,1,6,1,1
71,1,1,6,1,2
83,1,1,6,1,2
142,11,5,6,1,1
189,2,1,6,1,2
181,1,1,4,1,2
442,1,1,5,2,1
359,1,1,5,2,2
58,1,1,4,1,2
62,1,1,4,6,1
65,1,1,6,1,2
73,1,1,6,1,2
62,1,1,6,1,1
52,1,4,6,1,1
73,1,1,6,1,1
72,1,1,6,1,2
80,1,1,6,1,1
126,1,1,6,1,2
125,1,1,6,1,1
248,2,5,6,8,1
51,1,4,6,7,2
64,1,4,6,7,1
174,1,1,4,1,1
350,1,1,4,1,2
164,1,1,6,1,1
170,1,1,6,1,2
184,1,1,6,1,1
61,1,1,6,1,1
74,1,1,6,1,2
97,1,1,6,1,1
98,1,1,6,1,1
84,1,1,6,1,1
55,2,1,6,1,1
78,19,5,6,8,1
68,2,1,6,8,2
61,1,1,1,1,1
113,1,1,1,1,2
10,1,1,5,1,1
69,1,1,5,1,2
155,2,5,6,1,1
214,2,5,6,1,1
75,1,3,1,1,2
61,1,4,6,1,1
95,1,5,6,1,2
59,1,1,6,1,1
91,1,1,6,9,2
54,1,1,6,1,1
38,2,1,6,7,2
74,2,1,6,1,1
122,1,4,6,6,2
74,2,1,4,1,1
56,1,1,1,1,2
45,1,1,1,1,1
49,1,1,6,6,1
67,1,1,6,6,1
110,1,1,6,1,2
111,1,1,6,1,1
60,1,3,6,1,1
127,1,1,6,1,1
24,1,1,4,1,1
58,1,1,6,1,1
56,24,4,6,1,2
22,1,1,1,1,2
143,1,1,6,1,2
128,3,1,6,8,2
300,1,1,6,1,1
110,1,1,6,1,1
14,1,1,6,1,2
132,1,4,6,6,2
183,1,1,6,6,1
258,1,5,6,6,2
306,1,1,6,1,1
127,1,4,6,6,1
86,1,4,6,6,1
84,1,1,6,6,2
80,1,4,6,6,2
236,7,5,6,8,1
233,7,5,6,8,1
180,1,4,6,6,2
193,1,4,6,6,1
61,1,1,6,1,1
61,1,1,6,1,1
99,2,1,6,8,2
127,2,1,6,8,1
14,1,1,1,1,1
88,1,1,6,1,2
87,2,1,6,1,1
61,1,1,4,1,1
94,1,1,4,1,1
190,2,1,6,8,2
44,1,1,6,1,2
56,1,1,6,1,2
56,1,5,2,6,1
70,1,1,6,1,1
70,1,4,6,6,2
113,1,1,6,1,1
242,2,5,6,1,2
300,2,1,6,1,2
490,2,5,6,1,1
109,1,1,6,1,2
114,1,4,6,1,1
50,1,1,6,1,1
51,1,4,6,1,2
10,1,1,6,1,2
11,1,1,6,1,1
53,2,5,6,8,1
51,2,5,6,8,2
67,2,5,6,8,1
68,2,1,6,5,2
61,4,4,6,1,2
89,4,1,6,1,1
107,1,1,6,1,1
49,1,1,6,6,1
81,1,1,1,1,2
93,1,1,1,1,1
218,1,1,1,1,1
41,2,1,6,8,2
56,2,1,6,8,1
38,1,1,6,1,1
57,1,4,6,6,2
99,1,1,4,9,1
125,1,4,4,6,2
80,1,1,1,2,2
113,1,1,6,1,1
129,1,1,6,1,2
29,1,1,2,4,2
78,1,4,6,6,1
95,1,1,5,1,2
118,1,1,5,1,1
31,1,1,6,1,1
61,1,4,6,6,2
72,1,1,6,1,2
72,1,1,6,1,1
62,1,4,6,1,1
218,1,1,4,2,1
249,2,1,4,1,2
58,1,1,6,1,1
64,1,1,5,1,2
76,1,1,6,2,1
481,1,1,4,1,2
319,1,1,4,1,1
310,1,1,6,2,1
125,2,1,6,1,1
70,2,1,6,8,1
69,2,4,6,1,2
102,1,1,6,1,1
91,9,5,6,1,1
67,1,1,6,1,1
114,1,1,6,1,2
46,1,1,6,1,2
57,1,1,6,1,1
76,1,5,6,1,1
17,1,1,6,1,1
165,1,1,1,1,2
82,1,1,6,1,2
71,1,1,6,1,1
83,1,1,6,1,1
88,1,1,6,1,2
35,1,1,4,1,1
41,1,1,4,1,2
104,1,1,6,1,1
218,2,1,6,1,1
172,2,1,6,1,1
65,1,1,4,1,2
66,1,5,6,6,1
113,1,1,5,1,1
58,1,1,5,1,1
109,1,1,6,6,2
109,1,1,6,6,1
27,1,1,1,2,2
220,1,1,1,1,1
249,1,1,1,1,2
83,2,5,6,1,1
70,2,1,6,1,2
45,2,4,6,1,1
40,2,4,6,1,2
53,2,1,6,1,1
176,2,4,6,1,1
117,1,1,6,1,1
106,1,1,6,1,2
101,1,1,6,1,2
103,1,1,6,1,1
62,1,1,6,1,2
65,1,1,6,1,1
77,1,1,6,1,2
138,1,1,4,1,1
33,1,1,6,9,1
112,2,1,6,8,1
67,1,1,6,1,1
59,1,1,6,1,2
71,2,1,6,1,2
177,2,5,6,1,1
205,2,4,6,1,2
153,1,1,1,1,2
182,1,1,1,1,1
118,1,1,6,1,1
114,1,1,6,1,2
153,2,4,6,8,2
197,2,5,6,8,1
274,1,1,4,1,1
105,1,1,6,1,1
216,1,4,6,6,2
155,1,4,6,6,1
69,1,1,6,9,2
55,2,1,4,1,2
77,1,1,4,1,2
142,1,1,5,1,1
196,1,5,6,6,1
118,1,1,6,1,1
132,1,1,6,1,2
44,1,1,1,1,2
32,1,1,1,1,1
123,1,1,6,1,1
145,1,1,6,1,2
222,1,1,1,2,2
53,1,1,6,1,1
60,1,1,6,2,2
57,1,1,6,1,1
71,1,1,6,9,2
49,2,1,6,1,2
60,13,1,6,1,1
195,1,1,6,1,1
261,1,1,6,1,1
34,1,1,2,1,1
25,1,1,2,9,2
46,1,1,6,1,2
137,1,1,4,1,1
92,1,1,4,1,2
163,2,5,6,1,1
165,2,5,6,1,2
103,2,1,6,1,1
95,1,1,6,1,2
70,1,5,6,1,1
114,1,4,6,6,1
174,1,4,6,6,2
155,1,1,1,2,2
70,1,1,6,1,1
59,2,1,6,1,2
74,1,1,6,1,2
38,1,2,6,7,1
65,2,1,6,7,2
130,1,1,6,6,1
124,1,1,6,6,2
76,1,1,6,6,2
135,1,1,5,1,2
65,1,1,6,1,2
69,1,1,6,1,1
69,1,1,6,1,2
65,1,1,6,1,1
73,1,4,6,6,1
191,1,1,6,1,2
96,1,4,6,6,1
73,1,4,6,6,2
76,1,1,6,6,2
24,1,1,2,4,2
16,1,1,2,4,1
101,1,1,4,1,1
28,1,1,1,1,2
41,2,1,6,8,2
202,1,1,1,1,2
364,1,1,1,1,1
134,11,1,5,8,1
73,1,1,6,1,1
124,1,1,1,1,2
74,1,4,1,1,1
74,1,1,6,1,2
101,1,1,6,1,1
71,1,1,6,1,1
40,2,4,6,1,1
85,1,1,5,1,1
84,1,1,5,1,2
77,1,1,6,1,1
71,2,1,6,8,2
122,2,1,6,8,2
110,2,4,6,8,2
115,1,1,6,1,1
96,2,1,6,9,2
39,1,1,6,9,1
67,1,4,6,6,1
72,1,4,6,6,2
63,1,1,1,2,1
219,2,5,6,1,1
172,2,5,6,1,2
98,1,1,6,1,1
133,1,1,6,1,1
83,2,4,6,1,1
96,5,5,6,1,1
110,1,1,4,1,1
72,1,1,6,1,1
140,2,1,6,1,1
202,1,2,6,2,2
86,1,1,6,2,2
81,1,1,6,2,1
60,1,1,6,1,1
100,2,1,6,1,2
141,1,1,6,1,1
159,1,5,6,1,2
54,1,1,6,1,2
75,1,1,6,1,2
77,1,1,6,1,2
55,1,1,6,1,1
73,1,1,6,1,2
15,1,1,6,5,2
108,1,1,6,1,2
71,2,5,6,8,1
68,1,1,6,1,2
70,2,5,6,8,1
49,24,1,6,8,2
104,1,5,6,1,2
79,1,1,4,1,1
82,1,1,5,1,1
145,2,1,6,1,1
117,2,1,6,1,2
312,1,1,6,6,2
197,1,1,5,1,2
62,1,1,6,1,2
69,1,1,6,1,1
324,2,1,6,8,1
173,1,1,6,1,2
66,1,1,4,1,1
52,3,1,4,1,1
74,3,1,4,1,2
98,1,1,6,1,2
85,1,1,6,1,1
50,1,1,1,1,2
18,1,1,1,1,1
111,2,1,4,9,1
221,2,1,4,1,1
191,2,1,6,8,2
52,1,4,6,1,1
61,1,4,6,1,2
74,1,1,6,1,1
93,1,1,6,9,1
50,1,1,6,1,2
67,2,1,6,1,1
88,1,1,4,1,1
95,1,1,4,1,2
107,1,1,6,1,1
109,1,1,6,1,2
46,1,1,6,2,2
50,1,4,6,6,2
63,1,1,6,6,2
16,1,1,5,1,2
101,2,5,6,8,1
89,2,1,6,8,2
65,1,1,6,1,1
68,2,1,6,1,1
87,2,1,6,8,1
69,1,1,6,1,2
119,2,1,6,8,1
133,2,4,6,8,2
92,1,1,1,1,1
152,2,5,4,1,2
209,2,5,4,1,1
79,1,1,5,9,1
65,1,5,6,1,2
55,1,1,6,1,1
157,1,4,6,6,1
130,1,1,6,1,1
130,1,1,6,1,2
19,1,5,2,6,1
37,1,3,6,1,1
39,1,4,6,1,2
138,1,1,6,1,1
155,1,2,6,7,2
21,1,1,6,2,2
41,1,1,6,2,1
61,1,1,6,2,2
75,2,1,6,8,1
149,1,1,6,1,1
117,1,1,6,1,2
32,1,1,4,1,1
36,1,1,4,1,2
83,1,1,4,1,2
55,1,1,6,1,1
73,3,1,6,1,2
74,1,1,6,1,1
282,7,4,6,1,1
96,1,1,4,2,2
76,1,1,4,2,1
166,1,1,1,2,2
59,1,4,6,6,1
55,1,4,6,6,2
185,1,1,6,1,1
57,2,4,6,8,2
37,1,1,4,1,1
36,1,1,4,1,2
232,1,5,6,6,1
45,1,1,6,1,1
78,2,1,6,8,2
76,1,4,6,1,2
90,1,5,6,6,1
103,2,4,6,8,1
68,1,5,6,6,2
147,1,1,5,1,1
156,1,1,5,1,2
112,1,1,5,1,1
37,1,1,6,1,1
35,1,1,4,1,1
58,1,4,6,1,2
323,2,5,1,1,1
49,1,1,4,1,1
143,1,1,4,1,1
83,2,5,6,8,1
215,2,5,6,8,2
25,1,1,6,1,1
26,1,1,6,1,2
158,1,1,6,1,1
133,2,1,6,8,2
181,2,1,6,8,1
172,2,1,6,8,2
182,2,5,6,8,1
177,2,5,6,8,2
169,2,5,6,8,1
83,2,3,6,8,1
82,2,3,6,8,2
175,2,1,6,8,1
132,1,1,4,1,2
154,1,1,4,1,1
115,1,1,6,1,1
50,1,1,4,1,2
139,1,4,6,6,2
189,1,4,6,6,1
61,1,1,4,1,2
191,1,1,6,2,2
120,1,1,4,1,2
59,2,1,6,8,2
41,1,1,6,1,1
57,2,1,6,1,1
56,2,1,6,1,1
79,1,1,6,1,2
63,1,1,6,1,1
175,1,4,6,6,1
62,1,4,6,6,2
80,1,1,6,1,1
75,1,1,6,1,2
360,2,1,4,1,2
617,2,1,4,1,2
70,1,1,6,1,1
154,1,1,6,1,1
191,1,1,6,1,2
80,1,1,6,1,2
106,1,1,6,9,2
120,1,1,6,1,1
122,1,4,6,9,1
34,1,1,6,1,1
34,1,1,6,1,2
147,1,4,6,6,1
60,1,4,6,6,1
71,1,1,6,1,1
49,2,1,6,1,2
50,2,1,6,1,1
57,1,1,4,1,1
57,1,1,4,1,2
58,1,1,4,1,2
110,2,5,6,1,1
103,2,5,6,1,2
100,2,1,6,1,2
143,2,5,6,1,2
153,2,5,6,1,1
38,1,4,6,6,1
39,1,4,6,6,2
99,1,1,6,1,2
71,1,1,5,1,2
123,1,1,6,1,1
123,1,1,6,1,2
279,1,1,6,1,2
285,1,1,6,1,1
60,1,1,6,1,2
73,1,1,1,1,2
80,1,1,1,1,1
179,3,5,6,1,2
120,1,4,6,7,1
98,1,4,6,7,2
65,2,4,2,8,1
52,2,5,2,8,2
161,2,1,6,1,2
198,2,1,6,1,1
66,1,1,6,1,1
105,1,1,6,1,1
108,1,1,6,1,2
54,1,1,6,1,1
64,1,1,6,1,1
110,2,5,6,1,2
103,2,5,6,1,1
135,11,4,6,8,1
145,11,1,6,8,2
185,1,1,2,1,1
66,2,1,6,1,2
92,2,5,6,1,2
103,2,5,6,1,1
66,1,1,4,1,1
74,1,3,4,1,2
105,1,1,6,1,1
106,1,1,6,1,2
99,1,1,6,1,2
84,1,1,4,1,1
114,1,1,6,1,2
111,1,1,5,2,2
118,1,1,5,2,1
119,1,1,6,1,1
235,1,1,6,6,1
229,1,1,6,6,2
269,1,1,6,6,1
35,1,1,5,2,1
67,1,1,4,1,1
130,1,3,4,1,1
45,1,1,6,1,1
39,1,1,6,1,2
84,2,5,6,1,1
87,2,1,6,1,2
176,1,1,6,2,1
230,9,4,6,8,2
100,1,1,6,1,2
54,1,1,6,1,1
41,1,1,6,1,1
188,1,1,6,1,2
108,1,1,6,1,1
59,2,1,6,1,1
102,2,1,6,1,1
58,1,4,6,6,1
54,1,4,6,6,2
55,1,4,6,6,1
69,1,5,6,6,2
50,1,1,6,1,1
50,3,3,6,1,2
69,2,1,6,1,1
60,2,1,6,1,2
136,1,1,5,1,2
172,1,1,5,1,1
39,1,1,4,1,1
57,1,1,4,1,2
407,2,5,6,8,1
605,2,1,6,8,1
96,1,1,6,2,1
72,1,1,6,1,1
444,1,1,1,1,1
131,1,4,6,6,1
68,1,1,6,1,2
74,2,5,6,8,2
94,2,5,6,8,1
79,1,1,6,6,2
14,1,1,5,2,1
49,1,1,5,2,1
52,1,1,6,1,1
65,1,1,6,1,2
65,1,1,6,1,2
41,1,1,6,1,1
37,1,4,6,6,1
51,1,4,6,6,2
65,1,1,6,1,2
96,1,1,6,1,2
181,1,1,2,1,2
115,1,1,5,2,2
171,1,1,5,2,1
61,1,1,6,1,2
87,1,1,6,1,2
66,2,3,6,1,1
110,1,1,1,1,1
159,1,1,1,1,1
59,1,1,6,1,2
98,1,1,6,1,1
74,1,1,6,2,2
42,1,4,6,7,1
48,1,4,6,7,2
62,2,1,6,1,1
66,1,1,6,1,2
72,2,5,6,1,1
63,2,5,6,1,2
66,3,2,6,1,1
79,2,1,4,8,2
69,2,1,6,1,1
312,1,1,4,2,1
53,1,1,5,1,2
52,1,1,5,1,1
78,1,1,5,1,1
75,2,1,6,1,1
208,2,4,6,8,2
233,2,1,6,8,1
37,1,1,6,6,1
39,1,4,6,6,2
28,1,1,6,6,2
28,1,1,6,6,1
182,1,1,5,1,1
197,2,1,6,3,2
178,1,1,1,1,2
207,1,1,1,1,1
184,1,1,2,1,1
105,1,1,6,1,2
117,1,1,6,1,1
55,1,1,1,1,1
85,1,1,1,1,2
68,1,1,6,1,2
84,1,1,6,1,2
93,1,1,6,1,1
137,2,1,6,8,2
81,2,1,6,1,1
71,1,1,6,6,2
90,1,1,6,2,1
89,1,1,6,2,1
18,9,1,6,9,1
79,1,1,6,6,2
135,1,1,6,1,1
102,1,4,6,1,2
96,1,1,6,1,1
76,1,1,6,1,1
109,1,1,6,1,2
115,1,1,6,1,1
70,1,5,6,6,1
70,1,5,6,6,2
109,1,1,6,9,2
78,1,1,6,1,2
94,2,1,6,1,2
104,2,1,6,1,2
98,1,1,6,1,1
83,13,5,6,1,1
107,1,5,6,1,1
94,1,4,6,1,2
21,2,1,6,8,2
55,1,1,6,1,2
187,2,1,6,1,1
218,2,1,6,1,2
218,2,1,6,1,2
38,2,4,6,1,1
85,1,1,4,1,2
76,1,1,4,1,1
65,1,1,6,6,1
58,1,1,6,9,2
113,1,3,6,6,2
161,1,5,6,6,1
133,1,1,6,1,1
55,1,1,6,1,1
169,2,5,6,1,2
238,2,5,6,1,1
100,1,1,4,1,1
90,2,4,6,1,1
68,2,1,6,1,2
50,1,1,6,1,1
57,2,1,6,1,2
78,2,1,6,1,2
69,2,1,6,1,2
167,1,1,6,1,1
193,1,1,6,1,2
128,1,4,6,8,2
156,1,4,6,2,1
129,1,1,6,8,1
286,1,1,6,2,1
115,8,4,6,1,1
85,1,1,6,6,1
154,1,1,6,1,1
69,1,4,6,6,2
145,1,1,1,1,1
116,1,1,6,1,2
64,1,1,6,1,2
61,1,1,6,1,1
320,1,1,6,1,1
66,1,1,4,1,1
56,1,1,1,2,1
135,1,5,6,2,1
62,1,1,4,1,1
59,1,1,4,1,2
83,2,5,6,1,2
57,2,1,6,1,1
82,1,1,4,1,2
89,1,1,5,1,2
38,1,1,1,1,1
30,1,1,1,1,2
75,1,1,6,9,2
59,1,1,6,1,2
62,2,1,6,1,1
77,1,1,6,1,1
72,1,1,6,1,2
73,1,1,4,1,1
65,1,1,6,1,2
153,11,5,6,8,1
261,1,1,6,1,2
136,2,1,6,1,1
70,1,1,4,1,1
102,1,1,1,2,1
90,1,4,6,6,2
81,1,4,6,6,2
111,1,4,6,6,2
203,1,1,6,1,2
