PWGTP,HISP,CIT,POWSP,RAC1P,SEX
42,3,2,4,1,1
45,1,3,6,9,2
36,1,1,6,1,1
69,1,4,6,6,1
135,2,1,6,1,1
76,2,4,6,1,2
136,2,1,6,1,2
133,2,1,6,1,1
88,1,1,6,1,1
40,1,1,1,2,2
49,2,1,6,1,1
60,1,1,6,1,2
62,1,1,6,1,2
69,1,1,6,1,1
63,1,1,1,2,1
129,1,1,1,2,1
64,1,1,6,1,1
113,1,4,6,6,2
109,1,4,6,6,1
73,1,1,6,1,1
41,2,1,4,8,1
63,1,1,1,1,1
194,1,1,6,2,1
294,1,1,6,2,2
125,1,1,6,8,2
166,1,1,6,1,1
307,1,1,1,1,2
257,1,1,1,1,1
50,1,1,6,1,1
273,2,4,6,8,1
329,2,1,6,8,1
207,2,1,6,8,2
348,2,4,6,8,1
202,2,4,6,8,2
107,1,1,6,1,2
43,1,1,6,2,2
56,1,1,6,1,1
70,1,1,6,1,1
95,1,5,6,1,1
81,1,5,6,1,2
66,1,1,6,1,2
106,2,1,6,8,2
44,1,1,6,1,2
178,1,1,4,1,2
183,1,1,4,1,1
229,1,1,4,1,2
72,1,1,4,1,2
134,1,1,6,2,1
142,1,1,6,2,2
126,1,1,6,2,1
148,1,1,6,2,2
66,1,1,6,1,1
66,1,1,6,1,2
20,1,1,5,2,2
45,1,1,5,2,1
53,1,1,2,1,1
130,2,5,6,1,1
61,2,4,6,8,1
64,2,4,6,8,2
123,1,1,6,1,2
44,1,1,4,1,1
33,1,1,1,2,2
101,1,4,6,1,1
162,23,1,6,1,2
187,1,4,6,1,1
58,1,1,6,1,2
61,1,1,6,1,1
53,1,5,6,1,2
14,1,1,1,1,1
177,2,4,6,1,1
233,2,1,6,1,1
83,1,1,1,1,1
99,1,1,6,1,1
118,1,4,6,6,2
89,1,1,6,9,2
110,1,1,6,1,1
119,1,1,6,1,2
125,1,1,5,1,2
132,1,1,5,1,1
47,16,4,6,1,1
59,1,4,6,6,2
110,1,4,4,1,2
158,1,4,4,1,1
96,1,4,6,1,1
116,1,5,6,1,2
67,2,1,6,1,1
17,1,1,6,1,1
11,1,4,6,6,2
79,2,1,4,1,2
92,1,1,6,2,1
115,1,1,6,1,2
293,2,5,6,1,1
333,2,5,6,1,2
80,1,1,6,1,1
56,1,1,6,1,1
45,2,1,6,1,1
66,1,1,6,1,2
78,1,1,6,1,1
78,1,1,6,1,1
192,1,1,6,1,2
41,1,1,1,1,2
70,1,1,6,1,1
74,1,1,6,1,2
68,1,1,4,1,2
63,1,1,4,1,1
162,1,1,1,2,2
133,2,1,6,1,2
308,2,1,6,1,2
283,2,1,6,1,1
34,1,1,4,1,2
34,1,1,4,1,1
52,1,1,1,1,2
77,1,1,1,1,1
79,24,1,6,1,1
81,1,1,6,1,2
80,1,1,6,1,1
84,2,1,6,1,2
57,1,1,4,1,1
76,2,1,6,9,2
125,2,1,6,9,1
82,1,4,6,6,1
39,1,1,6,1,1
170,1,4,6,6,2
47,1,1,4,1,1
53,2,1,6,1,2
57,2,1,6,1,1
46,3,1,6,1,2
107,1,1,1,2,2
65,1,1,6,1,2
74,1,4,6,1,1
54,3,2,6,8,2
99,1,1,5,1,1
168,1,1,5,1,1
45,1,1,6,1,1
53,2,1,6,9,2
76,1,1,6,1,2
82,1,1,6,9,2
71,1,1,6,1,1
113,1,1,6,9,1
112,1,1,6,9,1
41,1,1,6,1,1
212,1,1,6,1,1
80,1,1,6,1,2
98,8,5,5,8,2
99,2,5,6,8,2
171,2,5,6,8,1
131,1,1,1,1,1
197,1,1,1,1,1
77,1,4,6,1,1
86,1,1,6,1,2
142,1,4,6,1,1
179,11,4,6,8,2
211,2,4,6,8,1
104,1,1,4,1,1
88,1,1,6,1,1
87,1,1,6,1,2
119,1,1,6,1,2
45,2,1,6,1,2
48,3,4,6,1,1
87,1,1,6,1,2
71,1,1,6,1,1
78,1,1,6,1,1
91,1,1,6,1,2
43,1,4,6,6,1
51,1,4,6,6,2
40,1,1,6,6,2
48,1,1,5,2,2
34,1,1,5,2,2
125,1,1,6,1,1
154,1,1,6,1,2
98,1,1,6,1,2
154,1,1,6,1,2
44,1,1,6,1,1
91,2,4,6,1,1
68,1,1,1,2,2
43,2,1,6,1,2
87,1,4,6,6,1
103,1,4,6,6,2
136,1,1,6,6,2
71,1,1,6,1,2
63,1,1,6,1,1
34,1,1,6,1,2
75,1,1,6,6,2
72,1,1,6,1,1
76,1,1,6,1,1
78,3,2,6,1,2
68,2,5,6,1,1
63,1,5,4,1,1
144,1,1,6,1,1
166,2,1,6,9,2
164,2,1,6,9,1
128,2,1,6,9,2
37,1,1,6,1,1
38,2,1,4,1,2
44,1,1,4,1,1
129,1,1,1,1,1
72,1,1,6,1,1
91,2,1,6,1,2
182,1,1,1,1,1
69,1,1,1,1,2
63,2,1,6,1,1
62,1,1,5,2,2
73,1,1,6,1,2
108,1,1,6,1,2
45,1,1,5,1,1
45,1,1,5,1,1
66,1,1,6,1,1
79,1,1,6,1,1
99,1,1,6,1,2
82,1,5,6,1,1
92,1,5,6,1,2
24,1,1,6,1,1
102,2,4,6,8,2
178,2,4,6,8,2
163,2,5,6,8,2
174,2,1,6,8,1
217,2,1,6,8,1
50,6,1,6,1,2
48,1,1,6,1,1
240,1,1,4,1,1
100,1,1,5,1,1
167,2,5,1,1,2
72,2,5,1,1,1
62,1,1,5,1,1
20,1,1,6,1,1
21,1,1,6,1,2
68,1,1,6,1,2
471,1,1,1,1,2
343,1,1,1,1,1
70,1,1,6,2,2
46,1,1,6,1,1
47,1,1,6,1,1
85,2,5,6,1,1
207,1,1,4,1,2
204,1,1,4,1,1
118,1,3,6,1,1
57,1,1,6,1,2
68,1,1,6,1,1
84,1,1,6,1,2
73,1,1,4,2,2
388,1,1,1,2,1
19,1,1,6,1,1
116,1,1,1,1,1
118,1,1,5,1,2
41,1,4,6,1,1
151,1,1,6,2,1
44,1,5,6,1,2
48,1,1,6,1,1
124,1,4,6,6,2
93,1,1,5,1,1
74,1,1,5,1,2
133,1,1,6,2,2
123,1,1,6,2,2
117,1,1,6,1,1
23,1,1,5,1,1
63,1,1,5,1,2
49,1,1,4,1,1
410,1,4,6,6,1
431,1,4,6,6,2
414,1,1,6,6,2
69,1,1,6,2,2
121,1,3,6,6,2
40,1,1,6,1,1
45,1,1,6,1,2
75,1,4,6,6,1
201,2,5,4,1,2
32,2,5,5,1,1
63,2,5,5,1,2
69,1,4,6,6,1
71,1,4,6,9,1
117,1,4,6,9,1
99,1,4,6,9,2
160,1,1,1,2,2
166,1,1,1,2,1
66,1,1,6,1,1
53,1,1,6,1,2
62,1,4,6,1,1
36,1,1,6,1,1
150,2,5,6,1,2
42,1,1,1,1,1
319,1,1,6,1,1
332,1,1,6,1,2
170,1,1,6,1,2
55,2,5,6,8,1
97,2,1,6,1,1
61,2,5,6,8,2
77,2,4,6,1,1
92,2,4,6,1,1
176,1,1,6,1,2
118,1,1,6,1,2
51,1,1,2,1,1
63,1,1,1,2,1
40,1,1,1,2,2
55,1,1,4,2,2
23,2,1,6,1,1
26,2,1,6,1,2
114,1,1,6,1,2
183,1,1,6,1,2
134,2,5,6,1,2
126,2,5,6,1,1
147,2,4,6,1,2
146,2,4,6,1,2
61,1,1,6,1,2
50,1,1,6,1,2
59,1,1,6,1,1
36,1,1,6,1,1
65,1,1,6,1,2
145,1,1,6,1,2
138,1,1,6,1,1
77,1,4,6,1,1
52,2,1,6,1,1
26,1,4,1,1,2
24,1,1,1,2,2
25,1,1,1,2,1
411,8,4,6,1,2
421,8,1,6,1,1
421,8,1,6,1,1
73,1,1,5,1,2
108,1,1,5,1,2
98,1,1,5,1,1
80,1,4,6,6,1
75,1,4,6,6,2
78,1,4,6,6,1
100,1,5,6,6,2
76,1,5,6,6,2
94,1,5,6,6,1
95,2,1,6,1,2
38,1,1,4,1,1
67,1,1,6,1,1
68,1,1,6,1,1
79,1,4,6,6,2
89,1,5,6,6,1
108,1,5,6,6,2
97,1,1,5,1,1
178,1,1,4,2,1
71,1,1,6,1,2
120,1,1,6,1,2
77,1,1,4,1,1
81,1,1,4,1,2
62,1,1,4,1,1
100,2,1,6,1,1
75,2,4,6,1,2
127,1,1,6,1,1
108,1,1,6,1,2
9,1,1,6,1,1
144,1,1,1,1,1
186,1,1,1,1,1
63,1,1,6,6,1
109,1,1,6,1,2
130,1,1,6,1,1
184,2,4,6,1,1
228,2,1,6,1,1
45,1,1,6,1,2
38,1,1,6,1,1
51,1,1,6,1,2
74,1,1,6,1,2
129,2,5,6,1,1
137,2,1,6,1,1
81,1,1,6,1,1
167,2,1,6,1,2
63,2,4,6,8,1
16,1,1,5,1,1
107,2,4,4,1,2
129,2,1,6,1,1
137,2,1,6,1,1
65,1,1,6,1,2
71,1,1,6,1,1
103,1,5,6,6,1
160,1,5,6,6,2
42,2,4,4,1,2
120,2,1,4,1,1
121,2,1,4,1,1
133,1,4,6,2,2
66,1,1,4,1,1
63,1,1,4,1,2
173,1,1,6,2,1
137,1,1,6,1,1
20,1,1,6,1,2
19,1,1,1,1,1
87,1,1,6,1,1
77,1,1,6,9,1
118,1,1,6,1,1
109,1,1,6,1,2
51,1,4,6,6,2
78,1,4,6,6,1
76,1,1,6,1,1
121,1,1,6,1,1
99,1,1,6,1,2
78,1,1,6,1,2
87,1,1,6,1,1
97,2,5,4,8,1
115,2,4,4,8,2
180,2,1,4,8,1
161,1,4,6,6,2
197,1,4,6,6,2
165,1,1,2,1,2
67,1,1,6,1,1
68,1,1,6,1,2
18,1,1,1,1,2
82,1,1,6,1,1
57,1,3,6,1,2
181,1,4,6,6,2
343,1,1,6,6,1
40,1,1,6,1,2
36,1,1,6,1,1
435,2,5,6,1,2
455,2,1,6,1,1
13,1,1,5,1,1
16,1,1,1,1,2
50,1,1,5,1,1
42,1,1,5,1,2
100,1,1,5,1,2
156,2,4,6,1,1
127,2,4,6,1,2
166,2,1,6,1,2
197,2,4,6,1,1
65,1,4,6,1,1
57,1,4,6,1,2
56,1,1,6,1,1
68,1,1,6,2,2
184,1,1,4,1,2
63,1,1,4,1,2
59,2,1,4,1,1
131,1,1,6,6,2
121,1,2,6,1,1
80,1,1,6,1,1
113,1,4,6,1,2
103,1,1,6,1,1
170,1,1,6,1,2
146,1,1,6,1,1
96,24,1,6,1,1
77,1,1,6,9,2
99,2,1,6,3,1
28,1,1,6,3,1
78,1,1,6,1,2
51,1,4,6,6,2
67,1,1,6,1,1
79,2,5,6,1,2
92,2,5,6,1,1
30,2,1,6,1,2
42,2,1,6,1,1
57,1,1,6,1,2
95,1,4,6,6,2
93,1,4,6,6,1
74,1,4,6,6,1
257,1,1,6,1,1
308,2,1,6,1,2
107,1,4,6,6,2
116,1,1,6,1,2
43,23,1,6,1,2
36,1,1,6,1,1
34,11,4,6,1,1
63,1,1,4,1,2
64,1,1,4,1,1
259,1,1,6,1,1
323,1,4,6,6,2
78,1,1,6,1,2
109,1,1,6,1,2
37,1,4,6,6,1
34,1,4,6,6,2
39,1,4,6,6,2
42,1,1,6,1,1
147,1,1,1,1,1
125,1,4,6,6,1
171,1,4,6,6,2
266,1,1,6,2,2
222,1,1,6,2,1
63,1,1,6,1,1
64,1,1,6,1,2
56,1,1,6,1,2
110,1,1,6,1,1
64,1,1,5,1,2
151,1,1,5,1,1
86,1,1,6,1,1
56,2,1,6,1,2
98,1,1,6,2,1
52,2,1,6,1,2
61,1,1,6,6,1
130,1,4,6,6,2
79,1,1,6,1,1
77,1,1,6,1,2
88,2,4,4,1,1
85,2,5,4,1,2
34,2,1,6,8,2
32,2,1,6,8,1
72,1,5,6,6,1
77,1,1,6,1,1
81,1,1,6,1,2
76,1,1,6,1,1
87,11,4,6,8,2
107,24,5,6,8,2
273,2,4,6,8,2
452,2,1,6,8,1
243,2,4,6,8,1
41,2,5,6,1,1
54,2,5,6,1,1
98,1,1,4,1,1
221,1,1,4,1,2
124,1,1,4,1,1
65,1,3,4,6,2
79,1,1,4,1,1
149,1,5,6,6,1
149,1,4,6,6,2
126,1,1,6,1,2
69,1,1,6,9,1
311,1,1,6,1,1
321,1,1,6,1,2
92,1,4,6,6,2
54,1,4,6,6,2
57,1,4,6,6,1
20,1,1,6,1,2
21,1,1,6,1,1
128,1,1,6,1,2
121,1,4,6,1,1
98,2,1,6,1,1
64,1,1,6,1,1
36,1,1,6,1,1
70,3,2,6,8,1
83,1,1,6,1,1
82,1,1,6,1,1
130,1,1,6,1,2
70,1,4,6,6,1
15,1,1,5,1,2
95,1,1,6,1,1
70,1,1,6,1,2
131,2,4,6,1,2
50,2,1,6,8,1
52,1,1,6,1,1
158,1,4,6,6,2
113,1,1,6,1,2
112,1,1,6,1,1
101,1,1,6,1,2
100,1,1,6,1,1
80,1,1,6,6,2
99,1,1,6,1,1
237,1,1,4,1,1
59,1,1,6,1,1
54,1,5,6,6,1
41,1,5,6,6,2
52,1,4,6,6,2
62,1,4,6,6,2
121,1,1,6,1,1
116,1,1,6,1,2
51,1,1,6,1,1
378,1,1,1,1,1
327,1,1,1,1,2
89,1,1,5,1,1
187,1,1,4,1,1
152,1,1,6,1,1
162,1,1,6,1,2
220,1,1,6,1,1
89,2,5,6,1,1
115,1,1,6,1,2
131,1,1,6,1,1
74,1,1,6,1,2
55,1,1,1,1,2
126,1,1,6,2,2
53,1,1,4,1,1
91,1,3,6,6,1
100,1,4,6,6,2
70,1,1,6,1,2
103,1,1,5,1,2
62,1,4,6,6,2
89,2,1,6,1,2
74,2,1,6,9,2
59,2,1,6,1,2
93,1,5,6,1,1
87,2,5,4,8,1
64,1,1,6,1,1
53,1,1,6,1,1
70,1,1,6,9,2
33,1,1,4,3,2
137,1,5,6,9,1
42,1,1,5,1,1
38,1,1,5,1,2
8,1,1,1,1,1
55,1,1,6,1,1
79,1,1,4,9,2
138,2,1,6,1,2
139,2,5,6,1,1
35,2,4,6,1,1
255,1,4,6,2,1
58,1,1,6,1,1
158,1,1,1,2,1
229,1,1,1,2,2
54,1,4,6,6,1
48,1,4,6,6,2
33,2,1,6,8,2
141,2,4,6,1,2
185,2,4,6,1,2
205,2,4,6,1,1
203,2,5,6,1,1
43,1,1,6,1,1
150,1,1,6,1,1
187,1,4,6,6,2
150,1,5,6,1,1
61,1,1,6,1,1
99,1,1,6,1,1
68,1,4,6,6,1
169,1,1,5,1,1
66,1,1,6,1,1
70,1,1,6,1,1
46,1,1,4,1,1
65,1,5,6,1,1
72,1,5,6,1,2
133,2,5,6,8,1
98,1,1,6,1,1
109,1,1,6,6,2
42,1,1,5,1,1
217,2,4,6,1,1
146,2,1,6,1,2
87,1,1,1,1,1
75,1,1,6,1,1
136,1,1,6,1,1
53,1,1,6,1,1
55,1,1,6,1,1
120,1,1,6,1,1
108,1,5,6,1,2
97,2,4,6,1,1
92,2,4,6,1,1
133,2,5,6,1,1
181,2,1,6,1,1
106,2,5,6,1,2
132,1,1,6,2,2
212,1,1,6,2,2
53,1,1,6,1,1
46,3,1,6,8,2
50,3,1,6,2,2
69,1,1,4,1,1
61,1,1,4,1,2
34,1,1,6,2,2
58,1,1,6,2,1
37,1,1,5,1,2
92,1,1,6,9,1
76,1,1,6,1,2
66,1,4,6,6,2
64,1,1,6,6,1
108,1,1,6,6,2
122,1,4,6,6,1
99,1,4,6,6,2
443,2,1,6,1,1
418,2,1,6,1,2
121,1,1,6,1,1
151,1,1,6,1,2
78,1,1,6,1,1
62,2,1,4,1,1
80,1,4,6,1,2
91,1,1,4,1,2
110,1,1,4,1,1
89,2,5,6,8,1
93,2,5,6,8,1
206,1,1,6,1,1
74,2,4,6,1,1
59,2,4,6,1,2
105,1,1,6,1,2
74,1,1,6,1,1
69,1,1,6,1,2
79,1,2,6,1,1
72,1,1,6,1,2
325,1,3,4,1,2
80,1,1,6,1,1
83,1,1,6,1,2
19,8,4,6,8,1
12,1,1,5,1,1
36,1,1,1,1,2
34,1,1,1,1,1
84,1,1,1,1,2
138,1,1,6,1,1
132,1,4,6,6,1
105,1,5,6,6,2
59,1,1,6,1,2
42,1,1,6,1,1
76,2,5,6,1,1
52,2,5,6,1,2
58,2,5,6,1,2
43,2,4,6,1,1
42,2,1,6,1,2
53,2,1,6,1,1
107,1,1,6,1,1
102,1,1,6,1,2
70,1,1,4,1,1
106,2,5,6,8,1
52,2,4,6,1,2
73,1,1,6,1,2
70,1,1,6,1,1
118,1,1,6,1,2
171,1,4,6,2,2
94,2,4,4,1,1
71,1,1,6,1,2
108,1,4,6,1,1
54,1,1,6,1,2
63,1,4,6,6,1
77,1,4,6,6,2
80,1,4,6,1,1
102,1,1,2,1,2
139,1,1,2,1,1
64,1,1,1,1,1
53,1,1,1,1,2
59,2,5,6,1,2
77,11,5,6,1,2
89,1,1,6,1,1
70,1,1,6,1,2
56,2,1,4,8,1
174,1,1,6,1,1
208,1,1,6,1,2
120,1,1,6,1,1
34,1,1,6,3,1
135,1,1,6,1,1
241,1,1,1,2,1
45,1,1,4,1,1
32,1,1,6,1,2
32,1,1,6,1,1
67,1,1,6,6,2
48,1,1,6,6,2
96,1,1,6,1,2
67,1,1,4,1,1
114,1,1,4,1,1
178,1,1,6,2,2
77,2,1,6,1,1
92,2,1,6,1,1
59,1,1,1,1,1
50,1,1,4,1,1
69,1,1,4,1,2
134,2,4,6,1,1
34,1,5,6,6,2
35,1,5,6,6,1
60,2,4,6,1,1
123,2,1,6,1,2
164,2,1,6,1,2
151,2,1,6,1,1
93,1,1,5,1,2
170,1,5,6,1,1
132,7,5,6,8,1
132,7,5,6,8,2
67,1,1,6,1,2
92,1,1,6,1,1
43,1,1,4,1,1
56,1,3,4,6,2
57,1,1,6,1,2
79,2,5,6,1,2
79,1,4,6,6,1
61,1,4,6,6,2
78,1,1,6,1,2
29,1,1,1,1,1
99,1,1,6,1,1
379,2,1,6,1,1
387,2,1,6,1,2
433,2,1,6,1,1
61,1,4,6,6,2
67,1,5,6,6,1
50,1,4,6,6,1
65,1,1,6,1,1
64,1,1,4,1,1
65,1,1,6,1,1
86,1,1,6,1,2
157,2,1,6,1,1
90,2,1,6,1,2
134,1,1,6,1,2
110,1,1,6,1,1
40,1,4,6,6,1
64,1,4,6,6,1
56,1,5,6,6,1
69,1,5,6,6,1
245,1,1,6,1,2
56,1,1,4,1,1
73,1,1,6,1,2
88,1,1,6,1,2
69,1,1,4,1,2
59,1,1,4,1,1
72,1,4,6,6,2
134,1,1,6,1,1
405,1,1,4,1,1
101,1,1,6,6,2
156,1,1,6,6,2
158,1,1,6,6,2
156,1,4,6,6,2
76,1,1,6,1,1
46,1,1,6,1,2
70,1,1,4,2,2
77,1,1,6,1,1
48,1,1,4,1,1
190,2,1,4,1,1
131,2,1,4,1,1
124,2,1,4,1,2
174,2,1,4,1,2
141,3,1,6,1,1
227,1,1,6,1,1
111,1,1,1,2,2
33,1,1,6,1,2
37,1,1,6,1,2
53,1,1,6,1,1
200,1,1,6,1,2
150,1,1,6,1,1
91,1,1,6,1,1
69,1,1,1,1,1
72,1,4,6,6,1
162,1,5,6,6,1
54,1,1,6,1,1
62,1,1,6,6,2
125,1,1,1,1,1
49,1,4,6,6,2
64,1,5,6,6,1
61,1,1,6,1,2
69,1,1,6,1,1
117,1,1,5,1,2
82,1,1,6,1,2
31,1,1,4,1,2
33,1,1,4,1,1
169,2,1,6,1,1
66,11,4,6,8,1
90,1,1,4,2,2
66,1,1,6,1,1
200,2,5,6,1,2
191,2,5,6,1,1
220,2,5,6,1,2
222,2,5,6,1,2
173,2,5,6,1,2
49,1,1,6,2,1
55,1,1,6,2,1
65,1,1,6,1,1
45,1,1,6,1,1
14,1,1,6,1,1
106,1,1,6,1,2
105,2,5,6,8,1
104,2,5,6,8,2
47,1,1,6,1,2
49,1,1,6,1,1
68,1,4,6,1,1
85,2,1,4,1,1
76,1,1,4,1,2
66,1,1,4,1,1
61,1,1,6,1,2
87,2,1,4,1,1
71,1,1,4,1,1
181,1,1,6,9,2
97,2,1,6,1,2
76,2,1,6,1,1
39,1,1,5,1,1
117,1,5,6,1,2
76,1,1,6,1,2
85,1,1,6,1,1
172,2,4,6,8,1
225,2,1,6,8,1
23,1,4,6,1,1
176,1,4,6,1,2
135,1,1,6,1,1
125,1,1,6,9,2
29,1,1,6,2,1
24,1,1,5,1,1
21,1,1,5,1,2
11,1,1,6,1,1
106,1,5,6,6,1
190,1,1,4,1,2
44,1,5,6,6,1
61,1,1,6,6,1
86,1,1,6,1,2
70,1,1,6,1,1
103,1,1,6,1,2
56,1,1,6,1,2
64,2,1,6,1,1
203,1,1,6,1,1
41,1,1,6,1,2
49,1,1,6,1,1
77,2,1,6,1,2
61,2,3,6,1,1
160,1,1,6,1,2
418,2,1,6,8,1
551,2,5,6,8,1
70,1,1,6,1,1
62,1,1,6,1,2
296,1,1,4,1,1
278,1,1,4,1,2
58,6,5,6,2,2
77,6,5,6,2,2
98,2,1,6,1,1
316,11,3,6,8,2
111,1,1,6,1,2
8,1,1,5,1,2
8,1,1,5,1,1
121,1,1,5,1,1
84,1,1,5,1,1
196,1,1,5,1,2
65,1,1,6,1,2
355,1,1,6,1,1
122,1,1,4,1,1
99,1,1,2,1,2
65,1,1,6,9,2
97,2,4,6,9,2
87,2,4,6,9,1
315,1,1,6,1,1
66,1,1,4,1,1
93,2,4,6,8,1
59,1,4,6,6,1
70,1,5,6,6,2
68,1,1,6,1,2
324,1,1,6,1,1
367,1,1,6,1,2
28,1,1,1,1,2
56,2,4,6,1,2
71,2,1,6,1,2
57,2,5,6,1,1
76,1,4,6,6,1
73,1,5,6,6,2
43,1,1,6,1,2
41,1,1,6,1,1
38,1,1,5,2,2
57,1,4,6,6,1
58,1,5,6,6,2
83,1,4,6,6,2
55,1,1,6,1,1
35,1,4,6,6,2
275,2,1,6,1,1
68,1,4,6,6,1
67,1,5,6,6,2
122,2,1,4,1,2
128,1,1,4,1,2
57,1,4,6,6,1
70,1,4,6,6,2
78,1,5,6,6,2
236,1,1,5,1,2
250,1,1,5,1,1
111,2,5,6,1,1
92,16,5,6,1,2
111,1,4,6,6,1
50,1,1,6,1,1
113,1,1,6,6,1
189,1,4,6,6,2
65,1,1,6,1,2
111,1,1,6,1,1
119,1,1,6,1,2
167,1,1,6,1,2
124,1,4,6,6,2
135,1,1,6,1,1
37,1,1,6,1,1
98,1,1,4,1,1
160,1,1,6,1,2
118,1,1,6,1,1
22,1,1,1,1,1
21,1,1,1,1,2
43,1,1,6,1,2
29,1,1,2,4,1
224,2,1,4,1,2
162,2,1,4,1,1
352,2,1,4,1,2
135,1,1,4,1,2
103,1,1,6,1,1
104,1,1,6,1,2
71,1,1,6,1,1
176,1,1,6,1,2
209,1,1,6,1,1
286,1,1,5,1,1
363,1,1,5,1,2
66,1,1,6,1,1
64,1,1,6,1,1
106,2,4,4,1,2
194,2,5,4,1,1
100,2,1,6,1,2
83,2,1,6,1,1
69,1,1,6,1,2
107,1,4,6,1,1
9,1,1,1,1,2
63,1,1,6,2,1
73,1,1,6,6,2
115,1,1,6,1,2
120,1,1,6,1,1
100,2,5,6,1,1
162,1,1,6,1,2
91,1,1,6,9,2
60,1,1,6,1,2
73,1,1,6,1,1
88,1,1,4,1,1
129,1,1,6,1,2
54,1,1,5,1,1
274,1,1,5,1,2
415,8,5,6,8,2
98,1,4,6,6,1
78,1,4,6,6,1
106,1,1,6,1,2
107,1,1,6,1,1
163,2,5,6,8,1
138,2,1,6,8,2
156,2,1,6,8,2
16,1,1,6,1,2
80,1,5,6,6,1
96,1,5,6,6,2
83,1,1,1,1,1
68,1,1,6,1,2
59,1,1,6,1,2
93,3,1,4,1,1
39,1,1,6,1,1
34,1,4,6,6,1
35,1,4,6,6,2
33,1,4,6,6,2
64,2,4,6,1,1
112,19,1,4,6,2
138,1,1,4,1,1
71,10,1,4,1,1
72,1,1,6,1,1
64,1,1,6,1,1
37,1,1,6,1,1
43,1,1,6,1,2
75,2,1,6,1,1
82,2,1,6,1,2
44,1,1,4,5,1
57,1,1,4,5,2
64,1,1,6,1,2
60,1,1,6,1,1
90,1,1,6,1,1
114,1,1,6,1,1
54,11,4,6,8,1
227,1,1,6,1,2
211,1,1,6,1,1
119,1,4,6,6,2
129,1,1,6,6,1
139,1,4,6,2,1
152,1,1,6,2,2
16,1,1,1,1,1
60,1,1,6,2,2
118,1,1,6,2,1
57,1,4,6,1,2
78,1,4,6,1,1
117,2,4,6,8,1
49,1,1,4,1,2
100,11,5,6,1,1
45,1,1,6,1,1
39,1,1,6,1,2
64,1,1,6,1,2
75,2,1,6,8,1
127,1,1,6,1,1
176,1,1,6,1,1
219,2,1,6,1,1
62,1,1,6,1,2
124,23,3,6,1,1
93,23,3,6,1,1
60,1,1,4,1,2
45,1,1,6,1,1
49,1,1,6,1,2
86,2,5,6,1,1
84,1,1,5,1,1
82,1,1,6,1,1
69,1,1,6,1,1
62,1,1,6,1,2
94,1,1,6,1,1
14,1,1,1,2,2
125,1,1,6,1,1
123,1,1,6,1,2
149,1,1,5,1,1
121,1,1,5,1,2
294,2,1,6,1,2
235,2,5,6,1,2
314,2,5,6,1,1
296,2,5,6,1,1
126,2,1,6,1,1
69,1,1,6,1,2
56,1,1,6,1,1
94,1,1,6,1,2
195,1,1,6,9,1
247,2,5,6,8,1
200,2,4,6,8,2
276,2,1,6,8,1
112,1,1,4,1,2
25,2,1,6,1,1
64,1,1,6,1,1
117,1,1,1,2,1
63,1,1,6,1,2
94,1,1,6,6,2
114,1,4,6,6,2
124,1,1,6,6,1
95,1,4,6,6,2
133,1,1,1,1,2
143,2,5,6,1,1
181,1,1,1,1,2
205,1,3,1,1,1
51,1,1,6,1,2
52,1,1,6,1,1
101,1,1,6,1,1
164,2,1,5,1,2
55,1,1,6,1,2
125,1,1,6,1,1
115,1,1,6,1,2
117,1,1,6,1,2
173,2,5,6,1,2
207,2,5,6,1,2
202,2,5,6,1,1
54,1,1,4,6,1
94,1,1,4,6,2
75,1,1,6,1,2
257,13,4,6,1,2
353,1,1,6,1,1
124,1,1,1,2,2
110,1,1,1,2,1
142,1,1,1,2,2
75,1,4,6,6,2
94,1,1,6,6,1
58,1,1,6,6,1
65,1,4,6,1,1
86,2,5,6,8,2
66,2,5,6,8,1
134,2,5,6,8,1
76,1,1,6,1,1
78,1,1,6,9,2
111,1,1,6,1,2
114,1,1,5,1,1
118,1,1,5,1,2
89,1,1,1,1,2
68,1,1,6,1,2
56,2,1,6,1,1
84,1,4,6,6,1
64,1,4,6,6,1
78,1,4,6,6,1
202,1,1,6,1,1
185,1,1,6,1,2
294,1,1,6,1,1
134,1,5,6,1,1
42,1,1,6,2,1
125,2,5,6,1,2
144,2,1,6,1,2
174,2,1,6,1,1
92,1,1,6,1,2
82,1,1,6,1,1
74,1,1,4,1,1
87,1,1,4,1,1
58,1,1,6,1,2
111,1,4,6,2,1
41,1,1,6,2,1
54,2,1,6,1,2
66,1,1,6,1,1
119,1,1,1,1,1
156,1,1,1,1,2
208,1,1,1,1,1
21,2,5,1,8,1
37,2,1,1,1,1
37,2,1,1,1,1
7,1,1,1,1,2
79,1,1,6,1,2
65,1,5,6,6,2
70,1,5,6,6,1
102,1,5,6,6,2
408,1,1,4,9,2
204,7,5,6,1,1
150,7,5,6,1,2
62,1,1,6,1,2
81,1,1,6,1,1
106,2,5,6,8,2
102,2,5,6,8,1
88,1,1,6,1,2
62,1,1,6,1,1
113,1,1,6,1,1
107,1,1,6,1,2
309,1,4,6,1,1
42,1,1,1,1,1
25,1,1,6,1,1
22,1,1,6,1,2
24,1,1,1,1,1
67,1,1,1,2,1
55,2,1,6,8,1
168,1,1,4,2,1
91,1,1,1,1,1
84,1,1,1,1,2
124,2,1,6,1,2
50,2,1,6,8,1
60,2,1,6,8,1
77,1,1,6,2,2
73,1,1,6,2,1
