PWGTP,RAC1P,POWSP,HISP,SEX,CIT,WAOB,COW,SOCP
157,6,6,1,2,4,4,1,151131
249,2,6,1,1,4,5,1,15113X
58,1,6,1,1,1,1,1,151199
91,6,22,1,1,4,4,1,172070
70,6,6,1,1,1,1,1,151131
69,2,24,1,2,1,1,4,151150
44,6,6,1,1,5,4,1,15113X
60,6,6,1,1,5,4,1,15113X
31,6,6,1,1,5,4,1,151134
237,7,39,1,2,1,1,3,151131
66,6,6,1,1,5,4,1,15113X
145,1,20,1,1,1,1,1,15113X
107,1,29,1,2,1,1,2,151150
19,1,36,1,2,1,1,3,151141
64,1,48,1,1,1,1,1,151143
159,6,36,1,1,4,4,1,151199
77,1,10,3,1,2,2,1,151142
196,1,37,1,1,1,1,1,151141
92,1,54,1,1,1,1,5,151199
89,6,34,1,1,4,4,1,15113X
177,6,24,1,2,5,4,1,15113X
17,1,33,1,1,1,1,1,15113X
205,1,8,1,1,1,1,1,151199
189,6,24,1,1,4,4,2,151199
94,1,36,1,1,4,5,1,151143
101,1,6,1,1,1,1,1,15113X
57,1,6,1,2,1,1,1,15113X
55,1,6,1,1,5,6,1,151150
41,1,18,1,2,1,1,1,151199
58,6,6,1,2,1,1,1,151121
78,1,25,1,2,1,1,6,151131
126,1,25,1,1,1,1,6,151134
74,1,39,1,1,1,1,1,15113X
118,1,48,2,1,1,1,1,151131
172,1,6,1,1,1,1,1,15113X
172,1,12,1,1,1,1,1,15113X
86,6,6,1,1,1,1,1,151199
60,1,53,1,2,1,1,1,151150
18,1,13,1,2,1,1,7,151111
66,1,6,1,1,5,5,1,15113X
50,1,12,1,2,1,1,1,151199
100,2,45,1,2,1,1,1,151199
97,1,9,1,1,1,1,4,151131
57,1,12,1,1,1,1,1,151134
64,1,48,2,1,1,1,1,151150
104,1,21,1,2,1,1,1,15113X
123,6,53,1,1,5,4,1,151141
126,9,13,1,1,3,4,4,151141
106,6,6,1,1,5,4,1,151121
83,2,36,1,1,1,1,1,151199
71,6,6,1,1,5,4,1,151121
76,1,51,1,1,1,1,1,15113X
354,1,17,1,2,1,1,1,151199
49,6,15,1,2,3,4,1,15113X
62,9,13,1,1,5,4,7,151131
91,1,48,2,1,1,1,5,151121
51,2,11,1,2,1,1,4,151141
169,9,6,1,2,1,1,1,151141
48,6,48,1,1,1,1,1,151150
206,1,6,2,1,1,1,4,151143
53,1,44,2,1,1,1,5,151134
116,1,37,1,2,1,1,1,15113X
61,6,6,1,1,1,1,1,15113X
82,1,18,1,1,1,1,5,172070
23,1,39,1,1,1,1,1,151150
26,1,33,1,1,1,1,2,151150
153,1,34,1,1,1,1,1,172070
37,1,6,1,2,1,1,1,15113X
77,2,12,1,2,1,1,3,151199
69,1,25,1,2,1,1,2,151134
127,1,21,1,1,1,1,1,151150
24,1,12,1,1,1,1,1,151143
72,1,18,1,2,1,1,1,151150
103,1,8,1,1,1,1,1,151134
22,1,17,1,2,1,1,1,151199
63,1,26,1,1,1,1,1,151150
68,1,48,1,1,1,1,1,151199
65,1,47,1,1,1,1,1,151150
96,6,34,1,1,4,4,1,172070
79,1,18,1,1,1,1,4,151150
69,2,25,1,1,1,1,1,15113X
69,1,37,1,1,1,1,1,151150
120,1,26,1,1,1,1,2,151150
62,9,53,1,1,1,1,1,151199
29,1,6,1,1,1,1,1,15113X
59,6,6,1,1,1,1,6,151121
100,1,9,1,1,1,1,2,151142
88,1,48,1,2,1,1,1,151131
83,1,17,1,2,1,1,1,151150
122,3,40,1,1,1,1,1,151143
71,1,48,1,1,1,1,1,151199
123,1,45,1,1,1,1,1,151199
109,1,48,1,1,4,5,1,15113X
79,1,47,1,1,1,1,1,151131
79,1,32,2,1,1,1,1,151150
76,1,51,1,1,1,1,1,151131
55,1,6,1,1,1,1,2,151142
376,2,49,1,2,1,1,5,151199
307,2,49,1,1,1,1,5,151199
85,1,24,1,2,1,1,5,151199
15,2,17,1,1,1,1,1,151131
151,1,39,1,1,1,1,5,151199
22,1,17,1,2,1,1,4,151141
59,1,25,1,1,1,1,1,151150
62,6,24,1,1,4,4,1,15113X
67,2,51,1,2,1,1,5,15113X
77,2,37,1,1,1,1,1,15113X
81,2,37,1,2,1,1,3,151150
134,1,42,1,1,1,1,1,151131
111,6,6,1,2,5,4,2,15113X
61,6,4,1,1,1,1,1,15113X
65,1,12,1,1,1,1,2,151121
63,1,9,1,1,1,1,4,151121
98,1,32,1,1,1,1,4,172070
102,1,55,1,1,1,1,1,151121
142,1,24,1,2,1,1,1,151134
86,6,11,1,2,1,1,1,151142
71,1,42,1,1,1,1,1,151121
68,1,6,1,2,1,1,5,151121
254,1,12,1,1,1,1,1,151199
147,6,34,1,1,4,4,1,151143
89,1,42,1,1,1,1,1,15113X
73,1,17,1,1,1,1,1,151150
79,6,32,1,1,4,4,5,151199
78,1,32,1,1,1,1,1,151134
128,1,24,1,1,1,1,1,151150
187,1,45,1,1,1,1,6,15113X
42,2,26,1,1,1,1,1,151150
44,1,42,1,1,1,1,1,151121
73,1,42,1,1,1,1,1,15113X
332,1,13,1,1,1,1,1,151121
179,1,39,1,1,4,4,1,151134
105,1,25,3,1,1,1,1,151142
530,6,31,1,1,4,4,1,151150
100,1,12,4,1,4,3,1,151199
81,1,45,1,1,1,1,1,151150
45,1,49,1,1,1,1,2,151131
78,1,34,1,1,1,1,1,151143
59,2,37,1,1,1,1,1,151150
93,6,6,1,1,5,4,1,15113X
54,1,12,1,1,1,1,1,151199
164,6,53,1,1,3,4,1,15113X
62,1,40,1,2,1,1,3,151199
67,1,51,1,2,1,1,1,151121
48,9,39,1,1,1,1,2,15113X
42,1,24,1,2,1,1,2,15113X
68,1,12,4,1,1,1,1,172070
130,1,9,1,1,1,1,1,151121
91,1,33,1,1,1,1,1,151150
82,1,39,1,1,1,1,1,151131
237,1,22,1,1,3,5,1,151121
74,2,36,1,2,1,1,1,151121
31,1,6,1,1,1,1,7,151131
22,3,5,1,1,1,1,1,151121
89,1,6,1,2,1,1,2,151150
48,1,51,1,1,1,1,1,151131
68,1,26,1,1,1,1,4,151150
92,1,26,1,1,1,1,1,151199
92,1,45,1,1,1,1,1,151142
68,1,6,1,1,1,1,1,151142
66,1,37,1,1,1,1,1,151150
150,6,48,1,1,4,4,1,15113X
146,2,11,1,1,1,1,5,151150
136,1,39,1,2,1,1,1,151143
159,1,37,1,1,1,1,1,151122
105,1,17,1,1,1,1,1,151150
55,1,25,1,1,1,1,1,15113X
266,1,6,1,1,1,1,1,15113X
102,1,21,1,1,1,1,1,151131
72,1,12,1,1,1,1,1,15113X
200,1,17,1,1,1,1,1,151131
22,1,27,1,1,1,1,7,15113X
34,9,6,1,1,1,1,1,151141
204,1,55,1,2,1,1,1,151150
73,1,29,1,2,1,1,1,151143
50,1,13,1,1,1,1,1,151142
137,1,36,1,2,3,7,1,151141
61,1,41,1,1,1,1,1,172061
83,1,36,1,2,1,1,3,151121
66,1,6,1,1,1,1,1,151131
49,1,12,1,1,1,1,1,151131
97,1,32,1,1,1,1,1,15113X
87,1,6,1,1,1,1,1,151150
93,6,6,1,1,5,4,1,15113X
45,8,48,11,1,5,3,1,151199
141,2,36,1,1,1,1,1,151141
112,6,51,1,1,4,4,3,15113X
157,1,34,1,1,1,1,1,15113X
79,1,8,1,2,1,1,1,151142
149,1,6,1,1,1,1,1,151150
61,1,9,1,1,1,1,1,151131
107,1,8,1,1,4,5,5,151131
58,1,50,1,2,1,1,1,151150
154,1,21,1,1,4,5,1,151150
130,6,48,1,2,1,1,1,151121
13,1,18,1,1,1,1,1,172070
75,6,6,1,1,4,4,1,151121
69,1,6,1,1,4,5,1,15113X
141,1,40,1,1,1,1,1,151150
162,1,51,1,2,1,1,5,172070
36,1,53,1,2,1,1,1,151121
122,6,12,1,1,1,1,1,151142
50,9,11,1,2,4,4,1,151121
57,1,36,1,2,1,1,2,151134
64,1,1,1,2,1,1,5,15113X
71,1,51,1,1,1,1,1,151134
74,1,6,1,1,1,1,1,151131
60,2,24,1,2,4,3,1,151150
136,1,53,1,1,4,5,1,15113X
121,1,53,1,2,4,5,1,15113X
61,2,6,1,1,1,1,1,15113X
77,1,20,1,1,1,1,1,151121
123,1,37,1,1,3,3,1,151150
175,6,35,1,1,5,4,1,15113X
61,1,6,1,1,4,6,1,151150
71,2,47,1,2,1,1,3,151121
185,6,36,1,1,1,1,1,151131
84,6,33,1,1,4,4,1,15113X
172,1,48,1,1,1,1,1,151150
237,6,36,1,1,4,4,4,151131
104,1,18,1,2,1,1,1,151131
52,1,48,1,2,1,1,6,151134
357,1,4,1,1,1,1,1,15113X
142,1,17,1,1,1,1,2,151143
242,1,6,1,1,1,1,1,151134
259,9,51,1,1,1,1,1,151141
39,1,36,1,1,4,4,1,151150
129,1,6,1,2,5,5,1,151131
112,6,42,1,1,1,1,1,151134
68,1,17,1,1,1,1,1,151143
115,1,11,1,1,1,1,2,15113X
77,6,6,1,1,5,4,1,151199
84,6,6,1,2,5,4,1,151121
98,6,26,1,1,5,4,1,151121
132,6,26,1,1,5,4,1,151121
41,1,8,1,1,4,4,1,15113X
1254,1,39,1,2,1,1,3,151141
164,1,55,1,1,1,1,1,15113X
89,1,36,1,2,1,1,4,151143
65,1,51,1,1,1,1,1,15113X
93,2,13,1,1,4,3,1,151121
30,6,17,1,1,4,4,1,15113X
41,1,27,1,1,1,1,1,151131
67,1,26,1,1,1,1,5,151150
43,1,34,1,1,1,1,1,15113X
87,1,55,1,1,1,1,2,15113X
74,1,6,1,1,1,1,1,151134
25,1,20,1,1,1,1,1,15113X
67,1,12,1,1,1,1,5,151150
131,1,21,1,1,1,1,1,151134
74,1,6,1,2,1,1,3,151199
93,1,26,1,2,1,1,1,151141
166,1,27,16,1,4,3,7,151141
50,1,37,13,1,4,3,2,151141
92,6,41,1,2,5,4,1,151121
64,1,12,1,2,1,1,1,15113X
67,6,24,1,2,4,4,1,151121
126,1,48,1,2,1,1,1,151134
104,1,12,1,1,1,1,1,151142
136,1,21,1,1,1,1,1,151141
36,1,19,1,1,1,1,1,151142
172,1,13,1,2,1,1,1,151150
126,6,34,1,2,4,4,1,15113X
110,2,17,1,1,1,1,2,15113X
36,1,55,1,2,1,1,1,151121
45,9,8,1,1,1,1,1,15113X
62,9,12,5,1,4,3,1,15113X
88,1,26,1,1,1,1,1,15113X
109,1,37,1,1,1,1,7,151131
112,1,1,1,1,1,1,1,15113X
69,1,41,1,1,1,1,1,151142
96,1,20,1,1,1,1,1,15113X
100,1,42,1,1,1,1,1,151131
130,6,6,1,2,4,4,1,151121
68,1,6,1,1,1,1,1,172070
158,1,48,1,1,1,1,1,151141
79,6,34,1,1,5,4,1,15113X
122,6,36,1,2,4,4,1,151131
77,1,24,23,1,1,1,1,151122
35,1,29,1,1,1,1,1,151134
109,1,53,1,2,1,1,1,151150
82,1,6,1,1,1,1,1,151131
207,6,42,1,1,5,4,1,15113X
67,1,25,1,1,1,1,1,151199
51,1,12,16,1,5,3,1,151150
124,1,35,1,1,1,1,2,172070
21,1,29,1,1,1,1,4,151131
66,1,6,1,1,1,1,1,172061
56,1,36,1,2,4,8,1,151121
91,1,48,1,2,1,1,1,172070
230,6,27,1,1,4,4,4,15113X
227,6,27,1,2,4,4,1,151150
218,6,8,1,1,4,4,1,151199
277,6,8,1,2,4,4,1,151199
39,1,13,1,1,1,1,1,151150
116,1,17,1,1,4,5,1,172061
61,6,6,1,1,4,4,1,15113X
59,6,6,1,2,4,4,1,15113X
153,1,12,3,1,2,2,1,151150
102,1,8,1,1,1,1,1,15113X
113,1,25,1,1,1,1,6,151143
61,6,53,1,1,5,4,1,15113X
122,6,6,1,1,4,4,1,151199
61,1,34,1,1,1,1,1,151150
46,6,34,1,2,4,4,1,15113X
127,1,42,1,1,1,1,2,151131
92,1,45,1,1,1,1,1,151150
73,1,26,1,1,1,1,1,15113X
167,2,12,1,1,1,1,3,151199
49,1,11,1,1,1,1,5,15113X
66,1,41,1,1,1,1,1,15113X
39,1,5,1,2,1,1,1,151150
102,1,13,1,2,1,1,1,151199
301,1,13,1,2,1,1,1,151134
106,1,6,1,1,1,1,1,151131
203,1,13,1,1,1,1,1,151134
168,1,53,1,1,1,1,1,151141
60,1,6,1,2,1,1,6,151134
88,1,39,1,2,1,1,1,151150
479,6,48,1,1,5,4,1,15113X
331,6,48,1,2,5,4,1,15113X
147,8,6,2,2,1,1,1,151150
112,1,6,1,1,1,1,1,151111
200,1,48,2,1,1,1,1,151199
65,1,25,1,2,1,1,1,151150
53,1,19,1,1,1,1,1,151199
25,1,42,1,2,1,1,1,151199
108,1,8,1,1,1,1,1,151134
104,1,12,1,1,1,1,1,151150
55,6,6,1,1,5,4,7,15113X
217,1,36,3,1,1,1,1,151121
116,1,32,1,1,1,1,3,151199
64,6,6,1,1,5,4,1,15113X
78,1,36,1,1,1,1,4,151150
124,1,8,1,1,1,1,1,151142
98,1,12,1,1,1,1,1,151199
270,1,17,1,2,1,1,1,151150
89,1,36,1,1,1,1,1,151150
167,2,12,1,1,1,1,5,151150
50,1,22,1,1,1,1,3,151199
68,1,48,2,2,1,1,1,151150
79,1,39,1,2,1,1,3,151142
60,1,48,2,1,1,1,2,151131
69,2,55,1,1,1,1,1,151121
191,1,6,1,1,1,1,7,151134
135,1,36,1,1,1,1,1,172070
78,1,37,23,1,3,5,1,15113X
90,1,48,1,1,1,1,3,151150
75,1,6,16,1,1,1,1,151199
81,1,26,1,1,1,1,1,151134
115,1,34,1,1,1,1,1,151150
155,1,29,1,1,1,1,1,151121
74,1,39,1,1,1,1,1,172070
11,1,37,1,1,1,1,1,151121
88,1,36,1,1,1,1,1,151131
77,1,18,1,1,1,1,1,151199
43,1,9,1,2,1,1,7,151150
124,6,34,1,1,5,4,1,15113X
254,1,49,1,2,1,1,1,151150
181,1,27,1,2,1,1,1,151121
149,1,8,1,1,1,1,7,151134
59,1,26,1,1,1,1,1,151150
136,6,51,1,2,4,4,4,151199
82,1,31,1,1,1,1,1,15113X
61,6,6,1,2,4,4,1,151121
83,1,8,1,1,1,1,1,151199
55,1,25,1,1,1,1,1,15113X
49,6,36,1,1,4,4,1,15113X
334,1,48,24,1,1,1,1,151150
58,1,51,1,1,1,1,1,151121
70,1,29,1,1,1,1,1,15113X
43,2,51,1,1,1,1,5,151199
265,1,27,1,1,1,1,7,151121
55,1,38,1,1,1,1,4,151142
333,1,27,1,1,1,1,1,151121
73,2,11,1,1,1,1,1,151142
224,1,12,1,1,1,1,7,151134
28,6,24,1,1,1,1,1,151131
108,1,42,1,1,1,1,1,15113X
74,2,51,1,1,1,1,1,151199
192,1,27,1,1,1,1,1,151121
240,1,36,1,1,1,1,1,15113X
69,6,17,1,1,4,4,1,15113X
104,6,4,1,1,5,4,4,172070
72,1,17,1,2,4,5,1,15113X
71,1,17,1,1,4,5,1,151131
88,1,13,1,1,1,1,1,15113X
132,1,11,1,1,1,1,1,151199
81,6,26,1,1,4,4,1,15113X
155,6,26,1,1,4,4,1,15113X
110,1,55,1,2,1,1,2,15113X
52,1,12,1,2,1,1,6,151134
78,6,6,1,1,5,4,1,15113X
70,6,6,1,2,5,4,1,15113X
120,1,10,1,1,1,1,1,151143
82,1,4,1,2,4,7,4,151141
41,1,48,1,1,1,1,1,151131
45,6,6,1,2,4,4,1,151131
126,6,10,1,1,4,4,1,151131
85,9,34,1,1,1,1,1,151199
65,1,47,1,1,1,1,6,15113X
248,1,51,1,1,1,1,1,151134
249,1,51,1,1,1,1,1,151199
138,1,34,1,1,1,1,1,151150
64,1,51,1,2,1,1,1,151141
60,1,51,1,1,1,1,1,151142
76,1,48,2,1,1,1,2,151141
114,6,36,1,2,5,4,1,151199
105,1,20,1,2,1,1,7,151134
51,1,42,1,2,1,1,1,151131
88,8,17,2,2,1,1,1,151150
67,6,6,1,1,4,4,1,151199
65,1,29,1,1,1,1,1,15113X
154,1,48,1,1,1,1,1,151199
114,6,48,1,2,4,4,1,151121
84,1,6,1,1,1,1,1,172070
269,1,27,1,1,1,1,1,15113X
78,1,49,1,1,1,1,1,151142
126,6,51,1,2,4,4,2,151141
133,1,51,1,1,1,1,1,151150
59,1,24,1,2,1,1,1,151131
105,6,42,1,1,1,1,1,151142
97,6,51,1,2,1,1,1,15113X
71,1,22,1,1,1,1,1,151131
181,1,9,1,1,1,1,1,151131
73,1,6,1,1,1,1,1,15113X
92,6,55,1,1,4,4,1,15113X
83,1,33,1,1,1,1,7,151121
102,1,45,1,1,1,1,1,15113X
108,6,6,1,1,5,4,1,151131
35,1,6,1,1,1,1,1,15113X
64,1,6,1,1,1,1,1,151131
97,1,42,1,1,1,1,1,151150
86,1,42,1,1,1,1,3,151150
377,2,39,1,1,1,1,1,151150
78,2,25,1,1,1,1,5,151199
190,1,51,1,1,1,1,1,151141
74,1,53,1,1,1,1,1,15113X
254,1,36,1,1,1,1,1,151131
99,1,48,1,1,1,1,2,151199
90,1,13,1,2,1,1,1,15113X
74,1,9,1,1,1,1,2,151199
96,1,29,1,1,1,1,1,151131
250,1,12,1,1,1,1,1,15113X
61,3,40,1,1,1,1,1,151199
134,1,18,1,2,1,1,4,151199
60,1,36,1,1,1,1,7,151121
285,2,6,1,1,1,1,1,151121
54,1,37,1,1,1,1,1,15113X
109,1,28,1,1,1,1,1,15113X
66,1,6,1,1,4,5,1,15113X
96,1,39,1,1,1,1,1,151199
156,1,39,1,1,1,1,1,151199
60,2,47,1,1,1,1,1,151142
183,1,36,1,1,1,1,1,151199
108,1,53,1,2,1,1,4,15113X
488,1,40,1,1,1,1,2,151134
99,1,36,1,1,1,1,1,151142
33,1,24,1,1,1,1,5,151199
177,1,6,1,2,1,1,4,151142
33,6,6,1,1,4,4,3,151131
64,6,6,1,1,5,4,1,151131
99,6,24,1,1,4,4,1,151142
132,1,8,1,1,1,1,1,151131
152,1,48,1,2,1,1,1,151199
176,1,6,2,1,1,1,5,151131
69,1,25,1,1,1,1,1,151150
77,1,6,2,1,1,1,2,151142
55,1,26,1,1,1,1,1,151121
65,2,22,1,1,3,5,1,151131
122,6,6,1,1,4,4,1,151141
41,1,36,1,1,1,1,2,151199
439,1,25,1,2,1,1,1,15113X
68,1,36,1,1,1,1,1,151199
52,6,48,1,1,5,4,1,151121
67,1,16,1,1,1,1,7,172061
100,1,12,1,2,1,1,2,151199
61,1,6,1,1,1,1,6,15113X
60,6,6,1,2,4,4,1,15113X
24,2,36,1,2,5,6,1,151150
212,1,37,1,2,1,1,4,151142
344,1,55,1,2,1,1,1,151199
137,1,48,1,1,1,1,1,151121
39,1,48,1,1,1,1,1,151199
43,1,47,1,1,1,1,1,151131
75,1,49,1,1,1,1,4,151150
64,1,6,1,1,1,1,1,15113X
36,1,13,1,1,1,1,1,151121
45,1,13,1,2,1,1,1,15113X
89,1,36,1,1,1,1,1,151143
64,6,6,1,1,4,4,1,151142
60,6,25,1,1,5,4,1,15113X
89,1,36,1,2,1,1,1,151131
51,1,12,1,2,1,1,1,151142
43,2,47,1,2,1,1,1,151134
370,1,35,1,1,1,1,1,151150
110,1,18,1,1,1,1,1,151199
93,1,26,1,1,1,1,1,172070
67,6,34,1,1,5,4,1,151131
70,6,34,1,2,5,4,1,151134
17,6,36,1,2,4,4,1,151131
116,1,42,1,1,1,1,1,151199
91,9,4,1,1,1,1,1,15113X
65,1,6,1,1,3,6,1,151131
154,1,53,1,1,1,1,1,151199
24,1,23,1,1,1,1,1,15113X
107,1,48,1,1,1,1,1,172070
55,6,36,1,1,1,1,1,151150
48,1,17,1,1,1,1,1,151199
29,1,37,1,1,1,1,1,151122
48,1,12,1,1,1,1,1,151121
93,1,6,1,1,5,5,1,15113X
68,1,12,21,1,4,3,1,151121
109,1,31,1,1,1,1,1,151121
193,1,54,1,1,1,1,4,151150
119,1,25,1,1,1,1,1,151199
28,1,45,1,2,1,1,2,151134
166,1,42,1,1,1,1,2,15113X
352,1,39,1,1,1,1,1,15113X
36,6,17,1,1,1,1,1,151199
67,1,8,1,2,1,1,1,15113X
135,1,39,1,1,1,1,2,15113X
99,1,34,1,1,1,1,4,151131
57,1,51,1,1,3,4,1,15113X
86,1,12,1,1,1,1,3,151143
116,2,13,1,1,1,1,2,151199
111,1,21,1,1,1,1,1,151121
81,1,51,1,1,1,1,1,151142
66,1,24,1,1,1,1,2,151142
125,1,49,1,1,1,1,1,151199
27,1,36,1,1,1,1,3,151150
124,6,48,1,1,4,4,7,151141
77,9,31,1,2,1,1,1,15113X
105,2,12,1,2,4,3,1,151199
45,1,41,1,1,1,1,1,151131
71,1,6,1,1,1,1,3,151150
141,6,48,1,1,4,4,1,151199
82,1,36,1,1,1,1,1,151142
101,1,51,1,2,1,1,4,151150
69,1,13,1,1,1,1,1,15113X
67,1,6,1,1,3,5,1,15113X
22,1,48,1,1,1,1,1,151150
80,2,13,1,1,1,1,1,151150
53,1,37,1,2,1,1,1,151142
98,1,32,1,1,1,1,1,151143
64,1,13,1,1,1,1,1,151122
133,1,27,1,1,1,1,1,151150
127,9,51,1,1,3,4,4,151150
139,1,47,1,2,5,5,1,151131
62,1,6,1,1,1,1,1,151150
63,1,6,2,1,5,3,1,151150
42,6,13,1,1,5,4,1,15113X
67,1,21,1,1,1,1,1,151199
298,1,48,1,1,1,1,1,151199
66,6,51,1,1,5,4,7,15113X
86,6,51,1,2,4,4,1,15113X
207,2,34,1,1,1,1,1,151150
134,1,48,1,1,1,1,1,151150
232,1,49,1,1,1,1,1,151131
78,6,36,1,2,1,1,2,151121
64,1,6,13,1,4,3,1,15113X
58,1,32,1,1,1,1,1,151199
90,1,6,1,1,1,1,4,172070
21,1,24,1,1,1,1,1,15113X
86,1,26,1,1,4,5,1,151143
81,1,17,1,1,1,1,1,151131
249,1,27,1,1,1,1,3,151121
78,1,47,1,1,1,1,4,151199
27,1,19,1,1,1,1,1,151150
87,1,11,1,1,1,1,2,151150
51,1,6,1,2,1,1,1,151150
121,1,12,17,1,1,1,1,15113X
90,1,25,1,1,1,1,1,151199
66,1,48,1,1,1,1,1,15113X
117,1,34,1,1,1,1,1,151121
69,2,13,6,1,1,1,1,151150
182,1,27,1,2,1,1,1,151199
41,1,25,1,2,1,1,1,151121
373,1,27,1,1,1,1,1,151131
126,1,6,1,1,5,7,1,15113X
90,1,36,1,1,1,1,1,151142
303,1,42,1,1,1,1,1,15113X
57,1,42,1,1,1,1,1,172070
59,1,6,1,1,5,5,1,15113X
97,1,41,1,1,1,1,1,15113X
129,1,6,1,1,1,1,1,15113X
43,1,37,1,2,1,1,2,151131
37,1,42,1,2,3,5,3,15113X
72,1,53,1,2,1,1,1,151143
101,1,49,1,1,1,1,1,151150
62,6,53,1,1,1,1,5,151199
97,1,6,1,2,1,1,1,151131
79,1,19,1,1,1,1,4,151131
104,1,41,1,1,1,1,1,15113X
116,1,53,1,2,1,1,2,151121
41,1,48,1,1,1,1,1,151142
89,1,36,1,1,1,1,1,15113X
159,2,48,1,2,1,1,1,151121
94,1,39,1,1,1,1,1,151121
72,1,6,1,1,1,1,1,151150
81,6,6,1,1,4,4,1,172070
78,1,36,1,1,5,5,1,151134
14,1,21,2,1,5,3,1,172061
170,6,6,1,2,5,4,1,15113X
178,2,13,1,2,1,1,1,151121
86,1,51,1,1,1,1,5,151199
86,1,12,1,1,1,1,1,151134
41,1,39,1,2,1,1,1,151121
86,1,6,1,2,5,5,1,151141
83,1,19,1,1,1,1,1,151199
182,1,8,1,1,1,1,2,151199
21,1,24,1,2,1,1,1,151131
144,1,12,16,1,4,3,1,151131
115,9,53,1,1,1,1,4,151150
80,1,25,1,2,1,1,1,151134
69,1,37,1,1,1,1,4,151199
68,1,1,1,1,1,1,1,15113X
227,6,53,1,1,5,4,1,15113X
169,6,53,1,2,5,4,1,15113X
50,1,39,1,1,1,1,1,172061
15,1,1,1,1,1,1,1,151121
58,1,4,1,1,1,1,1,151199
152,1,48,1,2,1,1,1,151131
48,1,37,1,1,1,1,1,151131
125,1,29,1,2,4,5,1,15113X
33,6,39,1,1,5,4,1,151143
68,6,6,1,1,5,4,1,15113X
32,1,50,1,1,1,1,1,151134
131,1,53,1,1,1,1,1,151199
63,1,48,1,1,1,1,4,151131
102,1,36,2,1,1,1,1,15113X
52,6,11,1,1,5,4,1,151121
413,1,39,1,1,1,1,1,151131
48,1,20,1,2,1,1,3,151199
86,1,26,1,1,1,1,1,15113X
204,1,55,1,1,1,1,5,151199
110,1,13,1,2,1,1,4,15113X
70,9,25,1,1,1,1,1,151142
38,1,41,1,1,4,5,1,15113X
69,6,48,1,1,5,4,1,15113X
76,9,48,1,2,1,1,1,151199
65,1,51,1,1,1,1,1,15113X
152,1,51,1,1,1,1,1,151121
143,1,48,1,1,1,1,1,151141
58,6,6,1,1,5,4,1,15113X
403,6,8,1,2,5,4,1,15113X
127,1,36,1,1,1,1,1,151141
235,1,17,2,1,1,1,2,151121
139,1,36,1,2,1,1,1,151150
57,6,37,1,2,5,4,1,15113X
86,6,36,1,1,5,4,1,15113X
51,1,36,1,1,1,1,5,151121
133,1,25,1,1,1,1,1,15113X
64,1,44,1,2,1,1,4,151150
118,2,13,1,2,1,1,1,151131
52,1,48,2,2,1,1,1,151150
47,6,34,1,1,5,4,1,151131
63,6,34,1,2,5,4,1,151131
78,1,36,1,1,1,1,2,151142
78,1,16,1,1,1,1,3,151199
61,1,42,1,2,1,1,1,15113X
210,1,17,1,1,1,1,1,151131
80,1,53,2,1,3,5,1,172070
58,2,35,1,1,1,1,1,151199
154,1,1,1,1,1,1,5,151142
93,1,29,1,2,1,1,2,15113X
395,2,1,1,2,1,1,1,151150
49,1,39,1,1,1,1,1,172070
251,2,48,1,2,1,1,1,151150
41,1,34,1,1,1,1,1,151150
168,1,26,1,1,1,1,1,151142
57,1,20,1,1,1,1,1,172070
104,1,6,1,1,1,1,1,15113X
39,1,25,1,2,1,1,1,151131
76,1,39,1,2,1,1,1,15113X
91,1,23,1,2,1,1,1,151121
31,1,29,1,1,1,1,1,151150
48,9,12,4,1,1,1,1,151150
55,1,53,1,1,1,1,1,151121
140,1,29,1,1,1,1,1,151150
103,1,4,1,1,1,1,1,151199
109,1,34,1,1,1,1,1,15113X
65,1,24,1,1,1,1,1,15113X
37,1,25,1,1,1,1,1,15113X
92,1,48,1,2,4,5,1,151131
75,1,36,1,1,1,1,1,151150
191,1,50,1,1,1,1,1,15113X
65,1,37,1,1,1,1,4,151199
150,1,18,1,1,1,1,1,151199
44,1,48,1,2,1,1,1,151150
73,1,39,1,2,1,1,1,15113X
126,1,54,1,1,1,1,1,151150
392,1,18,1,2,1,1,1,15113X
20,1,5,1,1,1,1,1,15113X
110,1,25,1,1,1,1,1,172070
65,1,33,1,1,1,1,4,151142
111,1,51,1,2,1,1,1,15113X
48,6,12,1,1,4,4,1,15113X
81,1,18,1,1,1,1,1,151150
61,1,6,1,2,3,3,1,15113X
101,1,24,1,2,1,1,5,15113X
81,2,45,1,1,1,1,5,15113X
40,1,42,1,1,1,1,1,172070
61,1,6,1,1,1,1,1,15113X
59,1,21,1,2,1,1,1,151131
101,1,26,1,1,1,1,1,15113X
228,8,48,2,1,1,1,1,151134
83,1,6,1,1,1,1,2,151199
81,1,6,1,1,1,1,2,151134
74,8,24,3,2,2,2,1,151134
215,1,29,1,2,1,1,7,151150
118,6,6,1,1,4,4,1,172070
72,1,24,1,1,1,1,1,172061
104,1,6,1,1,1,1,1,15113X
81,1,9,1,1,1,1,6,151134
90,1,25,1,1,1,1,1,15113X
380,1,16,1,2,1,1,4,15113X
67,1,8,1,2,1,1,1,15113X
124,9,45,1,1,1,1,1,151134
51,1,36,1,2,4,5,1,151131
15,1,55,3,1,1,1,1,151142
91,1,12,1,1,1,1,1,15113X
230,1,48,2,1,1,1,1,151150
60,1,6,1,1,4,5,1,172070
