PWGTP,HISP,POWSP,RAC1P,WAOB,CIT,SEX,SOCP
68,1,42,1,1,1,1,113021
159,1,41,6,1,1,1,15113X
66,1,51,2,1,1,2,151199
78,1,12,1,1,1,2,151131
38,1,22,1,1,1,1,151131
39,1,4,3,1,1,2,151199
60,1,15,6,4,4,1,151199
81,1,8,1,1,1,1,151142
76,1,37,1,1,1,2,151143
110,1,42,9,1,1,1,15113X
84,1,39,1,1,1,1,151121
105,1,48,1,5,4,1,172061
169,1,26,1,1,1,1,151121
125,1,18,1,1,1,2,151150
83,1,32,2,1,1,1,151121
142,4,34,1,3,5,1,15113X
54,1,47,1,1,1,1,151131
249,1,13,1,1,1,2,113021
118,1,24,6,4,5,1,151142
101,1,24,6,4,5,2,151142
110,1,22,1,1,1,1,113021
104,1,25,6,4,4,1,151199
54,1,12,1,1,1,1,15113X
49,2,4,8,1,1,1,151150
49,1,8,1,5,4,1,15113X
82,1,34,1,5,5,1,151142
83,1,26,1,1,1,1,151131
101,1,17,1,1,1,1,151131
116,1,6,1,1,1,1,151134
97,1,48,1,1,1,1,151131
230,1,4,2,1,1,1,151150
59,2,48,1,1,1,1,151121
117,16,36,1,3,3,1,15113X
60,1,39,1,1,1,2,151134
71,1,53,1,1,1,1,113021
87,1,39,1,1,1,2,113021
71,1,6,1,5,4,1,151121
84,1,17,1,1,1,1,113021
40,1,29,1,1,1,1,151150
55,1,9,1,1,1,1,151199
93,1,17,1,1,1,1,151131
97,1,25,1,1,1,2,151141
112,1,11,1,1,1,1,15113X
79,1,6,1,1,1,1,151143
80,1,10,1,1,1,1,113021
60,1,36,1,1,1,1,151131
76,1,53,6,4,5,1,15113X
117,1,53,6,4,5,1,15113X
110,1,21,1,1,1,2,113021
74,1,39,1,1,1,1,151121
70,1,9,1,5,4,1,15113X
22,2,13,1,1,1,1,151121
81,1,48,1,1,1,1,151199
79,1,48,1,5,5,2,151199
127,1,18,1,1,1,1,151199
78,1,6,1,1,1,2,151150
84,1,6,1,1,1,2,151150
69,1,11,1,5,3,1,113021
104,1,25,1,1,1,1,151121
86,1,36,1,1,1,1,151142
142,1,53,6,4,4,2,15113X
67,1,12,1,1,1,1,151199
50,6,41,1,1,1,2,15113X
94,1,17,6,4,4,2,151141
73,1,36,2,3,4,1,151142
99,1,2,4,1,1,1,151199
60,1,48,1,1,1,1,151121
64,1,39,1,1,1,1,151143
257,1,48,1,1,1,1,151150
56,1,41,1,1,1,2,151150
305,1,21,1,1,1,1,151134
106,1,48,1,4,3,2,113021
80,1,49,1,1,1,1,15113X
90,1,44,1,1,1,2,113021
183,19,18,8,3,5,1,15113X
53,1,34,6,4,5,1,151121
62,1,8,2,3,3,1,151150
66,1,36,9,4,4,1,151131
183,1,12,1,1,1,1,15113X
76,1,26,1,1,1,1,15113X
59,1,6,6,4,4,1,15113X
52,1,32,1,1,1,1,113021
34,1,55,1,1,1,1,151142
84,1,39,1,1,1,1,151150
195,1,6,6,4,5,1,15113X
56,1,6,6,4,4,2,151121
102,1,8,1,1,1,1,15113X
123,1,29,1,1,1,1,151121
59,1,13,1,1,1,1,151199
121,16,6,1,3,4,1,151150
17,1,48,1,1,1,1,113021
67,1,45,1,1,1,1,15113X
87,1,36,6,4,5,1,151121
172,1,36,6,4,5,1,151121
67,1,36,1,1,1,1,113021
106,1,13,1,1,1,1,113021
82,1,12,1,1,1,1,151131
52,1,12,1,1,1,1,151142
64,1,6,1,1,1,2,15113X
101,1,29,1,1,1,1,151150
75,1,6,1,1,1,1,151150
77,1,39,1,1,1,1,151134
274,1,36,1,1,1,1,151199
242,1,6,1,5,5,1,15113X
90,1,11,1,6,5,1,151121
64,1,24,6,4,5,1,151121
71,1,51,6,4,5,2,15113X
97,1,35,1,1,1,2,151143
77,1,1,1,1,1,1,15113X
103,1,47,1,1,1,1,151121
56,1,6,1,1,1,1,151150
33,1,33,1,1,1,1,15113X
180,1,6,6,1,1,1,151150
111,1,27,1,1,1,1,151131
65,1,34,1,5,4,1,151143
61,1,48,1,1,1,1,15113X
95,1,17,6,4,4,2,15113X
66,1,6,2,1,1,1,151131
175,1,12,1,1,1,1,15113X
53,1,12,5,1,1,1,172061
20,1,48,1,1,1,1,151143
53,1,6,6,4,5,1,15113X
89,1,8,1,1,1,1,15113X
106,1,26,1,1,1,1,15113X
198,1,42,6,4,5,1,15113X
113,1,53,1,1,1,1,151121
96,1,34,2,6,5,1,151121
119,1,42,1,1,1,2,151121
38,1,27,1,1,1,2,151121
74,1,24,1,3,4,1,151111
66,1,12,1,1,1,1,15113X
74,1,25,6,4,5,1,151131
81,1,51,1,1,1,1,151131
68,1,37,1,1,1,1,151134
103,2,6,1,1,1,2,113021
99,1,55,1,1,1,1,151131
95,1,8,1,1,1,1,151121
103,1,41,1,1,1,2,151199
100,1,13,9,4,3,1,151150
99,1,13,1,1,1,1,151199
121,1,1,2,1,1,1,113021
104,1,8,1,1,1,1,151150
167,1,36,1,1,1,2,151150
83,19,12,1,3,4,1,15113X
32,1,51,6,4,4,1,151199
110,1,25,1,1,1,1,113021
141,1,51,6,4,5,1,15113X
60,1,44,1,1,1,1,151122
68,1,24,1,1,1,1,151134
69,1,8,9,1,1,1,15113X
94,1,24,2,6,4,2,15113X
339,1,13,1,1,1,1,151121
81,1,39,1,1,1,1,151141
106,1,31,1,1,1,2,151150
92,1,48,1,1,1,1,113021
344,1,6,1,1,1,1,15113X
342,1,6,1,1,1,1,15113X
112,1,29,1,1,1,1,113021
84,1,29,1,1,1,1,15113X
275,1,48,1,1,1,1,151141
114,1,17,1,1,1,1,113021
93,1,42,1,1,1,1,151150
152,1,27,2,1,1,1,15113X
34,1,42,1,1,1,2,151131
81,1,25,6,4,4,2,151131
249,1,48,1,1,1,1,151141
384,1,17,6,4,5,1,151143
67,1,6,1,5,5,1,15113X
97,1,26,1,1,1,1,15113X
66,1,25,1,1,1,1,151199
58,1,42,1,1,1,1,113021
58,1,12,1,1,1,1,151121
48,1,6,2,1,1,1,113021
88,1,48,1,1,1,1,15113X
99,1,42,1,1,1,2,15113X
116,1,13,1,1,1,1,113021
70,1,13,6,4,4,2,113021
108,1,36,1,1,1,1,151131
106,1,54,1,1,1,1,151199
84,1,25,1,1,1,1,151131
594,1,38,1,1,1,1,151150
101,1,39,1,1,1,1,151134
113,1,47,1,1,1,2,151131
109,1,13,1,1,1,1,113021
148,1,6,6,4,4,2,151121
62,1,48,1,1,1,2,15113X
192,1,12,1,1,1,1,113021
271,1,49,8,1,1,1,15113X
36,1,1,9,1,1,1,151142
23,1,37,1,1,1,1,151122
61,1,41,1,1,1,1,151131
106,1,53,1,1,1,1,15113X
64,1,48,1,1,1,2,113021
107,1,39,1,1,1,1,151142
279,1,4,1,1,1,1,151150
232,1,6,1,1,1,1,151121
22,1,27,1,1,1,2,151122
75,1,36,6,4,4,1,113021
88,1,48,1,1,1,1,151150
44,3,48,1,1,1,1,151131
73,1,48,1,1,1,2,151131
126,1,37,1,1,1,2,151121
73,1,34,1,1,1,1,151142
107,1,48,1,4,3,1,15113X
62,1,48,2,1,1,1,151134
234,1,4,2,1,1,2,15113X
259,1,4,2,1,1,1,15113X
133,1,42,1,1,1,2,151199
70,1,51,1,1,1,1,151131
88,1,6,1,1,1,1,151131
81,1,42,1,1,1,2,151121
223,1,6,1,4,4,1,113021
97,1,28,1,1,1,1,151142
62,1,53,1,1,1,2,113021
117,1,56,1,1,1,2,151199
59,2,6,2,1,1,1,151131
139,1,39,1,1,1,2,15113X
113,1,20,1,1,1,1,151199
88,1,36,1,1,1,2,151122
66,1,35,1,1,1,1,151134
96,1,24,1,1,1,2,151134
77,1,34,1,5,4,1,151131
46,1,6,6,4,5,1,15113X
55,1,25,1,1,1,1,113021
75,2,48,8,1,1,1,113021
82,1,8,1,3,3,1,151143
172,1,36,1,1,1,2,151142
79,1,17,1,5,4,2,113021
125,1,6,1,1,1,1,151150
82,1,34,1,1,1,1,151142
124,1,36,6,5,5,1,113021
107,1,27,1,1,1,2,151150
80,1,34,1,1,1,1,151121
67,1,11,1,1,1,1,151131
213,1,40,1,1,1,1,151150
101,1,48,9,1,1,1,15113X
57,1,13,1,1,1,1,151121
126,1,48,2,1,1,2,151150
45,1,6,6,4,5,1,151142
117,1,33,1,1,1,1,151131
64,1,11,1,1,1,1,15113X
153,1,39,6,4,4,2,151131
68,1,13,2,1,1,1,151141
103,1,48,1,1,1,1,151131
110,1,34,1,1,1,1,151131
101,1,26,1,1,1,2,151150
132,1,6,6,4,4,1,15113X
121,1,6,6,4,4,2,15113X
106,1,18,1,1,1,1,151131
218,1,13,2,1,1,1,151150
81,1,24,1,1,1,1,151134
133,1,24,2,1,1,2,151199
298,1,6,1,1,1,2,15113X
102,1,5,1,1,1,2,151121
49,1,12,1,1,1,1,151199
65,1,40,1,1,1,1,113021
134,1,42,1,1,1,1,151122
104,1,36,1,1,1,1,151134
81,1,25,1,1,1,2,151141
116,1,53,1,1,1,1,15113X
88,1,37,1,1,1,2,151121
82,1,12,1,1,1,2,151121
95,1,51,1,1,1,1,113021
72,1,48,1,1,1,2,151142
316,1,24,2,1,1,1,151142
95,1,36,6,4,5,1,151150
64,1,36,1,1,1,2,113021
48,1,51,1,1,1,1,151131
82,1,36,1,1,1,1,151131
99,1,13,1,1,1,1,15113X
77,1,39,1,1,1,1,151131
46,1,12,2,3,4,1,172061
83,1,6,1,1,1,1,15113X
38,2,48,1,1,1,2,151150
60,1,53,1,1,1,1,113021
209,1,4,1,1,1,1,151199
45,1,51,1,1,1,1,151199
70,1,9,1,5,4,1,151131
90,1,41,1,1,1,1,151131
55,1,6,6,4,4,1,15113X
76,1,8,1,1,1,1,15113X
92,1,48,1,1,1,1,151141
94,1,42,2,1,1,1,113021
65,1,6,1,1,1,2,151142
30,1,42,1,1,1,1,151121
64,1,47,1,1,1,1,151121
190,1,6,6,4,4,2,151143
223,1,6,6,4,4,1,151121
373,1,25,6,4,4,1,151150
105,1,39,1,1,1,2,113021
103,1,39,1,1,1,2,113021
89,1,51,1,1,1,1,151121
73,1,6,6,4,4,2,151131
67,1,6,1,1,1,2,151134
92,1,24,1,1,1,1,15113X
62,1,48,2,6,4,2,15113X
84,1,51,1,1,1,2,172061
108,1,37,1,1,1,2,151199
68,1,36,6,4,5,1,151134
55,1,11,1,1,1,1,113021
279,1,6,1,1,1,1,151134
82,1,29,1,1,1,2,151131
99,1,9,1,1,1,2,151131
113,1,51,1,1,1,1,151131
215,1,6,6,4,4,1,15113X
70,1,6,6,4,4,1,151131
88,1,24,1,5,4,1,151111
86,1,39,1,1,1,1,113021
78,1,48,1,1,1,1,15113X
73,1,48,1,1,1,1,151143
61,1,6,6,4,4,1,151131
71,1,6,6,1,1,2,151134
92,1,48,1,1,1,1,151199
78,1,45,2,1,1,2,151150
181,5,34,1,3,4,1,151142
173,1,4,1,1,1,2,151134
96,1,51,2,1,1,2,151121
90,1,51,1,1,1,1,15113X
73,1,47,1,1,1,2,151121
78,1,36,6,4,4,2,151131
130,1,51,1,1,1,2,151121
69,1,4,1,1,1,1,151121
115,1,35,1,1,1,1,15113X
99,1,48,1,1,1,1,151143
114,1,29,1,1,1,1,151150
100,1,9,1,1,1,1,113021
88,1,6,1,1,1,2,151111
96,1,17,1,1,1,2,113021
147,1,6,6,4,5,1,151141
65,1,34,1,1,1,1,151142
60,1,17,1,1,1,2,151131
84,1,48,1,1,1,2,151121
149,1,29,6,4,5,2,15113X
65,1,17,1,1,1,1,113021
80,1,6,6,4,5,1,15113X
82,1,24,1,1,1,1,151131
145,1,36,9,6,4,1,151143
102,1,42,1,1,1,2,151131
60,1,6,1,1,1,1,15113X
96,1,4,1,1,1,1,151121
277,24,36,8,3,5,1,113021
181,1,48,1,1,1,1,15113X
338,1,34,6,4,5,1,151134
62,1,53,1,1,1,1,15113X
326,1,26,1,1,1,1,151142
93,2,40,1,1,1,1,15113X
51,1,6,1,5,4,2,172061
117,1,20,1,1,1,1,172061
94,1,10,1,1,1,1,151142
46,1,48,1,1,1,1,113021
54,1,53,1,1,1,2,113021
52,1,53,1,1,1,1,113021
84,1,40,1,1,1,2,151199
54,1,24,1,1,1,2,151143
240,1,34,1,1,1,1,151150
291,1,34,1,1,1,1,151142
53,1,48,1,1,1,1,151131
66,1,51,6,4,5,1,15113X
31,1,6,1,1,1,1,113021
129,1,53,1,1,1,1,151134
95,1,21,1,1,1,1,151131
84,1,42,1,1,1,2,113021
87,1,27,6,4,5,2,15113X
137,1,27,6,4,5,1,151121
95,1,20,1,1,1,1,151131
158,1,17,1,1,1,1,151150
78,1,28,1,1,1,2,15113X
334,1,17,1,1,1,1,151134
73,1,36,1,1,1,1,151131
73,1,42,1,1,1,1,151134
56,1,36,1,1,1,1,151150
61,1,9,1,1,1,1,113021
199,1,40,9,1,1,1,151142
87,1,37,1,1,1,1,151141
87,1,53,1,1,1,1,113021
130,1,33,1,1,1,2,113021
82,1,36,1,1,1,1,113021
81,1,12,1,1,1,1,151150
61,1,22,1,1,1,1,151143
196,1,24,6,4,5,1,151121
128,1,39,1,1,1,1,15113X
213,1,24,1,1,1,1,151150
55,1,8,1,1,1,1,151121
59,1,6,1,1,1,1,151150
77,1,51,6,4,5,2,15113X
77,1,11,1,1,1,1,151199
103,1,51,1,1,1,1,151143
80,1,40,1,1,1,1,151142
76,1,42,1,1,1,1,113021
72,1,42,1,1,1,2,151150
72,2,42,1,3,5,1,151121
86,1,29,1,1,1,2,151121
127,1,27,1,1,1,1,151199
103,1,25,1,1,1,1,15113X
53,1,41,1,1,1,1,15113X
259,1,53,1,1,1,1,151131
80,1,6,6,4,5,1,15113X
93,1,6,6,7,5,1,15113X
93,1,6,6,4,5,1,15113X
108,1,25,1,1,1,1,15113X
15,1,12,1,5,3,1,15113X
192,1,40,1,1,1,1,151150
90,1,29,1,1,1,1,113021
97,2,48,8,3,4,2,151150
91,1,51,1,6,4,1,15113X
55,1,6,1,1,1,1,15113X
81,1,40,1,1,1,2,15113X
101,1,40,1,1,1,1,151131
87,1,8,1,1,1,1,15113X
97,1,48,1,1,1,2,151141
100,1,29,1,1,1,1,151121
66,1,39,1,1,1,1,151141
101,1,37,6,4,5,1,15113X
91,1,13,1,1,1,1,151122
66,1,6,1,1,1,2,113021
66,1,13,1,1,1,2,151199
70,1,53,1,1,1,1,113021
199,1,6,6,4,4,1,15113X
91,1,42,1,1,1,1,15113X
119,1,48,1,1,1,1,151143
110,1,6,1,5,5,2,151131
375,1,36,2,3,5,2,151142
70,2,6,8,1,1,1,151199
113,1,25,1,1,1,1,151111
142,1,1,1,1,1,1,151150
100,1,24,2,1,1,1,151150
83,1,9,1,1,1,2,151141
95,1,18,1,1,1,1,151199
90,1,25,1,1,1,2,151134
103,1,6,1,1,1,1,15113X
89,1,13,2,6,5,1,151131
89,1,17,1,1,1,1,151131
57,1,12,2,1,1,1,151141
66,1,34,1,1,1,1,151121
68,1,6,6,4,4,2,15113X
69,1,6,6,4,4,1,15113X
25,1,48,1,1,1,1,113021
80,1,12,1,1,1,1,172061
77,1,6,1,1,1,1,172061
69,1,24,6,4,5,1,15113X
111,1,24,6,4,5,2,15113X
55,1,6,1,1,1,1,151131
73,1,6,6,4,5,2,151121
130,1,45,2,1,1,2,15113X
62,1,48,6,4,5,1,15113X
113,1,42,1,1,1,1,151199
67,1,25,1,1,1,1,113021
90,1,26,1,1,1,2,151150
84,1,12,1,1,1,2,15113X
76,1,12,1,1,1,1,151122
82,1,18,1,1,1,2,151131
32,1,55,1,1,1,2,151150
23,1,25,1,1,1,1,15113X
200,1,17,1,1,1,1,151150
197,1,17,1,1,1,1,15113X
91,1,25,1,1,1,1,151121
50,1,51,1,1,1,1,151141
81,1,29,1,1,1,1,151131
97,1,37,1,1,1,2,151150
64,1,6,1,5,4,1,15113X
68,1,6,1,1,1,1,151150
58,1,48,1,1,1,1,151199
261,1,48,1,1,1,1,151121
118,1,17,1,1,1,1,151121
179,1,51,6,1,1,1,151134
53,1,21,1,1,1,1,151199
75,8,24,8,3,4,1,151131
91,1,48,1,1,1,1,151199
98,1,33,1,1,1,1,151131
64,1,24,1,1,1,1,151143
87,1,34,6,4,4,1,151142
94,1,13,1,1,1,2,113021
87,1,41,6,4,5,1,151121
117,1,36,1,5,3,2,15113X
53,1,12,1,1,1,1,151143
79,1,51,1,1,1,2,113021
29,1,17,1,1,1,2,113021
24,1,17,1,1,1,1,113021
69,1,12,1,1,1,1,151131
104,1,54,1,1,1,1,15113X
65,1,48,6,4,4,1,151121
53,1,9,1,1,1,1,151150
88,1,13,2,1,1,1,151131
224,1,40,1,1,1,2,113021
326,1,17,1,1,1,1,151150
112,1,6,6,1,1,1,151199
127,1,18,1,1,1,1,172061
66,1,48,1,1,1,1,113021
95,1,36,1,5,4,1,151150
97,1,34,6,4,5,1,151121
116,1,41,6,4,4,1,151150
117,1,21,1,1,1,1,113021
102,1,29,1,1,1,1,15113X
100,1,36,1,1,1,1,151121
94,1,48,1,1,1,1,151142
112,1,29,1,1,1,1,151121
127,1,20,1,1,1,1,151142
76,1,12,2,1,1,1,151199
99,1,20,1,1,1,1,151121
68,1,51,1,1,1,1,151134
81,1,17,1,1,1,2,151121
60,1,36,1,1,1,1,15113X
97,1,42,2,1,1,2,151131
113,1,36,1,1,1,2,151134
14,1,24,2,6,4,2,151131
64,1,47,1,1,1,1,113021
88,1,34,1,1,1,1,151143
101,1,34,6,4,4,1,151131
63,1,32,1,1,1,1,151150
106,1,51,1,1,1,2,151143
90,1,40,1,7,4,1,172061
87,1,4,1,1,1,1,15113X
72,1,6,1,1,1,1,151143
160,1,13,1,1,1,2,15113X
202,1,13,1,1,1,1,113021
27,1,45,2,1,1,1,151150
74,1,6,1,1,1,1,15113X
56,1,4,1,1,1,1,15113X
82,1,42,1,1,1,2,151150
34,1,1,1,1,1,1,151142
70,1,39,1,1,1,1,151199
247,3,36,1,1,1,1,151121
91,1,17,6,4,4,1,151199
98,1,17,6,4,5,2,151131
95,1,17,1,1,1,1,113021
46,1,8,1,1,1,1,113021
326,1,26,1,1,1,1,151199
69,1,6,1,1,1,1,151150
84,1,4,1,1,1,1,151122
48,24,6,1,3,4,1,151134
106,1,21,1,1,1,1,151134
88,5,36,8,1,1,1,151131
59,1,6,6,1,1,1,151121
98,1,34,6,4,5,1,151121
93,1,26,1,1,1,1,151150
59,1,24,1,1,1,2,151121
314,1,51,6,4,4,1,151142
16,1,20,1,1,1,1,151199
63,2,4,1,1,1,1,151141
92,1,47,6,4,5,1,151121
79,1,17,1,1,1,1,151121
144,1,39,1,1,1,1,151150
85,1,55,2,1,1,2,151150
64,1,22,2,1,1,2,151142
58,1,51,2,4,5,1,15113X
59,1,6,1,1,1,1,15113X
44,1,9,9,1,1,1,15113X
84,1,9,1,1,1,2,113021
94,1,9,1,1,1,1,172061
64,1,51,1,1,1,2,151150
56,1,8,1,1,1,2,151150
59,1,34,1,1,1,2,15113X
379,1,53,1,1,1,1,151150
97,1,36,1,1,1,2,15113X
484,1,37,1,1,1,1,151199
84,4,12,1,3,4,2,15113X
84,1,12,1,1,1,1,151199
187,1,34,1,1,1,1,151199
120,1,42,1,1,1,1,151199
81,1,20,1,1,1,1,151199
50,1,12,2,3,4,1,151143
237,1,6,1,1,1,1,151131
90,1,45,1,1,1,1,151111
52,1,48,1,1,1,2,113021
53,1,32,9,1,1,1,151131
188,1,55,1,1,1,1,151121
71,1,24,1,1,1,2,151142
97,1,1,1,1,1,1,151150
97,1,22,1,1,1,1,113021
78,1,34,2,1,1,2,151150
71,1,36,1,1,1,2,151142
270,1,48,1,1,1,1,151131
84,1,13,1,1,1,2,151121
68,1,24,1,1,1,1,113021
82,1,11,1,1,1,1,151199
78,1,11,1,1,1,2,113021
65,1,39,2,5,4,2,15113X
73,1,1,1,1,1,1,15113X
67,1,1,1,1,1,1,15113X
107,1,26,1,1,1,1,113021
148,1,17,1,1,1,1,151150
105,1,20,1,1,1,2,15113X
70,1,12,1,1,1,1,15113X
56,2,4,8,1,1,1,151121
76,1,36,1,1,1,1,151134
73,1,6,9,1,1,1,15113X
79,1,17,1,1,1,1,113021
85,1,24,1,1,1,1,15113X
115,1,24,1,1,1,2,15113X
305,1,51,1,1,1,1,15113X
114,1,17,1,1,1,1,151150
65,1,48,1,1,1,1,151131
72,1,4,1,1,1,2,113021
106,1,53,6,4,5,1,151121
146,1,53,6,4,5,2,15113X
62,1,17,1,1,1,1,113021
116,1,39,1,1,1,1,151150
75,1,12,1,1,1,1,15113X
70,1,12,1,1,1,2,151121
145,1,42,6,4,5,1,15113X
86,1,12,1,1,1,1,151150
81,1,53,1,1,1,1,15113X
69,1,48,1,1,1,1,15113X
68,1,41,1,1,1,1,113021
84,1,48,1,1,1,1,15113X
70,4,24,1,1,1,1,15113X
101,1,29,1,1,1,1,151150
89,1,24,1,1,1,1,15113X
151,1,47,2,1,1,1,151150
75,1,6,1,1,1,1,15113X
109,1,36,1,1,1,1,151131
46,1,6,1,1,1,1,15113X
70,1,53,6,4,5,1,15113X
84,1,53,6,4,4,2,113021
72,1,6,1,1,1,1,151199
182,1,17,6,4,5,1,151121
54,1,6,6,4,4,1,151134
170,1,6,6,4,3,2,151121
89,1,48,1,1,1,1,151131
165,1,21,1,1,1,2,151131
24,1,37,1,1,1,2,151150
76,1,36,1,1,1,1,15113X
90,1,8,1,1,1,1,172061
58,1,6,6,4,4,1,151143
99,1,37,1,1,1,1,113021
93,1,17,1,1,1,1,151142
80,1,31,1,1,1,1,151122
85,3,24,1,2,2,1,15113X
88,3,48,2,1,1,1,151142
65,1,13,1,1,1,1,15113X
58,1,6,6,1,1,1,15113X
81,1,9,1,1,1,2,151150
101,1,13,1,1,1,1,151142
74,1,6,1,1,1,1,151150
98,1,42,1,1,1,1,151199
67,1,24,2,1,1,2,151131
192,1,47,1,1,1,1,151150
258,1,8,2,1,1,1,151150
88,1,36,1,1,1,1,151131
72,1,39,1,1,1,2,151121
230,1,48,1,1,1,1,151199
91,1,13,1,1,1,1,151131
62,1,21,1,1,1,1,151131
74,1,25,6,4,5,1,15113X
60,1,25,6,4,4,1,15113X
55,1,33,6,4,4,2,15113X
86,1,10,1,1,1,1,151150
21,1,19,1,1,1,1,15113X
36,1,39,6,4,5,1,151121
93,3,11,1,1,1,1,151122
16,1,26,1,1,1,1,151142
98,1,53,7,1,1,1,151150
190,1,53,1,5,5,1,15113X
316,1,56,1,1,1,1,172061
135,1,26,1,1,1,1,151150
74,1,6,6,4,4,1,172061
30,1,42,1,1,1,2,151199
130,1,26,1,1,1,2,113021
98,1,53,1,1,1,1,15113X
65,1,6,1,1,1,1,15113X
65,1,6,1,1,1,1,15113X
21,1,8,1,1,1,1,151199
88,1,53,1,1,1,1,15113X
38,1,25,1,1,1,2,15113X
137,1,45,2,1,1,2,151150
69,1,34,1,1,1,2,151121
99,1,39,1,1,1,1,15113X
63,1,6,1,1,1,1,151141
96,1,36,1,1,1,1,15113X
206,1,51,2,1,1,1,151121
69,1,9,1,1,1,1,151150
57,1,36,9,4,4,1,151141
65,1,36,9,4,4,2,151121
18,1,55,1,1,1,2,151141
75,1,49,1,1,1,1,151131
95,1,13,2,6,5,1,151199
79,1,51,6,4,4,1,151121
103,1,51,6,4,4,2,151121
104,1,9,1,5,4,1,151131
112,1,5,1,1,1,1,151122
43,2,48,8,1,1,1,151142
221,1,27,1,1,1,1,15113X
70,1,6,1,4,4,1,151199
53,1,12,1,1,1,1,151150
228,1,25,1,1,1,1,172061
77,1,39,1,1,1,1,151131
66,1,12,1,1,1,2,151121
153,1,47,2,1,1,1,151131
103,1,51,1,4,3,2,113021
92,1,6,6,4,5,1,15113X
63,1,18,1,1,1,1,151199
97,1,48,1,1,1,1,15113X
89,1,53,1,1,1,1,15113X
44,1,36,6,4,5,1,151150
105,1,6,6,4,4,1,151131
68,1,6,1,1,1,1,151150
190,1,12,1,1,1,1,151150
111,1,48,6,4,5,2,15113X
158,1,48,6,4,5,2,151199
73,1,39,1,6,4,2,151121
98,1,9,1,1,1,2,15113X
70,1,18,1,1,1,1,151131
113,4,12,1,3,5,2,151131
71,1,6,6,4,5,1,151199
70,1,34,1,1,1,1,15113X
107,1,26,1,1,1,1,113021
71,1,41,1,1,1,2,113021
73,1,4,1,1,1,1,151131
101,1,18,1,1,1,1,151131
172,1,12,6,1,1,1,151150
76,1,24,6,4,4,1,15113X
88,1,18,1,1,1,1,113021
22,1,39,1,1,1,1,151121
60,1,37,1,1,1,1,15113X
230,24,35,1,1,1,1,15113X
50,1,45,1,1,1,1,15113X
55,1,36,1,1,1,1,151199
313,1,42,1,1,1,2,151134
106,1,17,1,1,1,1,151150
100,1,32,6,4,5,1,15113X
95,1,32,6,4,5,2,151121
107,2,27,1,1,1,1,113021
62,1,8,1,1,1,1,15113X
60,2,17,8,3,5,1,151131
81,1,6,6,1,1,2,151131
60,1,6,6,4,4,1,151131
48,1,13,1,1,1,1,113021
90,1,51,1,1,1,1,113021
283,1,4,1,1,1,1,151131
171,1,42,6,4,5,2,151199
229,1,36,6,4,5,1,151199
80,1,36,1,1,1,1,113021
21,1,6,6,1,1,2,113021
62,3,12,8,2,2,2,151150
92,1,53,1,1,1,1,15113X
61,1,25,1,1,1,1,113021
71,1,27,1,1,1,2,151150
64,1,6,1,5,5,1,15113X
77,1,48,2,1,1,2,151131
122,1,6,1,1,1,1,151199
92,1,25,1,1,1,1,113021
273,1,37,1,1,1,1,151150
89,1,39,2,1,1,1,151150
127,1,34,1,1,1,1,151142
243,1,48,1,1,1,1,151199
251,1,42,2,3,4,2,151150
71,1,35,1,1,1,1,151199
63,1,13,2,1,1,1,151121
229,1,48,6,4,4,1,15113X
232,1,39,1,1,1,1,151121
76,1,6,1,1,1,1,15113X
65,1,34,1,5,4,1,151131
96,1,6,9,4,3,2,15113X
184,1,36,1,5,5,1,151199
67,1,36,1,1,1,1,151142
71,1,36,1,1,1,2,151142
58,1,33,1,3,3,1,15113X
116,1,47,6,4,5,1,151121
46,1,48,1,1,1,1,151199
67,1,6,6,4,4,1,113021
86,1,48,1,1,1,1,15113X
88,1,51,1,1,1,1,151199
73,1,53,6,4,4,1,15113X
261,1,22,1,1,1,1,151150
91,1,47,1,1,1,1,151150
109,1,29,1,1,1,1,151199
92,1,18,1,1,1,1,151134
89,1,25,6,4,5,1,15113X
39,23,15,1,1,1,1,151199
95,1,26,1,1,1,1,151150
63,1,39,1,1,1,2,15113X
151,1,28,1,1,1,2,15113X
51,1,12,1,1,1,1,15113X
46,1,24,6,4,5,1,151131
78,1,8,1,1,1,2,151134
81,1,6,6,6,4,1,151131
91,1,8,1,1,1,1,151143
92,1,36,1,1,1,2,151199
61,1,8,1,1,1,1,151134
40,1,53,1,1,1,1,15113X
31,1,53,1,1,1,1,15113X
30,1,53,1,1,1,1,15113X
181,1,4,1,1,1,2,113021
103,1,18,1,1,1,1,151150
26,1,1,1,1,1,2,151121
135,1,18,1,1,1,1,15113X
82,1,37,1,1,1,1,151142
78,1,4,1,1,1,1,113021
76,1,37,1,1,1,1,151131
108,1,34,1,5,4,1,15113X
94,1,6,6,4,5,1,151199
75,1,4,1,1,1,1,151141
314,1,13,8,3,5,1,172061
62,1,17,1,1,1,1,151142
84,1,37,1,1,1,1,113021
77,1,34,1,1,1,1,113021
307,1,51,1,1,1,1,151150
78,1,37,1,1,1,1,15113X
46,1,26,1,1,1,1,151141
32,1,17,1,1,1,2,113021
110,1,47,1,1,1,1,151131
69,1,6,6,4,4,1,151131
53,1,48,1,1,1,1,15113X
63,1,6,6,4,5,2,113021
67,1,6,6,4,5,1,113021
111,1,29,1,1,1,1,15113X
18,1,22,1,1,1,1,151131
90,1,48,1,1,1,1,15113X
96,1,13,1,1,1,2,15113X
80,1,4,1,1,1,2,151121
