PWGTP,HISP,POWSP,RAC1P,WAOB,CIT,SEX,SOCP
102,1,36,1,1,1,1,15113X
109,1,8,1,1,1,1,151111
14,1,17,1,1,1,1,151150
80,1,29,1,1,1,1,15113X
115,1,48,1,1,1,1,151199
118,1,17,1,1,1,1,113021
134,1,8,1,1,1,1,151142
125,1,35,1,1,1,1,15113X
89,1,32,6,4,4,1,151111
75,1,1,1,1,1,1,15113X
82,1,48,1,1,1,1,151150
100,4,12,1,1,1,1,151131
30,1,19,1,1,1,1,151142
115,1,42,1,5,4,1,15113X
103,1,17,1,1,1,2,113021
231,1,48,1,1,1,1,15113X
97,1,6,1,1,1,2,151141
110,1,6,1,1,1,1,151199
80,1,48,1,1,1,1,151121
98,1,48,1,1,1,2,151134
102,1,39,1,1,1,2,15113X
83,1,6,6,5,5,1,113021
214,1,56,1,1,1,1,151142
97,1,48,1,1,1,1,151131
88,1,54,1,1,1,1,151141
127,1,24,1,1,1,1,15113X
110,1,27,1,1,1,1,151142
23,1,48,1,1,1,2,151142
230,1,9,2,3,5,1,151150
101,1,47,1,1,1,2,15113X
72,1,13,1,1,1,1,151131
85,1,6,1,5,5,1,151150
229,1,48,6,4,4,1,151150
234,1,4,1,1,1,2,151122
54,1,12,1,1,1,1,151131
68,1,6,1,1,1,2,15113X
68,4,41,1,1,1,1,151121
64,1,25,6,1,1,1,151131
19,1,34,1,1,1,1,113021
96,1,51,2,1,1,1,15113X
88,1,51,2,1,1,2,113021
86,1,22,1,1,1,2,151141
69,1,22,1,1,1,1,151150
131,1,54,1,1,1,1,15113X
84,1,51,1,1,1,1,151131
143,5,36,8,1,1,1,151199
88,1,8,1,1,1,1,151199
90,1,37,1,1,1,1,15113X
117,1,11,1,1,1,1,151122
280,1,29,1,1,1,1,151131
95,1,39,1,5,5,1,151199
111,1,37,2,1,1,2,151121
60,1,51,1,1,1,1,113021
37,1,49,1,1,1,1,151199
58,1,25,1,1,1,1,151134
53,1,39,1,1,1,1,113021
180,1,46,1,1,1,2,151150
117,1,21,1,5,4,1,15113X
127,1,53,1,1,1,1,15113X
82,1,6,1,1,1,1,151142
68,1,15,1,1,1,1,151199
99,17,34,9,3,5,1,151150
89,1,6,1,1,1,1,15113X
75,1,48,1,1,1,1,151150
83,1,9,1,1,1,2,151141
54,1,17,1,1,1,1,151150
71,1,25,1,1,1,1,15113X
87,1,51,6,4,5,1,15113X
184,4,6,1,3,4,1,15113X
88,1,6,1,1,1,1,151122
116,1,36,1,1,1,2,151121
84,1,26,1,1,1,1,151134
91,1,24,1,1,1,2,151121
156,8,34,1,3,4,1,15113X
121,1,27,1,1,1,2,151199
90,1,6,1,1,1,1,113021
148,1,48,1,1,1,2,15113X
266,1,18,1,1,1,1,151141
443,1,18,1,1,1,2,151131
26,1,46,1,1,1,2,151121
242,1,4,1,1,1,2,151121
57,1,34,6,4,4,2,15113X
110,1,17,6,1,1,2,151121
101,1,19,1,1,1,2,151150
94,1,25,1,1,1,1,113021
120,1,48,1,5,3,1,15113X
109,1,17,1,1,1,1,151121
78,1,6,1,5,3,2,15113X
59,1,45,1,1,1,1,15113X
236,2,6,1,1,1,2,151134
68,1,6,1,1,1,1,151150
66,2,48,1,1,1,2,151131
82,1,6,1,1,1,2,151131
129,1,34,6,4,5,1,151121
85,1,24,1,1,1,1,151134
122,1,6,6,1,1,1,151150
62,1,24,1,1,1,1,15113X
124,1,36,1,1,1,2,15113X
102,1,1,1,1,1,1,151131
114,1,5,1,1,1,1,15113X
68,1,4,1,1,1,1,151131
91,1,18,6,4,5,2,151150
77,1,37,1,1,1,1,15113X
93,1,36,2,3,4,1,151150
86,2,48,1,1,1,1,151131
103,2,48,1,1,1,2,151131
51,1,12,1,5,3,1,151131
311,4,12,1,3,5,2,151131
67,4,12,1,3,4,1,15113X
252,1,42,1,1,1,1,151143
108,1,20,1,1,1,2,151122
64,1,55,1,1,1,1,151150
69,1,48,1,1,1,1,151121
10,1,13,1,1,1,1,151150
99,1,17,1,1,1,1,151150
104,1,17,1,1,1,1,15113X
82,1,19,1,1,1,1,151150
95,1,6,1,1,1,1,15113X
81,1,6,1,5,5,1,15113X
128,1,6,1,5,5,1,15113X
171,1,48,2,1,1,1,151150
91,1,49,1,1,1,1,15113X
253,1,12,1,1,1,1,151150
80,1,4,1,1,1,2,151142
65,1,36,2,1,1,1,151199
94,1,39,1,1,1,1,15113X
124,16,51,1,3,5,2,151121
127,1,6,6,4,4,2,151121
144,1,27,1,1,1,1,151150
50,1,6,6,4,4,1,15113X
91,1,6,1,1,1,1,151142
71,1,25,1,1,1,2,113021
142,2,4,1,1,1,1,151121
36,1,31,1,1,1,1,113021
137,1,27,1,1,1,2,15113X
213,1,13,2,1,1,2,151121
67,1,17,1,1,1,1,151141
37,1,48,1,1,1,2,151199
117,1,48,1,1,1,2,151131
73,1,37,2,1,1,2,113021
140,1,10,6,4,4,1,151121
91,1,6,1,1,1,1,15113X
334,1,17,1,1,1,2,151121
80,2,48,1,1,1,1,151150
81,1,11,6,4,5,1,151150
96,1,25,1,1,1,1,113021
91,1,6,6,4,5,1,151131
128,1,36,1,1,1,2,151199
284,1,42,1,1,1,2,113021
58,1,48,1,1,1,1,113021
272,1,6,6,1,1,1,151134
63,1,17,1,1,1,1,113021
14,1,27,1,1,1,2,151199
85,1,36,1,5,4,1,113021
88,1,37,1,1,1,2,151141
107,1,39,1,1,1,1,15113X
62,1,9,2,1,1,1,151199
91,1,17,6,4,4,2,151131
55,1,37,2,1,1,1,151131
100,1,36,1,1,1,1,151143
128,1,42,1,1,1,1,151121
78,1,1,1,1,1,1,15113X
115,1,55,1,1,1,2,113021
123,1,48,1,1,1,2,151150
79,1,36,1,1,1,1,151131
70,1,12,1,3,5,1,151199
86,1,6,1,1,1,1,151141
98,1,48,6,4,4,1,15113X
65,1,36,2,1,1,1,151143
58,1,6,1,1,1,1,151121
93,1,34,1,4,4,1,172061
64,1,13,1,5,3,1,151131
117,1,39,1,1,1,1,151142
127,1,39,1,1,1,1,151150
226,1,36,1,1,1,1,151131
198,1,6,6,4,5,1,151142
150,1,27,1,1,1,1,151131
211,1,36,1,1,1,1,151150
138,1,53,1,1,1,1,151134
68,4,12,1,1,1,1,151150
62,1,12,1,1,1,1,151199
65,1,41,1,1,1,1,151150
66,1,41,1,1,1,1,151121
59,2,6,1,1,1,2,151141
254,1,27,6,4,5,1,151199
56,1,1,1,1,1,1,151111
77,1,51,6,4,4,1,15113X
12,1,13,1,1,1,1,151199
115,2,8,6,4,4,2,151199
48,1,42,1,1,1,1,151150
69,1,24,1,1,1,1,113021
20,1,33,1,1,1,1,15113X
81,1,36,1,1,1,2,151134
45,1,24,5,1,1,1,15113X
87,1,34,6,4,4,1,151131
87,1,36,6,4,4,2,113021
107,1,25,1,1,1,1,151131
69,1,13,2,1,1,2,151121
76,1,49,1,1,1,1,113021
53,1,51,2,1,1,1,151199
134,1,17,1,1,1,1,151142
70,1,9,1,1,1,1,151131
89,1,53,1,7,4,1,15113X
70,2,48,9,1,1,1,151142
106,1,48,1,1,1,2,151134
85,1,6,1,1,1,1,151150
75,1,12,1,1,1,1,15113X
114,1,25,1,1,1,1,151121
116,1,8,1,1,1,1,15113X
96,1,48,1,1,1,1,15113X
68,1,48,1,1,1,1,113021
94,1,48,1,1,1,1,151150
91,1,23,1,1,1,1,151141
74,1,13,2,1,1,1,151150
83,1,13,1,5,3,1,151134
50,1,13,1,1,1,1,151142
96,1,22,1,5,3,1,151150
70,1,36,1,1,1,1,151199
129,1,29,1,1,1,1,151121
70,1,36,1,1,1,1,151143
204,1,6,1,5,4,1,151142
399,1,40,1,1,1,1,151122
92,1,53,1,1,1,2,151131
78,1,51,6,4,4,2,15113X
90,1,17,1,1,1,1,151131
60,1,51,1,1,1,1,151199
88,1,34,6,4,5,1,15113X
92,1,29,1,1,1,1,151122
113,1,6,1,1,1,1,15113X
270,2,6,8,3,5,1,15113X
277,1,4,1,1,1,2,151121
162,1,19,1,1,1,2,151150
108,1,51,1,1,1,1,151121
58,1,50,1,1,1,2,151142
55,1,51,1,7,3,2,151122
218,2,4,1,1,1,1,113021
93,1,6,1,1,1,1,113021
81,1,16,1,1,1,2,151141
153,1,36,1,1,1,2,15113X
107,1,51,1,1,1,2,151121
78,1,48,6,4,4,1,151121
92,1,25,6,4,4,1,15113X
99,1,1,1,1,1,1,15113X
96,1,26,1,1,1,2,151121
236,1,6,1,1,1,1,15113X
27,1,42,1,5,3,2,15113X
83,1,48,1,1,1,2,151199
106,1,6,1,1,1,1,151131
54,1,13,1,1,1,1,113021
236,1,6,1,1,1,2,151199
73,1,24,2,1,1,2,15113X
117,1,37,1,1,1,1,151199
208,1,5,6,4,5,1,113021
88,1,51,1,1,1,1,151121
222,1,36,1,1,1,1,113021
76,1,17,1,1,1,1,151131
68,1,36,1,5,4,2,151199
74,1,48,1,1,1,1,151122
80,1,53,1,1,1,1,151143
75,1,17,1,1,1,2,151150
84,1,13,1,1,1,2,151121
79,1,13,1,1,1,1,151111
72,1,39,1,1,1,1,15113X
73,1,17,1,1,1,1,15113X
78,1,12,1,1,1,2,151131
93,1,34,1,6,4,1,151150
59,1,32,1,1,1,2,151131
181,1,17,6,4,4,1,151121
66,1,6,6,4,5,1,15113X
241,1,11,1,1,1,2,15113X
110,1,36,1,1,1,1,15113X
120,1,37,1,1,1,2,151121
71,1,12,1,3,3,2,151121
70,1,47,6,4,5,2,15113X
254,1,6,6,4,4,1,15113X
285,1,6,6,4,4,2,15113X
70,2,4,1,3,5,1,151141
326,5,12,8,3,4,1,151134
129,1,55,1,1,1,1,151150
86,3,9,1,1,1,1,151150
84,1,4,1,1,1,1,151141
176,1,12,1,1,1,1,151131
64,1,24,1,1,1,2,113021
93,1,24,1,1,1,1,15113X
102,1,48,1,1,1,1,151121
67,1,32,1,1,1,1,151121
85,1,36,1,1,1,1,15113X
125,1,39,6,4,4,1,113021
87,1,36,6,4,4,2,151121
56,1,24,1,1,1,1,151121
128,1,48,2,6,5,1,15113X
59,16,6,1,3,4,1,15113X
79,1,39,1,1,1,1,151134
63,1,21,1,1,1,1,113021
248,1,6,6,4,4,1,15113X
270,1,6,6,4,4,2,151121
128,1,34,1,1,1,2,113021
94,1,36,1,1,1,1,151199
69,1,26,1,6,5,1,113021
57,1,45,1,1,1,1,151134
294,1,48,2,1,1,1,151121
100,1,6,2,1,1,2,151121
154,1,55,1,1,1,2,15113X
129,1,15,6,4,4,1,151121
116,1,17,1,1,1,2,151121
85,1,48,1,1,1,1,151142
104,1,48,1,1,1,2,113021
51,1,6,6,4,5,1,15113X
24,3,34,8,1,1,1,15113X
94,1,12,1,5,5,1,151150
43,1,8,1,1,1,1,113021
210,1,39,2,1,1,1,151150
72,1,6,1,1,1,1,113021
149,1,19,1,1,1,1,151131
59,1,4,1,5,5,1,113021
321,1,13,2,1,1,1,113021
64,1,6,6,4,4,1,151150
68,1,5,1,1,1,1,151143
126,1,31,1,1,1,1,113021
59,1,24,1,1,1,1,151121
96,1,13,2,1,1,1,151150
58,1,6,1,7,5,1,151150
67,1,36,6,4,4,1,151131
62,1,17,1,1,1,1,113021
63,1,29,1,1,1,2,151141
77,1,12,1,1,1,1,113021
103,1,50,1,1,1,2,151134
69,1,49,1,1,1,1,151134
89,1,6,6,4,4,1,151131
146,1,31,1,1,1,1,151141
107,1,42,1,1,1,1,151199
28,1,55,1,1,1,2,151199
74,1,12,1,1,1,2,113021
74,1,6,6,4,5,1,15113X
88,1,51,2,1,1,2,15113X
161,1,13,1,1,1,1,151131
72,1,47,1,1,1,1,15113X
90,1,29,1,1,1,1,113021
30,1,26,1,1,1,1,151131
74,1,12,9,1,1,2,151121
97,1,49,1,1,1,1,15113X
65,1,6,1,1,1,2,151134
56,1,41,1,5,3,1,15113X
76,1,6,1,1,1,1,151131
53,1,6,6,4,5,1,15113X
68,1,36,1,1,1,2,151150
95,1,6,1,1,1,1,151142
71,1,39,1,1,1,1,15113X
76,1,13,1,1,1,2,151121
83,1,1,1,1,1,1,151131
10,1,13,1,1,1,1,151142
50,1,34,1,1,1,1,113021
62,1,37,1,1,1,1,151150
54,1,24,1,1,1,1,151150
129,1,17,1,1,1,1,151199
55,1,37,1,1,1,2,151122
91,1,37,6,4,5,1,151121
328,1,9,2,3,4,1,151150
64,1,42,1,1,1,1,151131
49,1,53,6,1,1,1,15113X
68,1,53,1,1,1,1,15113X
87,1,48,1,1,1,1,15113X
54,1,12,1,5,4,1,151150
112,1,24,2,1,1,2,15113X
68,1,40,1,1,1,1,113021
52,1,37,1,1,1,2,151142
247,1,37,1,1,1,1,151141
105,1,18,1,1,1,1,113021
338,1,4,6,4,4,2,15113X
91,1,6,1,1,1,1,151134
116,1,48,1,1,1,1,151150
113,1,48,1,1,1,1,151199
78,1,51,1,1,1,2,151134
102,1,39,1,1,1,1,151142
57,1,45,1,1,1,2,151150
79,1,49,1,1,1,1,151150
239,1,17,1,1,1,2,151121
74,21,12,1,3,4,1,151143
85,1,13,1,4,4,1,172061
96,8,36,8,3,4,2,151122
85,1,48,1,1,1,1,15113X
323,1,13,6,4,4,1,151143
312,1,4,3,1,1,2,151150
64,1,6,1,1,1,2,151121
88,1,47,1,1,1,1,113021
87,1,36,6,4,4,1,151143
80,1,48,1,1,1,1,151199
90,1,39,1,1,1,1,151121
542,1,27,6,4,4,1,15113X
85,1,25,1,1,1,1,151150
105,1,11,2,1,1,1,151199
57,1,34,6,4,5,1,151121
118,1,5,1,1,1,2,113021
172,17,36,8,3,4,1,172061
98,1,6,1,1,1,1,113021
125,1,42,6,4,5,1,15113X
52,2,6,1,1,1,1,151141
84,1,53,1,1,1,1,151199
73,1,34,1,1,1,1,151131
103,1,6,1,1,1,1,151199
336,1,39,1,1,1,1,151143
87,2,6,1,1,1,1,151141
102,1,39,1,1,1,1,15113X
119,1,30,1,1,1,1,151199
120,1,20,1,1,1,1,113021
75,1,4,1,5,5,1,151131
105,1,25,1,1,1,1,151141
69,1,48,1,1,1,1,151131
171,1,34,1,1,1,1,151131
269,1,42,1,1,1,2,151131
101,1,17,6,4,4,1,151199
88,1,48,6,4,4,1,15113X
243,1,48,1,1,1,1,113021
76,1,25,1,1,1,1,151150
91,1,39,1,1,1,1,151111
63,1,6,6,4,4,1,151131
113,1,12,1,1,1,1,15113X
60,2,48,8,3,4,1,151131
53,1,47,6,4,5,2,15113X
39,1,1,1,1,1,1,151150
68,1,6,1,1,1,1,151150
54,1,4,1,1,1,1,151199
92,1,54,6,4,4,1,15113X
100,1,36,1,1,1,1,151199
298,1,8,1,1,1,1,151142
31,1,47,9,1,1,2,151131
66,1,37,1,1,1,1,151121
69,4,11,1,1,1,2,151121
63,1,11,1,5,4,1,172061
108,2,48,1,1,1,1,15113X
82,1,45,1,1,1,1,113021
121,1,25,1,1,1,2,113021
240,1,29,2,1,1,2,113021
78,1,6,1,5,4,1,151131
165,1,11,2,1,1,2,113021
81,1,4,1,1,1,2,151142
234,1,4,1,1,1,2,15113X
122,1,1,1,1,1,2,151199
77,2,6,1,1,1,1,151150
111,1,40,1,1,1,1,15113X
86,1,28,1,1,1,1,113021
50,1,28,1,1,1,2,151150
61,1,53,1,1,1,1,151199
84,1,36,1,1,1,1,113021
129,1,42,1,1,1,1,151150
78,1,53,6,4,5,2,15113X
66,1,53,6,4,5,1,15113X
72,1,8,1,1,1,1,151150
98,1,6,1,1,1,1,15113X
39,1,25,1,1,1,1,151150
28,20,34,8,1,1,1,151121
179,4,12,1,3,5,1,151134
26,2,48,8,1,1,1,15113X
97,1,11,2,1,1,1,15113X
88,1,13,2,1,1,1,151150
84,1,6,9,1,1,1,15113X
190,2,48,1,3,4,1,151131
73,1,6,6,4,4,1,151199
92,1,6,1,1,1,1,15113X
63,1,6,1,1,1,1,15113X
58,1,34,1,1,1,1,113021
76,1,17,1,1,1,1,151131
82,1,12,1,1,1,1,113021
90,1,25,1,1,1,1,151150
100,1,36,6,4,5,1,15113X
105,1,9,1,1,1,1,151150
121,1,1,1,1,1,1,15113X
49,1,23,1,1,1,2,151121
32,1,33,1,1,1,1,151199
117,1,9,1,1,1,1,151150
160,1,6,1,1,1,1,151143
58,1,53,1,1,1,1,151131
92,1,39,1,1,1,1,151131
102,1,6,1,1,1,1,15113X
135,1,42,1,1,1,1,15113X
171,1,11,1,1,1,1,151141
12,1,1,1,1,1,1,151142
102,1,51,1,1,1,2,15113X
76,1,48,1,1,1,2,151150
70,1,6,1,1,1,1,151131
65,1,18,1,1,1,1,113021
60,1,6,1,1,1,2,151142
92,1,6,6,4,4,1,151131
214,1,23,6,4,4,2,151131
91,1,20,1,1,1,2,151150
70,1,11,2,1,1,2,15113X
58,1,48,2,1,1,2,151150
250,1,48,1,1,1,1,151131
93,1,9,1,1,1,1,151121
70,1,26,1,1,1,1,151134
57,1,37,1,1,1,2,151121
71,1,5,2,1,1,1,151150
69,1,6,9,1,1,1,151131
49,1,42,1,1,1,1,151150
61,1,39,1,1,1,1,151121
87,1,51,1,1,1,1,151142
75,23,47,1,1,1,1,151121
106,1,34,1,5,4,1,15113X
99,1,36,1,1,1,1,15113X
53,1,25,1,5,4,1,151121
80,1,11,1,1,1,2,151121
62,21,12,1,3,4,1,151134
96,1,6,2,6,4,1,151121
64,1,48,1,1,1,1,15113X
55,1,36,1,1,1,1,15113X
57,1,6,6,4,5,1,151111
66,1,6,1,1,1,1,151131
103,1,8,1,1,1,1,151150
104,1,8,1,1,1,2,151134
67,1,6,1,1,1,2,113021
96,1,39,1,1,1,2,151131
83,1,13,8,4,4,1,15113X
53,1,13,1,1,1,2,113021
88,1,34,1,1,1,1,151199
119,1,10,1,1,1,2,151142
69,1,45,1,1,1,2,113021
234,1,20,1,1,1,1,15113X
91,1,6,1,1,1,2,151121
95,1,39,1,1,1,1,151143
41,1,12,1,1,1,1,151134
88,1,48,1,1,1,1,151131
50,1,51,1,1,1,1,15113X
39,1,51,1,1,1,2,151142
17,1,21,1,1,1,1,151199
22,1,18,1,1,1,2,151150
144,1,51,1,1,1,2,151150
65,1,4,1,1,1,1,151199
136,1,6,1,1,1,1,151134
85,1,25,1,1,1,1,151131
75,1,6,1,1,1,1,113021
83,1,21,1,1,1,1,151150
89,1,53,1,1,1,1,15113X
66,1,11,1,1,1,2,113021
246,3,6,9,1,1,1,151150
85,1,36,1,1,1,1,151131
51,1,34,6,4,4,2,15113X
56,23,17,1,1,1,1,15113X
65,1,8,1,1,1,1,113021
58,1,41,1,1,1,2,151142
89,1,12,1,1,1,2,151131
84,1,12,2,3,4,1,15113X
347,1,12,1,1,1,1,151150
71,1,6,6,4,5,1,15113X
58,1,36,2,3,4,1,151143
104,1,48,1,1,1,2,151142
78,1,17,6,4,4,1,15113X
183,1,27,1,1,1,1,113021
68,1,48,1,1,1,1,151131
75,1,20,1,1,1,2,113021
88,1,6,1,1,1,2,151121
23,1,10,1,5,3,1,113021
79,1,6,6,1,1,1,113021
103,1,6,6,4,4,1,151122
65,1,39,1,1,1,1,151142
102,1,40,1,1,1,1,151142
208,1,48,1,1,1,1,151150
140,1,29,1,1,1,1,151199
88,1,11,2,6,5,2,151142
116,1,18,1,1,1,1,15113X
64,1,12,1,1,1,1,151142
112,1,42,6,4,5,1,151131
65,1,6,1,1,1,1,15113X
96,2,48,8,1,1,1,151150
111,1,17,1,1,1,1,151131
99,1,47,1,1,1,1,15113X
48,1,6,6,4,4,1,151134
61,1,12,1,5,5,2,151131
60,1,17,2,1,1,1,151111
107,1,10,1,1,1,1,15113X
67,1,6,6,4,3,2,151121
153,1,21,1,1,1,2,151199
64,1,36,1,1,1,1,113021
70,2,6,1,3,5,1,15113X
64,1,9,1,1,1,2,151121
72,1,25,1,1,1,2,113021
115,1,25,1,1,1,1,151142
78,1,34,1,1,1,2,151199
296,1,36,1,1,1,1,15113X
83,1,20,1,1,1,2,15113X
223,1,48,3,3,3,1,151131
65,1,51,6,4,4,1,15113X
97,1,1,1,1,1,1,15113X
188,1,48,1,1,1,1,151134
127,1,26,6,4,5,1,151121
145,1,26,6,4,5,2,151141
40,1,27,1,1,1,1,151150
24,1,42,1,1,1,2,113021
81,1,29,1,1,1,1,151131
125,1,15,6,4,4,1,151134
65,1,48,1,1,1,1,113021
98,1,6,1,1,1,2,151131
123,1,12,1,1,1,1,15113X
80,1,54,1,1,1,1,151150
67,1,36,8,4,4,1,15113X
74,1,12,1,1,1,1,15113X
233,1,6,6,4,5,1,151131
83,1,29,1,1,1,1,151199
69,1,8,6,4,5,1,15113X
120,1,27,1,1,1,1,151150
100,1,36,1,1,1,1,151150
79,1,36,6,4,4,1,151141
79,3,17,1,7,3,1,15113X
66,1,36,2,1,1,1,151199
80,1,17,1,1,1,1,15113X
99,1,27,6,4,5,1,15113X
26,1,17,1,1,1,2,151131
60,1,51,1,1,1,1,15113X
87,1,48,1,1,1,2,113021
78,1,36,6,4,4,1,151122
42,1,34,6,4,4,2,113021
66,1,6,1,1,1,1,15113X
272,1,8,1,1,1,1,113021
132,1,36,2,1,1,1,151150
72,1,6,1,1,1,1,15113X
136,1,22,6,1,1,1,151199
73,1,17,2,1,1,2,151199
70,4,34,1,3,4,2,151121
78,1,53,1,1,1,1,15113X
48,1,11,1,1,1,1,15113X
41,1,51,1,1,1,2,15113X
94,1,48,1,1,1,1,151143
108,1,36,2,6,5,1,15113X
115,1,8,1,1,1,2,151121
107,1,1,1,1,1,1,151199
142,1,26,1,1,1,1,15113X
136,1,53,1,1,1,2,151150
68,1,53,1,1,1,2,151150
79,1,12,1,1,1,2,15113X
236,1,17,1,1,1,1,151150
51,1,12,1,1,1,2,151141
79,1,24,1,1,1,1,151150
255,1,13,6,4,4,1,151199
75,1,13,2,6,4,1,151131
193,1,48,2,1,1,1,151150
124,1,36,1,1,1,1,151121
82,1,4,1,1,1,1,172061
80,1,17,1,1,1,1,113021
65,1,12,1,1,1,1,151131
58,1,4,1,1,1,1,151141
33,1,27,1,1,1,1,151121
48,1,2,1,1,1,1,172061
104,1,42,1,1,1,2,151150
67,1,49,1,1,1,1,151150
80,1,51,1,1,1,1,113021
100,1,42,6,4,5,1,15113X
121,1,42,6,4,5,2,15113X
18,1,5,6,4,5,1,151121
75,1,6,6,4,5,1,151121
118,1,51,1,1,1,1,151150
182,1,36,6,4,5,1,151131
35,1,13,2,1,1,2,151121
132,1,42,1,1,1,1,113021
153,1,36,6,4,5,1,151121
136,1,36,6,4,5,1,15113X
85,1,37,1,1,1,1,113021
76,1,10,1,1,1,1,15113X
40,1,50,1,1,1,1,151199
58,1,36,6,4,5,1,151142
69,1,53,1,1,1,1,151134
175,1,4,1,1,1,1,15113X
67,1,36,1,1,1,1,113021
135,1,24,2,6,4,2,151150
51,1,12,1,1,1,1,151199
85,1,37,1,1,1,1,113021
86,1,4,1,1,1,1,172061
65,1,47,1,1,1,2,113021
93,1,41,1,1,1,2,151121
119,1,19,1,1,1,1,151142
62,1,10,1,1,1,2,151142
65,1,6,1,1,1,1,113021
98,1,51,1,1,1,1,113021
74,1,39,1,1,1,2,113021
107,1,42,1,1,1,2,151134
153,1,51,1,8,3,2,151121
117,1,17,1,1,1,2,151131
183,1,39,1,7,5,1,151131
52,1,48,1,1,1,1,151121
64,1,25,1,1,1,1,15113X
127,1,6,6,4,4,1,151150
61,1,6,1,1,1,1,151150
86,1,48,1,1,1,2,15113X
65,1,18,1,1,1,1,151150
69,1,51,1,1,1,2,151131
86,1,51,1,1,1,2,113021
80,1,11,1,1,1,1,151199
77,1,26,1,1,1,1,151121
120,1,27,1,1,1,1,151199
136,1,6,1,4,5,1,15113X
19,1,53,1,1,1,1,15113X
128,1,39,1,1,1,1,15113X
71,1,9,1,1,1,1,113021
70,1,8,1,1,1,1,151121
207,1,4,1,1,1,1,15113X
33,1,36,1,1,1,2,151111
82,1,9,1,5,5,1,113021
59,1,6,6,4,5,1,151121
149,1,5,1,1,1,1,15113X
94,1,24,6,4,4,1,15113X
103,1,51,6,4,4,2,15113X
103,1,25,1,1,1,2,151111
100,1,26,1,1,1,1,151199
81,1,39,1,1,1,1,113021
106,1,37,6,4,4,1,113021
102,1,37,6,4,4,2,15113X
68,1,36,1,1,1,1,151150
68,1,39,1,1,1,1,151143
69,2,6,1,1,1,2,151121
101,1,6,6,4,4,2,151141
89,1,11,2,1,1,1,113021
71,1,24,1,1,1,1,151122
88,1,48,1,1,1,1,151143
112,1,24,9,1,1,1,15113X
92,1,12,6,4,5,2,15113X
86,1,18,1,1,1,1,151199
73,1,51,1,1,1,1,151121
95,1,51,1,1,1,2,151142
77,1,6,6,4,5,1,151121
66,1,6,6,4,5,2,151121
123,1,40,1,1,1,1,113021
354,1,51,2,1,1,1,151150
414,1,51,2,1,1,2,113021
286,1,4,1,1,1,2,151121
68,1,25,1,1,1,1,15113X
61,1,25,1,1,1,2,15113X
218,2,6,1,1,1,2,151121
84,1,12,1,1,1,1,151131
155,1,6,1,1,1,1,15113X
46,1,25,1,1,1,1,15113X
75,1,11,2,1,1,1,151199
97,1,48,1,1,1,1,113021
56,1,36,1,1,1,1,151121
75,1,39,1,1,1,2,151150
128,1,36,6,4,4,2,151121
173,1,41,1,1,1,2,151121
113,1,12,1,1,1,1,151141
109,1,42,1,1,1,2,151142
397,1,12,1,1,1,1,15113X
85,1,48,1,1,1,1,151131
334,1,48,1,1,1,1,151150
87,1,6,1,1,1,2,15113X
458,1,9,6,4,5,2,151131
324,1,36,1,8,4,1,151131
69,1,16,1,1,1,1,15113X
17,1,9,1,1,1,1,151131
45,1,48,6,4,4,1,151131
76,1,53,6,5,3,1,15113X
73,1,42,1,1,1,1,15113X
96,1,24,1,1,1,1,151150
79,1,13,1,1,1,1,151121
76,1,6,6,4,5,1,15113X
60,1,25,1,1,1,1,151150
163,1,48,9,1,1,1,151131
97,1,8,1,1,1,1,113021
140,1,26,1,1,1,1,151131
75,1,48,1,1,1,1,151121
109,1,22,1,1,1,1,15113X
48,1,4,1,1,1,1,151150
119,1,42,6,4,4,1,151131
48,1,42,1,1,1,1,151150
88,1,53,1,5,4,1,151141
90,1,39,1,1,1,1,151131
48,1,24,1,1,1,2,151121
84,1,53,1,1,1,2,151131
254,1,6,7,8,4,1,151150
30,1,42,1,1,1,1,151131
60,1,6,1,1,1,1,113021
83,1,6,1,1,1,1,151150
64,1,55,1,1,1,2,151134
51,1,31,1,1,1,1,151121
67,1,13,2,1,1,2,151131
78,1,37,1,1,1,2,151199
73,1,39,1,1,1,1,151199
73,1,12,1,1,1,1,113021
56,1,24,1,1,1,1,15113X
79,1,24,6,4,5,1,151131
104,1,53,1,1,1,1,151131
59,1,13,1,1,1,1,151131
134,1,25,1,1,1,1,15113X
369,11,51,2,3,5,2,151150
99,1,24,1,1,1,1,15113X
114,1,17,1,1,1,1,151142
147,1,42,1,1,1,1,113021
89,1,48,1,1,1,2,15113X
83,1,48,1,1,1,1,15113X
155,1,19,1,1,1,1,15113X
38,1,48,1,1,1,1,15113X
77,1,37,1,1,1,1,113021
86,1,51,1,1,1,2,113021
73,1,32,1,1,1,1,151121
116,1,6,1,1,1,1,151150
82,2,48,1,3,4,2,113021
80,1,16,1,4,3,1,151199
70,1,6,1,1,1,1,151150
85,1,27,1,1,1,2,113021
101,1,34,6,4,5,1,15113X
127,1,34,6,4,5,1,15113X
94,1,41,1,1,1,2,151121
61,1,9,1,1,1,1,151142
118,1,13,2,1,1,1,151150
75,1,42,1,1,1,2,151142
90,1,11,9,5,4,2,151122
20,1,39,1,1,1,2,113021
63,2,48,1,1,1,1,151122
93,1,17,1,1,1,1,151134
65,1,48,1,1,1,1,15113X
69,1,6,1,1,1,1,151131
70,1,51,1,1,1,1,151131
71,1,21,1,1,1,1,113021
69,1,29,1,1,1,1,151199
215,1,11,1,1,1,2,113021
