"","PWGTP","SEX","RAC1P","POWSP","HISP","SOCP"
"24852","295","1","1","47","1","151150"
"24853","73","1","1","49","1","15113X"
"24854","78","2","1","39","1","151121"
"24855","144","1","1","53","1","15113X"
"24856","53","1","1","25","1","15113X"
"24857","59","2","1","25","1","151134"
"24858","83","2","6","9","1","151150"
"24859","89","1","6","13","1","15113X"
"24860","42","2","1","24","1","15113X"
"24861","74","2","1","17","1","151199"
"24862","211","1","1","48","1","151150"
"24863","253","1","1","48","1","15113X"
"24864","84","1","1","11","1","151122"
"24865","60","1","6","36","1","151150"
"24866","56","2","1","45","1","151150"
"24867","75","2","1","39","1","151131"
"24868","195","1","1","40","1","151142"
"24869","99","2","1","4","1","151121"
"24870","66","1","1","6","1","172070"
"24871","168","1","1","55","1","15113X"
"24872","61","2","1","11","1","151199"
"24873","69","1","1","51","1","151121"
"24874","79","1","1","18","1","151121"
"24875","136","1","2","39","1","15113X"
"24876","136","1","1","9","1","151142"
"24877","64","1","1","6","1","151131"
"24878","95","1","1","47","1","151150"
"24879","72","1","6","6","1","15113X"
"24880","76","2","6","6","1","15113X"
"24881","217","1","1","27","1","172070"
"24882","63","1","1","48","4","151150"
"24883","50","1","5","6","1","172070"
"24884","135","1","1","9","1","151121"
"24885","114","1","1","18","1","151150"
"24886","106","2","1","33","1","151150"
"24887","88","1","2","11","1","151199"
"24888","172","1","1","12","1","15113X"
"24889","129","1","1","6","1","151150"
"24890","128","1","6","6","1","15113X"
"24891","173","1","6","6","1","15113X"
"24892","91","1","6","21","1","151121"
"24893","72","1","1","39","1","15113X"
"24894","149","2","1","12","1","151142"
"24895","102","1","1","34","1","151121"
"24896","82","1","1","6","1","151150"
"24897","96","1","6","11","1","151199"
"24898","43","1","1","27","1","151134"
"24899","21","1","1","42","1","151121"
"24900","139","1","1","25","1","151150"
"24901","42","2","1","36","1","151199"
"24902","86","1","1","55","1","151199"
"24903","63","1","1","51","1","15113X"
"24904","86","1","1","37","1","151150"
"24905","187","1","2","48","1","151121"
"24906","103","1","6","6","1","15113X"
"24907","42","1","1","37","1","151131"
"24908","83","1","1","6","1","151131"
"24909","214","1","6","51","1","15113X"
"24910","147","1","1","9","1","172070"
"24911","22","2","1","31","1","151199"
"24912","87","1","1","4","1","151199"
"24913","52","1","1","48","1","151121"
"24914","66","1","1","15","1","151131"
"24915","130","1","1","29","1","151121"
"24916","39","1","1","17","1","15113X"
"24917","75","2","6","6","1","15113X"
"24918","38","2","9","15","1","151150"
"24919","117","1","1","42","1","151142"
"24920","346","1","1","16","1","151131"
"24921","192","2","1","36","1","151150"
"24922","70","1","1","48","1","151121"
"24923","120","1","1","50","1","151142"
"24924","73","1","1","6","1","15113X"
"24925","53","1","6","6","1","151150"
"24926","135","1","6","39","1","15113X"
"24927","146","1","6","42","1","15113X"
"24928","98","2","6","42","1","15113X"
"24929","124","2","8","6","2","151199"
"24930","158","1","6","6","1","151131"
"24931","75","1","1","18","1","172070"
"24932","60","1","6","36","1","151121"
"24933","84","1","6","48","1","15113X"
"24934","56","2","1","53","1","151121"
"24935","134","1","6","12","1","151121"
"24936","96","2","2","37","1","151134"
"24937","165","1","1","51","1","15113X"
"24938","70","1","6","13","1","15113X"
"24939","72","1","1","39","1","151131"
"24940","42","2","2","34","1","151131"
"24941","91","2","1","12","1","15113X"
"24942","72","2","1","18","1","151142"
"24943","114","2","2","37","1","151150"
"24944","204","2","1","4","1","151143"
"24945","74","1","6","6","1","151142"
"24946","115","1","1","18","1","172061"
"24947","269","2","1","6","2","151150"
"24948","50","1","6","36","1","151142"
"24949","116","1","1","48","1","151121"
"24950","40","1","6","12","1","151134"
"24951","47","2","1","42","1","151121"
"24952","94","1","1","12","1","151131"
"24953","181","1","1","46","1","151199"
"24954","78","2","1","24","1","151131"
"24955","116","2","1","53","1","151150"
"24956","86","1","1","4","1","15113X"
"24957","72","2","1","37","1","151199"
"24958","159","2","1","26","1","151142"
"24959","70","1","1","48","2","151150"
"24960","92","1","1","35","2","151141"
"24961","74","1","1","6","1","15113X"
"24962","63","1","1","42","1","151134"
"24963","102","2","1","37","1","151121"
"24964","116","2","1","11","21","151142"
"24965","58","1","1","51","1","151131"
"24966","52","2","1","12","1","15113X"
"24967","54","1","1","12","1","151131"
"24968","101","2","6","18","1","151199"
"24969","67","1","1","9","1","151142"
"24970","233","1","1","48","8","151150"
"24971","91","1","1","37","1","151121"
"24972","124","1","1","12","1","15113X"
"24973","147","1","1","5","1","151131"
"24974","57","1","2","37","1","15113X"
"24975","52","1","1","12","1","172070"
"24976","12","1","1","53","1","15113X"
"24977","98","2","1","26","1","151121"
"24978","124","1","1","53","1","15113X"
"24979","88","1","6","17","1","15113X"
"24980","31","1","1","51","1","151142"
"24981","48","1","1","22","1","15113X"
"24982","126","1","1","48","2","15113X"
"24983","156","1","1","42","1","15113X"
"24984","70","2","1","24","1","15113X"
"24985","57","1","1","12","4","151199"
"24986","44","1","1","18","1","151121"
"24987","46","1","1","54","1","151122"
"24988","154","1","1","6","1","151143"
"24989","37","1","1","45","1","151150"
"24990","75","1","1","39","1","151134"
"24991","100","1","1","48","1","151134"
"24992","51","1","1","26","1","151150"
"24993","228","1","6","36","1","151199"
"24994","67","1","1","6","3","151142"
"24995","74","1","2","35","1","172070"
"24996","27","1","1","17","1","151150"
"24997","95","2","1","45","1","15113X"
"24998","64","1","1","51","1","151121"
"24999","93","1","6","24","1","151199"
"25000","85","1","6","48","1","15113X"
"25001","67","1","1","24","1","151141"
"25002","186","2","2","6","1","151150"
"25003","135","2","1","47","1","151150"
"25004","129","1","1","39","1","172070"
"25005","70","1","1","51","1","151122"
"25006","92","2","1","8","1","151121"
"25007","143","1","1","8","1","172070"
"25008","621","1","6","6","1","15113X"
"25009","100","1","1","22","1","15113X"
"25010","136","1","1","45","1","151199"
"25011","319","1","1","19","1","151150"
"25012","75","1","1","11","1","151122"
"25013","31","1","1","12","1","151134"
"25014","126","2","1","48","1","15113X"
"25015","228","2","2","37","1","151199"
"25016","140","1","1","34","1","172070"
"25017","48","1","1","4","1","172070"
"25018","77","2","1","4","1","151121"
"25019","80","1","2","48","1","151121"
"25020","69","1","1","6","1","151134"
"25021","61","2","1","6","1","151134"
"25022","145","1","1","21","1","151150"
"25023","101","1","9","48","1","151143"
"25024","54","1","6","51","1","15113X"
"25025","98","2","6","11","1","15113X"
"25026","80","1","1","36","1","151121"
"25027","82","2","8","36","5","151150"
"25028","115","1","1","19","1","172061"
"25029","128","1","6","51","1","151141"
"25030","26","2","1","39","1","151199"
"25031","86","1","1","39","1","151141"
"25032","66","2","1","11","2","151134"
"25033","92","2","6","48","1","15113X"
"25034","67","1","1","48","1","15113X"
"25035","171","1","6","17","1","151121"
"25036","134","1","6","6","1","15113X"
"25037","86","1","1","22","1","151199"
"25038","12","1","1","39","1","151150"
"25039","92","1","1","24","1","15113X"
"25040","101","1","1","51","1","15113X"
"25041","74","1","1","5","1","151131"
"25042","147","2","1","6","1","15113X"
"25043","267","1","1","5","1","151150"
"25044","29","1","2","51","1","151131"
"25045","78","1","1","17","1","15113X"
"25046","46","1","1","45","1","151134"
"25047","56","2","1","12","4","151131"
"25048","99","1","1","48","1","15113X"
"25049","55","1","1","6","1","15113X"
"25050","108","1","6","25","1","15113X"
"25051","57","1","1","39","1","151199"
"25052","75","1","1","39","1","151131"
"25053","209","1","8","4","2","151199"
"25054","43","1","1","51","1","151143"
"25055","262","2","1","27","1","151131"
"25056","80","1","2","11","1","151121"
"25057","81","1","1","55","1","15113X"
"25058","43","1","1","19","1","151131"
"25059","73","1","1","36","17","151150"
"25060","95","1","1","44","1","151134"
"25061","80","1","1","17","1","151199"
"25062","73","1","1","39","1","151121"
"25063","93","2","8","48","2","151150"
"25064","71","2","9","36","1","15113X"
"25065","48","2","1","48","1","151141"
"25066","74","1","6","6","1","151142"
"25067","181","1","1","55","1","172070"
"25068","88","1","6","24","1","15113X"
"25069","85","1","1","10","1","151121"
"25070","110","1","1","24","1","151122"
"25071","80","1","1","21","1","151131"
"25072","69","1","1","17","1","151150"
"25073","138","1","1","34","1","151134"
"25074","120","1","6","6","1","15113X"
"25075","49","2","1","48","1","151134"
"25076","118","1","1","26","1","151199"
"25077","64","2","1","6","1","151141"
"25078","146","1","1","36","1","15113X"
"25079","55","1","6","48","1","15113X"
"25080","81","1","6","48","1","15113X"
"25081","125","1","1","48","1","172070"
"25082","282","2","1","47","1","151121"
"25083","73","2","2","39","1","151150"
"25084","57","1","1","6","1","15113X"
"25085","76","1","1","33","1","151142"
"25086","105","1","1","24","1","15113X"
"25087","114","2","1","41","1","15113X"
"25088","95","1","1","39","2","15113X"
"25089","136","1","6","34","1","15113X"
"25090","38","1","1","34","1","15113X"
"25091","194","2","1","48","1","151134"
"25092","214","2","1","55","1","15113X"
"25093","157","1","1","12","1","151131"
"25094","191","1","6","34","1","151121"
"25095","115","1","1","34","1","151199"
"25096","83","2","1","34","1","151121"
"25097","29","1","1","54","1","151199"
"25098","95","1","1","48","2","151150"
"25099","157","1","1","55","1","172070"
"25100","56","1","1","12","1","151131"
"25101","104","1","1","26","1","15113X"
"25102","108","1","1","36","1","172070"
"25103","58","1","1","48","1","15113X"
"25104","85","2","1","6","1","15113X"
"25105","238","1","6","27","1","151121"
"25106","61","1","1","12","1","151143"
"25107","52","1","1","48","1","151150"
"25108","130","1","1","6","1","151199"
"25109","103","1","1","36","8","151150"
"25110","145","1","1","19","1","151131"
"25111","141","2","1","31","1","151121"
"25112","132","1","1","47","1","151150"
"25113","145","1","1","27","1","172070"
"25114","102","2","1","17","1","151134"
"25115","145","1","6","48","1","172061"
"25116","63","1","1","53","1","15113X"
"25117","67","2","1","53","1","15113X"
"25118","36","1","1","9","1","151122"
"25119","55","1","6","13","1","151121"
"25120","72","1","1","39","1","151142"
"25121","63","1","1","6","1","15113X"
"25122","52","2","1","12","16","151150"
"25123","120","1","6","53","1","151121"
"25124","84","1","1","17","1","151131"
"25125","98","2","1","17","1","151141"
"25126","117","1","6","24","1","15113X"
"25127","87","2","1","12","1","151134"
"25128","125","1","1","1","1","151199"
"25129","72","1","1","31","1","151131"
"25130","88","2","1","42","1","151141"
"25131","58","1","1","6","1","172070"
"25132","65","2","2","24","1","15113X"
"25133","117","1","1","48","1","15113X"
"25134","63","2","1","51","1","151134"
"25135","120","1","1","9","1","151150"
"25136","60","2","1","39","1","151121"
"25137","118","1","1","39","1","15113X"
"25138","56","2","6","6","1","151131"
"25139","65","1","6","6","1","151131"
"25140","95","2","1","21","1","151199"
"25141","94","1","1","34","1","15113X"
"25142","147","1","5","51","1","151150"
"25143","40","1","6","42","1","151150"
"25144","186","1","9","8","1","151121"
"25145","70","1","1","39","1","15113X"
"25146","183","1","8","22","1","151199"
"25147","121","1","1","42","1","151131"
"25148","79","1","1","51","1","151199"
"25149","61","1","1","44","1","151199"
"25150","112","1","1","18","1","151199"
"25151","100","1","6","24","1","151143"
"25152","160","2","1","31","1","151150"
"25153","22","2","1","36","1","15113X"
"25154","90","1","1","49","1","15113X"
"25155","133","2","2","48","1","151199"
"25156","178","1","7","48","1","15113X"
"25157","59","1","1","12","1","151199"
"25158","73","1","1","25","1","151150"
"25159","35","1","1","55","1","151142"
"25160","99","1","1","11","1","151199"
"25161","48","2","1","53","1","151142"
"25162","37","2","1","19","1","151150"
"25163","137","1","1","25","1","151199"
"25164","114","1","1","55","1","151150"
"25165","104","2","1","48","1","151121"
"25166","125","1","2","51","1","151122"
"25167","179","1","1","48","1","15113X"
"25168","54","2","1","39","1","151150"
"25169","310","1","1","6","1","15113X"
"25170","165","2","2","12","1","151150"
"25171","140","1","6","42","1","151142"
"25172","62","1","1","36","1","151131"
"25173","69","1","1","34","1","15113X"
"25174","52","1","1","12","1","151199"
"25175","282","1","1","36","1","151142"
"25176","114","1","2","48","1","151121"
"25177","151","1","1","8","1","15113X"
"25178","56","2","1","13","1","151121"
"25179","132","2","2","17","1","151199"
"25180","61","1","6","25","1","151131"
"25181","48","2","6","4","1","151199"
"25182","65","1","6","4","1","151122"
"25183","68","2","1","4","1","151121"
"25184","115","1","1","6","1","15113X"
"25185","192","1","6","6","1","151121"
"25186","61","1","1","6","1","151122"
"25187","60","1","8","6","2","15113X"
"25188","154","1","1","39","1","151121"
"25189","93","1","2","10","1","15113X"
"25190","111","1","1","48","1","15113X"
"25191","91","1","1","24","1","15113X"
"25192","68","1","1","25","1","151131"
"25193","129","2","2","12","1","151141"
"25194","95","2","1","36","1","151150"
"25195","19","1","1","21","1","15113X"
"25196","35","1","1","21","1","151150"
"25197","346","1","1","24","1","15113X"
"25198","95","1","6","36","1","15113X"
"25199","100","1","6","6","1","15113X"
"25200","73","1","1","6","1","15113X"
"25201","141","1","6","53","1","15113X"
"25202","36","2","1","48","1","151141"
"25203","130","1","1","17","1","151121"
"25204","208","1","1","6","1","151121"
"25205","136","1","1","25","1","15113X"
"25206","138","2","1","25","1","151141"
"25207","114","1","1","41","1","151150"
"25208","31","2","1","36","1","151150"
"25209","93","1","1","27","1","151199"
"25210","167","1","1","13","1","151150"
"25211","93","1","9","27","1","151131"
"25212","65","2","1","33","1","151142"
"25213","134","1","6","10","1","151121"
"25214","124","2","6","10","1","151121"
"25215","78","2","2","48","1","151199"
"25216","89","1","1","25","1","151150"
"25217","60","1","1","6","1","172070"
"25218","27","2","1","26","1","15113X"
"25219","114","1","1","18","1","151121"
"25220","373","2","1","12","1","15113X"
"25221","145","1","1","37","1","151121"
"25222","39","1","1","34","1","151142"
"25223","85","1","2","51","1","151121"
"25224","67","1","6","6","1","151134"
"25225","86","1","1","53","1","15113X"
"25226","294","1","8","51","1","15113X"
"25227","95","2","1","37","1","15113X"
"25228","67","1","1","12","1","151122"
"25229","83","1","1","6","7","151199"
"25230","77","1","1","47","1","151150"
"25231","143","1","1","28","1","172070"
"25232","219","1","6","36","1","151150"
"25233","125","1","1","40","1","151141"
"25234","151","1","1","42","1","172070"
"25235","44","1","9","37","1","151121"
"25236","63","1","1","6","1","151121"
"25237","59","2","1","44","1","151121"
"25238","60","1","1","25","1","172070"
"25239","34","1","1","37","1","15113X"
"25240","65","1","1","37","1","15113X"
"25241","120","1","1","6","1","151150"
"25242","106","1","1","49","1","151199"
"25243","65","1","6","12","1","15113X"
"25244","61","2","6","12","1","151199"
"25245","125","1","2","34","1","15113X"
"25246","219","1","1","39","1","151141"
"25247","114","1","1","11","1","151121"
"25248","64","1","1","48","1","15113X"
"25249","70","1","1","4","1","151131"
"25250","156","1","1","51","1","151121"
"25251","96","1","1","13","1","15113X"
"25252","75","1","1","18","1","151131"
"25253","71","2","1","39","2","151150"
"25254","55","1","1","39","1","151199"
"25255","68","2","6","6","1","151199"
"25256","62","1","1","12","1","172070"
"25257","73","1","1","39","1","151142"
"25258","511","1","1","26","1","151131"
"25259","79","1","1","25","1","151199"
"25260","61","1","2","45","1","151121"
"25261","107","1","1","22","1","172070"
"25262","113","1","1","8","1","151134"
"25263","112","1","1","37","1","151121"
"25264","109","1","1","25","1","151131"
"25265","69","1","1","9","1","151199"
"25266","90","1","1","27","1","151131"
"25267","188","1","1","6","1","151150"
"25268","464","1","1","18","1","151199"
"25269","53","1","1","36","1","151131"
"25270","55","1","1","42","1","151121"
"25271","64","1","1","41","1","151199"
"25272","82","2","1","26","1","151121"
"25273","50","1","9","2","1","172070"
"25274","301","2","1","41","1","151199"
"25275","43","1","6","37","1","15113X"
"25276","72","1","1","49","1","172070"
"25277","353","1","1","48","1","151150"
"25278","208","2","1","48","1","172061"
"25279","49","1","1","12","1","151199"
"25280","62","1","1","34","1","151150"
"25281","94","1","1","31","1","15113X"
"25282","75","2","1","24","1","151199"
"25283","78","1","1","24","1","172070"
"25284","198","1","1","4","1","15113X"
"25285","132","1","1","48","2","151142"
"25286","196","1","2","51","1","151142"
"25287","55","2","1","48","1","15113X"
"25288","66","1","1","48","1","15113X"
"25289","47","1","1","36","1","172070"
"25290","73","1","1","47","1","151121"
"25291","245","1","1","6","1","151150"
"25292","60","1","1","6","3","151143"
"25293","66","2","1","51","1","151150"
"25294","84","2","6","11","1","151199"
"25295","91","2","1","39","1","151134"
"25296","71","2","1","6","1","151131"
"25297","45","1","1","6","1","15113X"
"25298","309","1","1","37","1","15113X"
"25299","153","2","9","6","2","151141"
"25300","56","1","1","48","1","15113X"
"25301","114","1","2","4","1","151142"
"25302","73","1","6","6","1","15113X"
"25303","342","1","8","34","3","151131"
"25304","113","1","1","51","2","151122"
"25305","81","1","1","21","1","172070"
"25306","133","1","6","6","1","151121"
"25307","79","1","2","42","1","151199"
"25308","60","1","1","41","1","151142"
"25309","146","1","2","10","1","151199"
"25310","120","2","2","10","1","15113X"
"25311","139","1","6","48","1","172070"
"25312","67","1","6","6","1","172070"
"25313","55","1","1","42","1","151199"
"25314","73","2","6","36","1","15113X"
"25315","72","1","1","39","1","151199"
"25316","66","1","1","34","1","151150"
"25317","70","1","1","53","1","151121"
"25318","27","1","1","45","1","151150"
"25319","82","1","1","49","1","151150"
"25320","102","1","1","54","1","151150"
"25321","89","1","1","6","1","172070"
"25322","154","1","1","53","1","151150"
"25323","121","2","1","29","1","151121"
"25324","45","2","1","9","1","15113X"
"25325","98","1","6","17","1","151199"
"25326","86","1","1","39","1","15113X"
"25327","146","1","1","13","1","15113X"
"25328","84","2","2","51","1","15113X"
"25329","53","2","1","17","1","15113X"
"25330","47","1","1","9","1","15113X"
"25331","109","1","1","6","1","151199"
"25332","142","1","1","6","1","151199"
"25333","53","1","1","13","1","15113X"
"25334","93","1","1","26","1","151134"
"25335","61","1","1","26","1","151199"
"25336","50","1","1","39","1","151131"
"25337","42","1","1","6","1","15113X"
"25338","106","2","1","48","1","151141"
"25339","56","2","1","9","1","151121"
"25340","96","1","6","36","1","151134"
"25341","56","1","1","6","1","15113X"
"25342","291","1","1","19","1","151142"
"25343","45","2","1","36","1","151199"
"25344","70","1","1","51","1","15113X"
"25345","571","1","8","18","11","151121"
"25346","46","2","1","36","1","151121"
"25347","102","1","1","6","1","15113X"
"25348","124","1","6","9","1","15113X"
"25349","64","1","1","12","1","151199"
"25350","36","1","6","6","1","151150"
"25351","44","1","1","12","1","15113X"
"25352","36","2","1","53","1","151142"
"25353","22","1","1","27","1","151121"
"25354","58","2","1","51","1","151150"
"25355","46","1","1","8","1","151199"
"25356","115","2","1","40","1","151121"
"25357","90","1","1","17","1","151131"
"25358","114","1","1","29","1","172070"
"25359","120","2","1","28","1","151121"
"25360","98","2","1","19","1","151121"
"25361","97","1","1","6","1","15113X"
"25362","96","1","1","24","1","151142"
"25363","98","1","1","45","1","151199"
"25364","92","1","6","36","1","151150"
"25365","9","2","9","17","1","151150"
"25366","137","1","1","34","1","151131"
"25367","61","1","1","12","1","151199"
"25368","59","1","9","6","1","15113X"
"25369","113","1","1","42","1","151199"
"25370","98","1","1","42","1","15113X"
"25371","107","2","1","48","2","151150"
"25372","100","1","1","13","1","151199"
"25373","290","1","2","9","1","151150"
"25374","102","1","1","13","1","151199"
"25375","412","2","1","34","16","151121"
"25376","298","1","1","32","1","151199"
"25377","54","1","1","11","1","151121"
"25378","112","1","1","48","1","151150"
"25379","144","1","6","48","1","151121"
"25380","21","1","1","27","1","172070"
"25381","57","2","6","6","1","151142"
"25382","92","1","2","48","1","151121"
"25383","47","1","6","4","1","151199"
"25384","81","1","6","4","1","151199"
"25385","133","1","6","34","1","15113X"
"25386","127","1","1","17","1","151199"
"25387","298","2","1","34","1","15113X"
"25388","88","2","1","17","1","151150"
"25389","116","1","1","51","1","15113X"
"25390","71","1","1","34","1","151150"
"25391","446","1","2","17","1","151199"
"25392","59","1","1","11","1","151131"
"25393","131","1","1","51","1","151131"
"25394","114","1","6","36","1","151121"
"25395","54","1","6","25","1","151121"
"25396","32","1","1","6","1","15113X"
"25397","69","1","6","6","1","15113X"
"25398","80","1","1","36","1","151142"
"25399","141","1","1","8","1","151150"
"25400","57","1","6","11","1","151199"
"25401","49","2","1","37","1","151199"
"25402","167","1","1","6","24","151134"
"25403","35","2","1","36","17","151199"
"25404","75","1","1","8","1","151142"
"25405","99","1","1","26","1","172070"
"25406","64","1","1","51","1","151121"
"25407","142","1","1","25","13","151134"
"25408","61","2","6","6","1","151199"
"25409","70","1","1","24","1","15113X"
"25410","136","2","1","42","1","151134"
"25411","65","2","1","48","1","151150"
"25412","227","1","2","13","1","151199"
"25413","34","1","9","6","1","151134"
"25414","39","2","1","6","1","151134"
"25415","128","1","6","6","1","151199"
"25416","47","1","1","37","1","151134"
"25417","46","1","1","9","1","172070"
"25418","118","2","1","51","1","151121"
"25419","106","2","6","6","1","151121"
"25420","116","2","6","6","1","151150"
"25421","70","1","1","49","1","151131"
"25422","37","1","1","41","1","151122"
"25423","112","1","1","17","1","15113X"
"25424","37","1","1","44","1","15113X"
"25425","65","1","1","53","1","151199"
"25426","66","1","1","12","1","151199"
"25427","94","2","1","51","1","151121"
"25428","149","2","1","39","1","151142"
"25429","111","1","1","6","1","151199"
"25430","98","2","1","37","1","151121"
"25431","151","1","1","29","1","151131"
"25432","63","1","1","6","2","15113X"
"25433","19","1","1","12","1","151131"
"25434","84","2","1","13","1","151121"
"25435","149","1","1","8","1","151134"
"25436","55","1","1","32","1","151142"
"25437","70","2","1","11","1","151150"
"25438","170","2","1","51","1","151121"
"25439","39","2","1","51","1","151134"
"25440","78","1","1","18","1","151199"
"25441","115","1","6","13","1","151131"
"25442","418","1","1","29","1","151199"
"25443","69","1","1","6","1","172061"
"25444","94","1","1","45","1","151122"
"25445","64","1","1","53","1","151131"
"25446","33","1","6","6","1","15113X"
"25447","315","1","1","37","1","151131"
"25448","72","1","1","8","1","151131"
"25449","59","1","1","34","1","151122"
"25450","84","2","1","51","1","151141"
"25451","54","1","1","41","1","151142"
"25452","98","2","6","27","1","151121"
"25453","120","1","1","27","1","15113X"
"25454","121","1","1","55","1","151150"
"25455","98","2","1","28","1","151141"
"25456","63","1","1","12","1","151142"
"25457","56","1","1","12","4","15113X"
"25458","88","2","1","48","1","151199"
"25459","93","1","1","17","1","151134"
"25460","128","1","1","36","1","151150"
"25461","67","1","1","41","1","151121"
"25462","70","1","1","17","1","151142"
"25463","124","1","1","39","1","151143"
"25464","137","1","1","24","1","151150"
"25465","265","1","8","9","2","151150"
"25466","63","1","1","36","1","151150"
"25467","66","1","1","25","1","151131"
"25468","135","1","1","6","1","15113X"
"25469","55","1","1","25","1","15113X"
"25470","67","1","6","6","1","15113X"
"25471","55","2","1","21","1","151131"
"25472","87","1","1","17","1","151121"
"25473","95","2","9","25","13","151199"
"25474","65","2","1","48","1","151143"
"25475","123","1","1","35","1","15113X"
"25476","79","1","1","42","1","151121"
"25477","40","1","1","40","1","151199"
"25478","82","1","1","48","2","15113X"
"25479","127","1","1","41","1","151150"
"25480","139","1","6","53","1","15113X"
"25481","151","2","6","53","1","151121"
"25482","76","2","1","45","1","151121"
"25483","132","1","1","39","1","15113X"
"25484","68","1","1","24","1","151121"
"25485","54","2","1","36","1","151121"
"25486","99","2","1","12","1","151150"
"25487","63","2","1","51","1","15113X"
"25488","60","1","6","13","1","151121"
"25489","144","1","1","25","1","151199"
"25490","76","1","2","4","1","151143"
"25491","62","2","1","9","1","151131"
"25492","37","1","1","51","1","15113X"
"25493","77","1","1","25","1","151121"
"25494","82","1","6","48","1","15113X"
"25495","34","1","1","12","1","151131"
"25496","141","1","1","48","1","151142"
"25497","38","1","6","25","1","15113X"
"25498","21","1","1","42","1","172061"
"25499","103","1","6","53","1","15113X"
"25500","228","1","2","42","1","151199"
"25501","169","2","1","51","1","151150"
"25502","184","1","1","17","1","151143"
"25503","138","1","1","37","1","15113X"
"25504","31","2","1","42","1","151121"
"25505","125","2","1","36","1","151150"
"25506","106","1","1","48","1","15113X"
"25507","33","1","1","12","1","151121"
"25508","42","2","1","26","1","151131"
"25509","58","1","1","6","1","15113X"
"25510","153","1","1","42","1","151143"
"25511","75","1","1","24","1","151199"
"25512","168","2","1","29","1","151134"
"25513","102","1","9","15","1","172070"
"25514","201","2","1","32","1","151141"
"25515","116","2","1","6","1","151121"
"25516","81","2","6","32","1","151134"
"25517","45","2","1","55","1","15113X"
"25518","80","1","6","48","1","151143"
"25519","45","1","1","37","1","172070"
"25520","80","1","1","36","1","151121"
"25521","275","1","1","27","1","151134"
"25522","90","2","1","40","1","15113X"
"25523","60","1","1","48","1","172070"
"25524","73","2","1","48","1","151150"
"25525","66","1","6","6","1","151131"
"25526","64","1","1","9","1","151131"
"25527","166","1","6","6","1","172070"
"25528","141","2","1","39","1","151199"
"25529","71","2","1","6","1","151131"
"25530","62","1","1","6","1","151131"
"25531","83","1","1","51","1","15113X"
"25532","54","1","1","51","1","15113X"
"25533","125","1","1","9","1","151131"
"25534","143","1","1","18","1","172070"
"25535","296","1","1","36","1","151143"
"25536","91","2","9","29","1","151142"
"25537","74","1","1","8","1","151131"
"25538","89","1","1","45","1","151150"
"25539","316","2","2","24","1","151150"
"25540","59","1","1","48","1","15113X"
"25541","230","1","1","55","1","151122"
"25542","133","2","1","55","1","151134"
"25543","69","1","6","6","1","172070"
"25544","110","2","1","5","1","151150"
"25545","109","1","8","12","3","15113X"
"25546","40","1","1","19","1","151199"
"25547","74","1","1","17","1","151121"
"25548","129","1","9","51","1","151199"
"25549","133","1","1","36","1","151143"
"25550","55","1","6","6","1","151150"
"25551","75","2","6","6","1","151131"
"25552","75","1","1","4","1","151142"
"25553","168","1","1","13","1","151199"
"25554","107","1","1","21","1","151143"
"25555","253","1","1","44","1","151131"
"25556","182","1","1","51","1","15113X"
"25557","143","1","1","48","1","151142"
"25558","84","1","1","51","1","151142"
"25559","9","1","1","18","1","151150"
"25560","94","1","9","51","1","151199"
"25561","97","1","1","48","1","15113X"
"25562","52","1","1","12","1","151150"
"25563","60","1","1","12","4","151199"
"25564","246","1","1","29","1","151131"
"25565","86","1","1","48","1","151141"
"25566","66","2","1","36","1","15113X"
"25567","63","1","1","18","1","151122"
"25568","64","1","1","26","1","15113X"
"25569","82","1","1","1","1","151131"
"25570","331","1","1","22","2","172070"
"25571","37","1","1","53","1","151141"
"25572","61","1","8","6","14","151150"
"25573","58","1","1","51","1","151150"
"25574","162","2","1","1","1","15113X"
"25575","395","1","6","48","1","151121"
"25576","143","1","1","29","1","151142"
"25577","60","1","1","6","2","151199"
"25578","58","1","1","39","1","151142"
"25579","61","1","1","48","1","151150"
"25580","82","1","6","6","1","15113X"
"25581","60","2","2","17","1","151150"
"25582","65","2","1","53","1","151150"
"25583","94","2","1","25","1","151199"
"25584","71","1","6","6","1","15113X"
"25585","67","2","6","6","1","15113X"
"25586","79","1","1","25","1","172070"
"25587","70","1","1","24","1","151111"
"25588","75","1","1","47","3","172070"
"25589","101","1","1","54","1","151121"
"25590","65","1","1","53","1","15113X"
"25591","53","1","1","39","1","151150"
"25592","125","1","1","33","1","15113X"
"25593","72","2","1","25","1","151199"
"25594","38","1","1","28","1","15113X"
"25595","122","1","1","31","1","172070"
"25596","89","1","2","49","1","151150"
"25597","246","2","1","12","4","151150"
"25598","644","1","1","36","1","151121"
"25599","310","1","1","48","1","151141"
"25600","83","2","1","8","1","151134"
"25601","15","1","1","39","1","151122"
"25602","93","1","6","48","1","151199"
"25603","61","1","1","27","1","151150"
"25604","295","1","2","48","1","15113X"
"25605","83","1","1","47","1","151199"
"25606","146","1","1","41","1","151142"
"25607","362","1","6","6","1","15113X"
"25608","312","1","9","6","1","151150"
"25609","62","2","1","36","1","15113X"
"25610","125","1","2","27","1","15113X"
"25611","377","1","1","39","1","151131"
"25612","62","1","1","51","1","15113X"
"25613","72","1","1","36","1","151134"
"25614","88","1","1","51","1","151121"
"25615","107","1","6","6","2","151150"
"25616","196","2","8","12","3","151134"
