"","PWGTP","SEX","RAC1P","POWSP","HISP","SOCP"
"36471","60","1","1","26","1","151199"
"36472","57","1","1","26","1","151199"
"36473","113","1","1","6","1","15113X"
"36474","153","1","1","48","1","151150"
"36475","83","1","2","36","1","151150"
"36476","40","1","1","47","1","151131"
"36477","118","1","6","33","1","15113X"
"36478","68","1","6","11","1","15113X"
"36479","62","1","1","12","1","151121"
"36480","235","1","6","48","1","15113X"
"36481","79","1","1","49","1","15113X"
"36482","52","1","1","6","1","151142"
"36483","65","1","1","6","1","15113X"
"36484","107","1","1","29","1","151143"
"36485","60","1","1","12","1","151134"
"36486","113","1","1","39","1","172070"
"36487","79","1","6","6","1","172070"
"36488","63","1","1","6","1","172061"
"36489","225","1","1","32","1","151199"
"36490","86","1","1","12","1","172070"
"36491","60","2","1","48","2","151199"
"36492","136","1","1","19","1","151142"
"36493","108","1","1","42","1","172061"
"36494","87","1","6","12","1","151121"
"36495","73","2","6","12","1","151121"
"36496","69","1","1","36","1","15113X"
"36497","51","1","1","6","1","15113X"
"36498","54","2","1","12","1","151121"
"36499","79","1","1","9","1","151131"
"36500","57","2","1","12","1","151150"
"36501","37","1","1","6","2","151150"
"36502","73","2","1","9","1","151142"
"36503","242","1","1","6","1","151143"
"36504","122","1","1","32","1","15113X"
"36505","36","2","2","24","1","151121"
"36506","129","1","1","36","1","151199"
"36507","41","2","6","48","1","151199"
"36508","90","2","6","6","1","151121"
"36509","92","1","1","48","1","15113X"
"36510","102","2","1","51","1","15113X"
"36511","11","2","1","24","1","15113X"
"36512","110","1","6","6","1","151121"
"36513","92","1","1","25","1","151121"
"36514","253","1","1","48","1","151199"
"36515","32","1","1","27","1","15113X"
"36516","40","1","1","24","1","151134"
"36517","67","2","1","53","1","151150"
"36518","73","1","1","50","1","151131"
"36519","62","2","1","16","1","151121"
"36520","69","1","1","48","1","151121"
"36521","124","1","1","34","1","151142"
"36522","52","1","1","6","1","15113X"
"36523","189","2","1","55","1","151121"
"36524","68","2","1","29","1","151121"
"36525","231","2","1","51","1","151150"
"36526","51","1","1","12","1","151199"
"36527","173","1","6","53","1","15113X"
"36528","152","2","6","53","1","15113X"
"36529","51","1","1","48","2","151150"
"36530","100","2","2","34","1","15113X"
"36531","94","1","6","17","1","15113X"
"36532","63","1","1","34","24","151150"
"36533","103","2","1","9","1","151141"
"36534","97","1","2","26","1","151122"
"36535","36","1","1","18","1","151143"
"36536","166","1","2","51","1","151131"
"36537","149","1","1","34","1","151199"
"36538","69","1","2","48","1","151199"
"36539","68","1","1","45","1","151150"
"36540","69","1","1","24","1","172070"
"36541","116","1","1","36","1","151142"
"36542","110","1","1","24","1","151131"
"36543","60","2","1","25","1","15113X"
"36544","34","1","1","19","1","151131"
"36545","24","2","1","27","1","151150"
"36546","87","1","2","11","1","151150"
"36547","54","1","1","48","1","15113X"
"36548","62","1","1","13","1","151142"
"36549","74","1","2","25","5","151150"
"36550","116","1","1","47","1","151121"
"36551","147","1","2","36","1","151150"
"36552","81","1","1","17","1","151131"
"36553","72","1","1","48","1","151121"
"36554","121","1","1","31","1","151199"
"36555","145","1","1","29","1","15113X"
"36556","68","1","1","40","1","151131"
"36557","77","1","1","12","1","151141"
"36558","19","2","6","25","1","151121"
"36559","28","2","6","25","1","15113X"
"36560","59","1","6","25","1","15113X"
"36561","58","1","1","42","1","151150"
"36562","88","2","1","53","1","151142"
"36563","158","2","1","29","1","151150"
"36564","91","1","2","19","1","151131"
"36565","65","2","1","36","1","15113X"
"36566","108","1","1","9","1","151122"
"36567","86","1","1","41","1","151150"
"36568","67","2","2","48","1","151131"
"36569","268","1","1","49","1","151199"
"36570","59","1","1","17","1","151199"
"36571","92","2","1","17","1","151150"
"36572","64","2","1","53","1","15113X"
"36573","55","2","1","36","1","15113X"
"36574","72","1","1","41","1","151122"
"36575","34","2","2","24","1","151199"
"36576","87","1","1","26","1","151199"
"36577","120","1","1","48","1","151150"
"36578","16","1","1","53","1","151142"
"36579","24","1","1","42","1","172070"
"36580","140","2","1","25","1","151150"
"36581","130","1","1","25","1","151121"
"36582","40","1","1","41","1","172070"
"36583","74","1","1","24","1","151199"
"36584","57","1","6","48","1","151131"
"36585","133","1","9","6","1","172070"
"36586","57","1","6","4","1","15113X"
"36587","75","2","1","17","1","151142"
"36588","79","1","1","13","1","151150"
"36589","150","1","6","41","1","151142"
"36590","357","2","1","4","1","151121"
"36591","63","1","1","21","1","151199"
"36592","143","1","6","6","1","15113X"
"36593","46","1","1","17","1","151134"
"36594","69","1","1","32","1","151150"
"36595","41","1","1","24","1","151131"
"36596","187","1","1","13","1","151150"
"36597","73","1","1","8","1","15113X"
"36598","71","1","1","9","1","151199"
"36599","83","1","1","48","1","151142"
"36600","75","1","1","12","1","151121"
"36601","106","1","1","13","1","151143"
"36602","70","1","1","6","1","172070"
"36603","42","1","6","36","1","15113X"
"36604","61","1","1","53","1","15113X"
"36605","55","1","1","36","1","15113X"
"36606","134","2","1","41","1","151150"
"36607","86","1","9","41","1","15113X"
"36608","58","1","6","6","1","15113X"
"36609","60","1","6","6","1","15113X"
"36610","115","1","1","27","1","151141"
"36611","70","1","1","17","1","151199"
"36612","79","1","1","36","1","15113X"
"36613","85","2","6","12","1","15113X"
"36614","138","1","1","17","1","151121"
"36615","274","1","1","30","1","15113X"
"36616","105","1","1","34","1","151131"
"36617","100","1","6","48","1","15113X"
"36618","130","1","1","55","1","151143"
"36619","90","1","1","41","1","151131"
"36620","100","1","1","34","1","151121"
"36621","101","1","1","6","1","151122"
"36622","70","1","1","6","1","151150"
"36623","42","2","6","32","1","151150"
"36624","93","1","1","18","1","15113X"
"36625","105","2","1","26","1","151122"
"36626","28","1","1","18","1","151150"
"36627","135","1","1","6","1","151199"
"36628","295","1","6","37","1","151199"
"36629","81","1","6","9","1","151121"
"36630","110","1","1","27","1","151131"
"36631","87","2","1","48","1","151121"
"36632","88","1","1","16","1","172070"
"36633","93","2","1","18","1","151142"
"36634","91","1","6","6","1","15113X"
"36635","92","1","1","6","1","172070"
"36636","95","1","1","36","1","15113X"
"36637","190","1","1","6","1","151150"
"36638","83","1","6","42","1","151150"
"36639","71","1","6","34","1","151143"
"36640","106","1","1","41","15","15113X"
"36641","70","1","1","17","1","151199"
"36642","112","1","6","9","1","151121"
"36643","132","2","6","9","1","151121"
"36644","115","2","1","51","1","151121"
"36645","55","2","2","24","1","151121"
"36646","69","2","1","9","1","151199"
"36647","70","1","1","9","1","15113X"
"36648","85","1","6","6","1","15113X"
"36649","67","1","1","48","1","151131"
"36650","400","1","1","55","1","151142"
"36651","119","1","1","49","1","151131"
"36652","82","1","1","17","1","151134"
"36653","117","1","1","25","1","15113X"
"36654","92","1","1","41","1","15113X"
"36655","55","1","1","12","5","151121"
"36656","91","1","1","49","1","151150"
"36657","61","1","1","36","1","151150"
"36658","210","1","1","6","1","15113X"
"36659","46","1","6","8","1","151141"
"36660","74","1","1","21","1","151143"
"36661","14","1","1","36","1","151121"
"36662","109","1","6","48","1","151131"
"36663","170","1","1","53","1","172070"
"36664","99","1","6","6","1","15113X"
"36665","75","2","6","9","1","151121"
"36666","132","2","1","48","1","151150"
"36667","54","1","1","12","1","15113X"
"36668","162","2","1","51","1","151143"
"36669","102","1","1","47","1","151131"
"36670","69","1","1","6","1","151141"
"36671","55","1","1","6","1","15113X"
"36672","118","1","1","25","1","15113X"
"36673","51","2","1","34","1","15113X"
"36674","86","1","1","41","1","172070"
"36675","38","2","1","36","1","151199"
"36676","132","1","1","55","1","15113X"
"36677","21","1","1","48","1","151131"
"36678","61","2","1","13","1","151199"
"36679","58","1","1","27","1","172070"
"36680","154","1","9","51","1","15113X"
"36681","95","1","9","6","1","15113X"
"36682","47","1","6","24","1","151134"
"36683","60","2","1","6","1","151150"
"36684","40","1","1","47","1","151199"
"36685","77","2","2","42","1","151150"
"36686","498","1","1","17","1","15113X"
"36687","123","1","1","53","1","151142"
"36688","69","1","6","51","1","151150"
"36689","91","1","1","8","1","151131"
"36690","62","1","1","36","1","151150"
"36691","330","2","1","39","1","151122"
"36692","90","1","6","1","1","151121"
"36693","98","2","1","26","1","172061"
"36694","110","1","8","48","11","151150"
"36695","35","1","1","11","1","151141"
"36696","63","1","8","6","2","151134"
"36697","386","1","1","22","1","151121"
"36698","110","1","1","6","1","151150"
"36699","146","1","2","37","1","151143"
"36700","48","1","1","1","1","15113X"
"36701","62","1","6","6","1","15113X"
"36702","80","1","1","17","1","151150"
"36703","112","1","1","8","1","151150"
"36704","212","1","1","34","1","151121"
"36705","76","1","6","4","1","15113X"
"36706","197","1","1","27","1","151143"
"36707","129","1","6","17","1","15113X"
"36708","74","2","1","24","1","151131"
"36709","143","1","6","48","1","172070"
"36710","120","2","1","13","1","151143"
"36711","349","1","8","36","3","172061"
"36712","300","2","1","42","1","15113X"
"36713","41","2","1","37","1","151121"
"36714","130","2","9","9","1","151131"
"36715","91","1","2","36","1","172070"
"36716","72","2","1","47","1","151150"
"36717","183","1","1","24","1","151142"
"36718","169","2","1","8","1","151150"
"36719","72","1","1","48","1","151199"
"36720","56","2","2","21","1","151131"
"36721","46","1","1","53","1","172061"
"36722","100","1","1","9","1","151121"
"36723","118","1","1","6","1","151143"
"36724","222","1","1","42","1","151199"
"36725","57","1","1","48","1","151121"
"36726","42","2","1","36","1","151121"
"36727","62","1","1","49","1","151150"
"36728","124","1","1","47","1","15113X"
"36729","82","1","9","12","1","151199"
"36730","270","1","1","39","1","15113X"
"36731","33","1","1","11","1","15113X"
"36732","13","1","1","37","1","151142"
"36733","63","1","1","48","1","15113X"
"36734","60","2","1","6","1","151131"
"36735","51","2","1","12","1","151121"
"36736","130","1","1","36","1","151150"
"36737","48","1","1","25","1","151131"
"36738","64","1","1","6","2","151150"
"36739","106","1","1","48","1","15113X"
"36740","700","1","1","29","1","151131"
"36741","423","1","1","6","1","15113X"
"36742","43","1","1","37","1","15113X"
"36743","106","1","6","21","1","151131"
"36744","110","1","1","53","1","151141"
"36745","105","2","1","24","1","15113X"
"36746","83","1","1","24","1","15113X"
"36747","146","1","1","23","1","151150"
"36748","70","1","1","13","1","151150"
"36749","133","1","1","26","1","172070"
"36750","186","1","1","42","1","151134"
"36751","141","2","1","19","1","151150"
"36752","63","1","1","6","1","151131"
"36753","75","1","1","41","1","151150"
"36754","89","1","1","53","1","151131"
"36755","153","2","6","6","1","15113X"
"36756","106","1","6","6","1","151199"
"36757","27","1","1","9","1","151121"
"36758","62","1","1","34","1","151111"
"36759","155","2","1","27","1","151199"
"36760","62","1","1","51","1","15113X"
"36761","94","2","6","6","1","151121"
"36762","66","1","1","34","1","151131"
"36763","50","2","1","35","24","151121"
"36764","54","1","1","48","1","151121"
"36765","31","1","1","1","1","151199"
"36766","85","1","1","37","1","172070"
"36767","31","2","6","6","1","172070"
"36768","78","2","1","40","1","151121"
"36769","70","1","1","6","2","15113X"
"36770","35","1","1","13","1","15113X"
"36771","95","1","1","12","13","151150"
"36772","54","1","1","6","1","15113X"
"36773","63","1","9","51","1","15113X"
"36774","46","1","6","6","1","15113X"
"36775","76","1","1","12","1","151134"
"36776","96","1","1","6","1","15113X"
"36777","202","1","6","6","1","15113X"
"36778","61","2","6","34","1","151131"
"36779","28","1","1","24","1","151150"
"36780","68","2","1","48","1","15113X"
"36781","120","1","1","1","1","151131"
"36782","60","1","2","13","1","151121"
"36783","115","2","2","13","1","151122"
"36784","113","1","1","6","1","15113X"
"36785","71","1","1","42","1","151134"
"36786","88","1","1","49","1","151134"
"36787","13","2","6","6","1","151121"
"36788","38","1","1","37","1","151150"
"36789","94","1","6","6","1","15113X"
"36790","103","2","1","42","1","151199"
"36791","118","1","1","55","1","15113X"
"36792","92","1","1","12","1","151121"
"36793","34","1","1","12","1","151131"
"36794","154","1","1","51","1","15113X"
"36795","98","1","1","42","1","151121"
"36796","101","1","1","21","1","15113X"
"36797","209","1","3","4","1","151150"
"36798","48","1","6","24","1","172070"
"36799","208","1","1","27","1","151131"
"36800","72","2","1","17","1","151141"
"36801","130","1","6","6","1","15113X"
"36802","212","1","1","4","1","151134"
"36803","261","2","1","37","1","151134"
"36804","108","1","1","6","1","151143"
"36805","75","2","2","51","1","151121"
"36806","78","1","2","24","1","151131"
"36807","51","2","6","37","1","15113X"
"36808","131","1","1","49","1","151134"
"36809","91","1","1","25","1","15113X"
"36810","107","1","6","48","1","151199"
"36811","144","1","6","48","1","151121"
"36812","61","1","1","6","1","151131"
"36813","102","1","6","11","1","151121"
"36814","96","2","1","18","1","151150"
"36815","59","1","1","6","1","151121"
"36816","79","1","1","18","1","15113X"
"36817","382","1","1","51","1","151199"
"36818","131","1","1","39","1","151199"
"36819","116","1","1","6","2","15113X"
"36820","37","1","1","37","1","151150"
"36821","184","1","1","19","1","15113X"
"36822","84","2","2","42","1","151141"
"36823","77","1","1","6","1","151122"
"36824","44","1","1","53","13","151150"
"36825","10","2","1","1","1","151150"
"36826","53","1","6","25","1","172070"
"36827","60","2","1","26","1","15113X"
"36828","109","1","6","53","1","151141"
"36829","100","1","6","6","1","151131"
"36830","313","1","1","6","1","151131"
"36831","236","1","1","42","1","151142"
"36832","44","1","1","8","1","151121"
"36833","67","1","1","25","1","151143"
"36834","69","1","1","6","1","151150"
"36835","91","1","1","12","1","15113X"
"36836","93","1","1","39","1","15113X"
"36837","65","1","1","4","1","151199"
"36838","46","1","6","6","1","172061"
"36839","48","1","6","17","1","151121"
"36840","67","1","6","6","1","172070"
"36841","104","1","1","17","1","151150"
"36842","56","1","3","17","1","151134"
"36843","87","2","1","6","1","151134"
"36844","93","1","1","26","1","151131"
"36845","37","1","9","17","2","151199"
"36846","36","2","9","17","2","151150"
"36847","55","1","1","12","1","15113X"
"36848","64","1","1","24","1","151131"
"36849","300","1","1","23","1","172070"
"36850","89","1","1","24","1","15113X"
"36851","121","1","1","53","1","15113X"
"36852","81","1","9","6","1","15113X"
"36853","98","1","1","30","1","151121"
"36854","111","1","1","17","1","151150"
"36855","383","2","6","6","1","172070"
"36856","418","1","6","6","1","172070"
