PWGTP,HISP,WAOB,CIT,SEX,POWSP,RAC1P,SOCP
76,1,1,1,2,51,2,113021
115,1,1,1,2,37,1,151121
55,1,1,1,2,55,1,113021
65,1,1,1,1,55,1,151150
131,1,4,4,1,6,6,151131
71,1,6,4,2,48,2,151141
49,2,1,1,1,6,1,15113X
57,1,1,1,1,11,1,15113X
162,1,1,1,1,48,6,151121
96,1,1,1,1,39,2,151150
103,1,1,1,1,20,1,151131
45,1,4,5,2,25,6,151150
101,1,5,4,1,36,1,151134
114,1,1,1,1,8,1,151131
102,1,1,1,1,25,1,151142
62,2,1,1,1,4,1,151150
83,1,4,4,1,24,6,151199
147,1,1,1,1,37,1,113021
34,1,1,1,1,30,1,151142
57,1,1,1,1,36,1,15113X
253,1,1,1,2,37,1,113021
81,1,1,1,1,36,1,151199
99,1,6,4,1,13,1,172061
65,16,3,4,1,27,1,15113X
115,1,1,1,1,29,1,151150
179,1,1,1,2,42,1,15113X
99,1,1,1,2,42,2,113021
79,1,1,1,1,12,1,15113X
81,1,4,5,2,6,6,15113X
114,1,1,1,1,6,1,151141
61,1,1,1,1,12,1,172061
69,1,4,4,1,48,1,15113X
76,1,1,1,1,13,1,15113X
72,1,1,1,1,25,1,15113X
45,1,1,1,2,12,1,151122
240,1,1,1,1,27,1,172061
101,1,1,1,1,12,1,113021
150,1,1,1,1,20,1,151131
78,1,1,1,1,53,1,151150
83,1,1,1,2,20,1,151134
77,1,5,4,1,6,1,113021
105,1,1,1,1,8,1,15113X
78,1,4,5,1,37,6,15113X
93,1,1,1,1,46,1,151150
61,1,1,1,1,25,1,151141
50,1,1,1,2,6,1,151121
153,19,3,5,1,51,8,151131
112,23,1,1,1,8,8,151199
67,1,1,1,1,39,1,151199
54,1,1,1,1,36,1,172061
48,1,1,1,2,36,1,151141
90,1,1,1,1,36,1,151121
120,1,1,1,1,55,1,151131
46,1,1,1,1,55,2,151199
112,1,1,1,1,48,1,151150
67,1,4,5,1,36,6,151121
217,19,3,5,1,53,1,151142
139,1,1,1,2,39,1,15113X
119,1,1,1,2,39,1,151131
178,1,1,1,1,1,1,151122
90,1,1,1,1,53,1,113021
101,1,1,1,2,18,1,151121
119,1,1,1,1,53,1,151150
63,1,1,1,1,42,1,113021
39,1,1,1,1,37,1,15113X
116,1,1,1,1,36,1,151199
45,1,1,1,1,51,1,15113X
103,1,1,1,1,12,1,151142
63,1,1,1,1,6,1,151131
163,1,1,1,1,42,6,151131
34,1,1,1,1,55,1,151143
52,2,1,1,2,13,1,151134
70,2,3,4,1,6,8,113021
111,1,4,5,1,9,6,151131
380,1,1,1,2,33,1,113021
100,1,1,1,1,26,1,113021
40,1,1,1,1,42,1,151121
103,1,1,1,1,17,1,15113X
86,1,1,1,1,36,1,15113X
95,1,1,1,1,8,1,15113X
116,1,1,1,1,17,1,15113X
392,1,4,4,1,24,1,151122
449,1,4,5,1,24,1,151150
110,1,1,1,1,21,1,15113X
78,1,1,1,1,34,1,151134
186,1,5,4,1,6,1,15113X
61,1,1,1,2,29,1,151121
66,1,4,4,1,6,6,151150
65,1,4,5,2,6,6,151142
53,1,1,1,1,12,1,151142
124,1,1,1,1,4,1,151150
84,1,1,1,1,6,6,15113X
78,1,1,1,1,8,1,151121
151,1,1,1,1,36,1,151121
44,1,1,1,1,53,1,151199
69,1,7,5,1,32,1,15113X
293,1,1,1,1,24,1,151199
124,1,4,4,1,39,6,151131
118,1,1,1,1,5,1,15113X
198,1,1,1,2,12,1,151150
63,1,1,1,1,47,1,15113X
5,1,1,1,1,8,6,151121
53,1,4,4,1,34,6,151199
100,1,1,1,1,37,1,151121
137,1,1,1,1,18,1,15113X
67,1,5,5,1,6,1,15113X
66,1,1,1,1,30,1,15113X
33,1,4,3,1,36,1,151134
49,24,4,3,1,15,6,151143
51,4,3,4,1,12,1,151150
56,1,1,1,1,26,1,15113X
406,1,3,5,1,12,2,151134
77,1,1,1,1,6,1,15113X
228,1,1,1,1,55,1,113021
134,1,1,1,1,36,1,15113X
118,1,1,1,2,24,1,151131
163,1,4,4,2,6,6,15113X
36,1,1,1,2,24,1,113021
67,1,4,5,1,6,6,113021
63,1,4,5,2,6,6,113021
72,11,1,1,1,4,1,151134
48,1,1,1,1,34,1,151134
68,1,4,5,1,4,6,113021
49,1,1,1,1,29,1,151131
79,1,1,1,1,36,1,15113X
87,1,1,1,1,17,6,151121
64,1,1,1,1,48,1,151121
51,1,4,4,1,36,6,113021
65,1,1,1,1,23,1,151150
106,1,1,1,1,4,1,151199
83,1,1,1,1,12,1,151121
83,1,1,1,2,48,1,151199
139,1,1,1,1,50,1,113021
68,1,1,1,2,34,1,151121
58,3,1,1,1,12,1,113021
44,1,4,5,1,37,6,15113X
122,1,1,1,1,28,1,113021
62,1,1,1,2,37,1,113021
79,1,1,1,1,21,1,151142
222,1,1,1,2,8,6,151199
50,1,1,1,1,12,1,151150
68,1,4,4,1,48,6,151121
33,1,1,1,2,47,1,151150
219,1,1,1,1,24,2,151121
89,1,1,1,1,49,1,15113X
220,1,1,1,1,42,1,15113X
209,1,1,1,1,17,1,151143
84,1,1,1,1,26,1,151142
14,1,1,1,1,54,1,151143
62,1,4,4,1,51,1,151199
37,1,1,1,2,55,1,151141
45,1,1,1,1,42,1,151150
76,5,2,2,1,51,1,151150
120,1,1,1,2,17,2,151131
99,1,1,1,1,1,1,113021
489,1,1,1,1,1,1,151143
49,2,1,1,1,6,1,151199
165,1,1,1,1,39,1,113021
140,1,1,1,2,55,1,151199
254,1,1,1,1,27,1,15113X
280,1,5,5,1,13,1,151150
131,1,1,1,2,6,2,151199
114,1,4,4,1,48,6,151122
98,1,1,1,1,29,1,151142
58,1,1,1,1,38,9,113021
205,1,1,1,1,27,1,151142
106,1,1,1,1,17,1,151134
61,1,1,1,1,45,2,151142
164,1,1,1,1,6,1,151121
59,1,1,1,1,6,6,113021
81,1,1,1,2,6,6,113021
344,1,1,1,2,48,1,151199
110,1,1,1,1,48,1,151131
89,1,1,1,1,55,1,151150
129,1,5,4,1,17,1,15113X
102,1,1,1,1,8,1,15113X
62,1,5,4,1,36,1,151121
351,3,1,1,2,37,1,151150
54,1,1,1,1,42,1,151134
93,1,1,1,1,42,1,151122
58,1,1,1,1,53,1,15113X
74,1,1,1,1,25,1,15113X
204,1,4,5,1,13,6,15113X
121,1,1,1,2,36,1,151134
77,1,4,4,1,6,6,151199
112,1,4,4,2,42,6,151121
138,1,1,1,1,18,1,151121
82,1,1,1,1,13,1,15113X
37,1,1,1,2,6,1,151150
86,1,5,5,1,6,1,151150
19,1,1,1,1,42,1,151121
93,1,1,1,1,8,3,151199
72,1,1,1,2,53,1,151121
55,1,1,1,2,12,1,151199
194,1,1,1,1,47,1,15113X
91,16,3,5,1,12,1,151199
53,1,1,1,1,26,1,151199
98,1,1,1,1,19,1,151150
89,1,1,1,2,36,1,15113X
98,1,1,1,1,36,1,151150
101,1,1,1,1,42,1,151131
97,1,1,1,1,20,1,113021
51,1,1,1,1,12,1,151121
177,1,1,1,2,42,1,151199
75,1,1,1,2,39,1,151150
117,1,1,1,2,51,1,151134
96,1,1,1,1,48,1,151131
44,1,1,1,1,25,1,151142
71,4,1,1,1,12,1,151142
163,1,1,1,2,39,2,151121
67,1,1,1,1,9,1,151134
60,1,4,5,1,39,6,15113X
11,1,1,1,2,21,1,151121
126,1,1,1,1,18,1,151121
77,1,1,1,1,25,1,15113X
116,2,1,1,1,6,1,151199
266,1,1,1,1,12,1,151121
100,1,1,1,1,8,1,15113X
73,1,1,1,2,45,1,151121
54,1,1,1,1,53,1,151199
81,1,1,1,1,8,1,151150
34,1,1,1,1,21,1,151150
218,1,1,1,1,17,1,151150
52,1,1,1,2,13,2,151143
170,1,1,1,1,42,1,151199
53,1,1,1,1,6,1,15113X
45,1,1,1,1,34,1,15113X
73,1,4,4,1,51,6,113021
102,1,1,1,2,12,1,151134
87,1,1,1,1,12,1,172061
27,1,1,1,1,53,1,15113X
89,1,1,1,2,55,1,151121
90,1,4,5,1,42,6,151150
69,1,1,1,1,6,6,15113X
53,1,1,1,1,34,1,15113X
43,1,1,1,2,22,1,151150
158,1,6,4,1,24,2,151150
115,2,1,1,1,35,1,15113X
137,1,1,1,2,17,1,151199
61,1,5,4,1,34,1,151121
92,5,1,1,1,36,8,15113X
48,1,1,1,1,42,1,151131
35,1,1,1,1,46,1,151199
26,1,1,1,2,40,1,113021
31,1,1,1,1,17,1,151121
77,1,1,1,1,48,1,151199
61,1,1,1,2,48,2,151150
120,1,1,1,1,55,1,151150
50,1,1,1,1,48,1,113021
42,1,1,1,1,37,1,151199
115,1,1,1,1,48,1,113021
321,1,4,5,1,6,6,15113X
161,1,5,3,1,13,1,151131
52,1,1,1,1,16,1,151131
20,1,1,1,1,1,1,113021
155,3,3,4,1,36,2,15113X
47,1,4,4,1,34,6,113021
112,1,1,1,1,45,1,151150
99,1,1,1,2,26,1,15113X
237,1,1,1,2,19,1,151141
201,1,4,5,1,53,6,151131
102,1,1,1,1,5,1,151199
58,1,5,4,2,12,1,113021
41,1,1,1,1,32,1,151199
63,1,1,1,1,6,1,15113X
95,1,1,1,1,12,1,15113X
162,1,1,1,1,36,1,151199
182,2,1,1,1,6,6,15113X
88,1,4,5,1,6,6,151131
91,1,1,1,1,53,1,15113X
169,1,1,1,1,29,1,151121
159,1,1,1,2,29,1,151150
55,1,1,1,1,32,1,151150
133,1,1,1,1,49,1,151199
118,1,1,1,1,36,1,151121
68,1,4,4,1,6,6,15113X
74,1,1,1,1,25,1,151111
40,1,1,1,1,20,1,151150
93,1,4,4,1,6,6,151131
232,1,4,5,1,6,6,15113X
69,1,1,1,1,25,1,151122
62,1,4,5,1,6,6,15113X
167,1,1,1,1,6,1,151134
83,1,1,1,1,20,1,15113X
108,1,1,1,1,35,1,151143
104,1,1,1,1,37,1,151134
187,1,1,1,1,6,1,151134
37,1,4,4,2,51,6,151141
68,1,1,1,1,17,1,113021
141,1,1,1,1,36,1,151121
183,1,1,1,1,18,1,151142
107,1,5,4,1,13,1,113021
80,1,1,1,1,36,6,113021
79,1,1,1,2,17,1,113021
38,1,4,5,1,44,6,15113X
10,1,1,1,1,47,1,151150
87,1,1,1,1,4,1,151150
41,1,1,1,1,36,1,113021
131,1,6,5,1,6,9,113021
82,1,4,4,2,6,6,15113X
68,1,1,1,2,36,1,15113X
80,1,1,1,2,42,1,151150
46,1,1,1,1,51,1,151122
55,1,1,1,1,25,6,151122
58,1,1,1,1,40,1,151141
42,1,1,1,1,8,1,113021
244,16,3,4,1,6,1,15113X
88,1,1,1,1,25,1,15113X
56,1,1,1,1,12,1,172061
123,1,1,1,1,25,1,151122
103,1,1,1,1,25,1,151131
157,1,4,5,2,42,6,151143
99,1,1,1,1,25,1,15113X
115,1,1,1,2,25,1,151121
58,1,1,1,2,41,1,151142
79,2,3,5,1,6,8,151150
41,1,1,1,2,4,1,15113X
65,1,1,1,1,45,1,151121
63,1,1,1,1,17,1,151142
70,2,1,1,2,48,1,151150
145,2,1,1,1,48,1,151150
53,1,1,1,2,24,6,151111
502,1,1,1,1,19,1,113021
27,1,4,5,1,37,6,151150
77,1,5,4,1,51,1,151143
39,3,2,2,1,21,1,113021
59,1,1,1,1,11,1,151150
45,1,1,1,1,4,1,151199
216,1,1,1,1,42,1,15113X
76,1,6,5,1,41,2,113021
73,1,4,4,1,53,6,15113X
84,1,1,1,1,45,1,151143
73,1,1,1,1,26,1,151199
80,1,4,5,1,6,6,113021
112,1,4,4,2,34,6,15113X
170,1,1,1,1,8,1,15113X
390,1,1,1,1,5,1,151199
102,3,2,2,1,48,1,15113X
119,1,4,5,1,4,6,15113X
91,1,1,1,2,6,1,113021
67,1,1,1,1,6,6,15113X
109,24,1,1,1,8,6,151131
78,1,1,1,1,17,1,151131
55,1,1,1,1,6,1,15113X
132,1,1,1,2,5,1,113021
69,1,1,1,1,6,1,151121
58,1,1,1,2,6,2,113021
46,1,4,4,1,34,6,15113X
43,1,5,3,1,6,1,113021
157,1,1,1,1,17,1,151150
139,1,1,1,1,39,1,151199
196,1,1,1,1,49,1,15113X
97,1,1,1,1,48,2,151121
98,1,1,1,2,48,2,151134
116,1,1,1,1,36,1,151150
71,1,1,1,1,12,1,113021
46,1,4,5,1,48,6,15113X
59,1,4,4,2,48,6,151121
63,1,1,1,1,9,1,151142
96,1,1,1,1,34,1,15113X
43,1,1,1,1,37,1,151150
83,1,1,1,1,39,1,151121
412,1,4,5,1,6,6,15113X
56,1,1,1,1,47,1,151199
45,1,1,1,1,17,1,151121
62,1,1,1,1,25,1,15113X
228,1,1,1,1,6,6,151150
72,1,1,1,1,27,1,151199
47,1,4,4,2,36,6,151134
117,1,1,1,1,42,1,151150
130,1,1,1,1,48,2,151150
96,1,1,1,1,4,1,113021
14,1,1,1,1,37,1,172061
59,1,1,1,2,45,1,113021
94,1,5,4,1,9,1,113021
135,2,3,4,2,9,1,113021
73,1,1,1,2,13,1,151199
88,4,1,1,1,13,1,151150
29,1,1,1,2,19,1,151121
357,1,1,1,2,13,1,113021
41,1,5,4,1,36,1,113021
40,1,5,4,2,36,1,151121
60,1,1,1,1,6,1,151121
64,1,1,1,2,6,1,151121
72,1,1,1,1,48,1,151121
29,23,1,1,1,8,1,15113X
35,1,1,1,1,36,1,113021
63,1,1,1,1,25,1,151121
108,1,1,1,2,21,2,151141
65,8,1,1,2,48,1,15113X
63,1,5,5,1,6,1,151131
93,1,1,1,1,6,1,15113X
105,1,1,1,1,34,1,151150
76,1,4,4,1,11,6,151121
45,1,4,5,2,24,6,151121
33,1,1,1,1,42,1,15113X
63,1,1,1,1,8,1,151131
53,1,1,1,1,47,1,113021
134,1,1,1,1,25,1,15113X
167,1,4,4,1,41,6,151150
117,1,4,5,1,29,6,15113X
110,1,1,1,1,26,1,151150
97,1,1,1,2,26,1,151150
70,1,4,5,2,39,6,15113X
101,1,1,1,1,49,1,151134
64,1,1,1,1,51,1,151121
99,1,3,3,1,37,2,15113X
67,1,1,1,2,44,1,151121
66,1,1,1,1,39,1,151121
152,1,1,1,1,17,1,151150
48,1,5,4,1,48,1,15113X
51,1,1,1,1,18,1,113021
96,1,1,1,1,17,1,151141
202,1,1,1,1,27,1,15113X
115,1,1,1,1,8,1,151131
69,3,1,1,2,26,9,151121
60,1,1,1,1,37,1,151143
79,1,4,4,1,36,6,15113X
61,1,1,1,2,26,1,151199
83,1,1,1,1,51,1,151142
69,1,1,1,2,51,1,15113X
73,1,1,1,1,36,1,151134
18,1,1,1,1,48,1,151131
91,1,4,4,1,6,1,151141
72,1,4,4,2,37,6,15113X
111,1,1,1,1,13,1,151199
96,1,1,1,1,36,1,151121
77,1,1,1,1,24,2,151122
86,1,5,4,1,17,6,151199
73,1,1,1,1,49,9,151150
86,1,5,3,2,12,1,151134
387,1,1,1,1,4,1,151142
26,1,1,1,1,39,1,151131
141,1,1,1,1,10,7,151121
36,1,1,1,1,11,1,15113X
466,1,1,1,1,8,1,151121
81,1,1,1,1,48,1,151131
58,1,1,1,1,12,1,151134
72,1,1,1,1,37,1,15113X
121,1,1,1,1,53,1,151150
100,1,1,1,2,41,1,15113X
29,1,1,1,1,10,1,151121
75,1,1,1,1,12,1,151150
112,1,4,5,1,53,6,15113X
88,1,1,1,1,39,1,15113X
41,1,1,1,1,6,1,151199
68,1,1,1,1,8,1,151131
142,1,1,1,1,20,1,151199
48,1,1,1,1,48,1,151134
118,1,1,1,1,53,1,151199
60,1,4,4,2,36,6,151131
59,1,4,4,1,4,6,15113X
122,1,1,1,1,42,1,151199
68,1,1,1,2,41,1,151199
59,1,1,1,2,13,1,151141
58,3,1,1,1,12,1,151131
34,1,1,1,1,6,1,15113X
132,1,4,4,1,39,6,15113X
110,1,4,4,2,39,6,15113X
77,1,1,1,1,10,1,15113X
105,1,1,1,2,5,1,151199
24,1,1,1,2,27,1,151199
265,1,5,4,2,51,1,151199
61,1,1,1,1,24,1,113021
73,1,4,5,1,4,6,113021
88,1,1,1,1,6,1,151150
115,1,4,5,1,17,6,151121
106,1,1,1,2,36,1,151131
84,1,1,1,1,42,1,15113X
64,1,1,1,2,34,1,151121
110,1,1,1,1,29,1,151143
100,1,1,1,1,26,1,15113X
51,1,4,4,1,48,6,151131
101,1,1,1,1,34,6,151199
70,1,1,1,1,6,1,151121
275,2,3,5,1,6,8,151142
57,1,1,1,2,9,1,151150
59,1,1,1,2,24,1,15113X
17,1,1,1,2,19,1,151134
73,1,1,1,1,9,1,151199
147,1,1,1,2,11,1,15113X
46,1,4,5,1,48,6,151199
106,1,1,1,1,55,9,15113X
127,1,4,4,2,48,6,113021
97,1,1,1,2,51,2,151150
32,1,1,1,1,48,1,151121
19,1,1,1,1,16,1,113021
17,1,1,1,2,18,1,151150
162,2,1,1,1,48,8,151131
156,1,1,1,1,6,1,151121
54,1,1,1,2,48,1,15113X
54,1,1,1,1,48,1,15113X
72,1,1,1,1,45,1,151131
109,1,1,1,1,4,1,15113X
98,4,3,4,1,36,1,151121
63,1,1,1,1,36,1,151131
161,1,4,5,1,26,6,151121
130,1,4,4,1,24,6,172061
162,1,1,1,1,18,1,151150
99,1,1,1,1,8,1,151121
139,1,1,1,1,39,1,113021
38,1,1,1,1,17,1,151199
57,1,4,4,1,17,6,151199
53,1,1,1,1,17,1,15113X
53,1,1,1,1,17,1,15113X
90,1,1,1,1,37,1,113021
65,1,1,1,2,24,2,151121
85,1,1,1,1,53,1,151199
64,1,1,1,1,25,1,151150
108,1,1,1,2,13,1,151199
145,1,1,1,1,26,1,151121
31,1,1,1,1,42,1,151199
152,1,1,1,1,8,1,15113X
71,1,1,1,1,34,1,151131
64,1,4,5,1,25,6,151141
65,1,1,1,2,8,1,15113X
83,2,1,1,1,6,8,151143
98,2,1,1,1,6,8,151150
72,1,4,4,1,48,6,151150
152,1,1,1,1,26,1,15113X
141,1,1,1,1,29,2,151150
131,1,1,1,2,29,2,151121
83,1,1,1,1,36,1,15113X
283,1,4,5,1,6,6,15113X
65,1,1,1,1,25,1,113021
88,1,1,1,1,51,2,151150
90,1,1,1,1,47,1,151199
92,1,1,1,1,6,1,151121
122,3,1,1,2,34,1,151150
65,1,1,1,1,53,1,151199
134,1,1,1,2,17,1,113021
73,1,1,1,1,17,1,151142
96,1,1,1,1,35,1,151121
112,1,1,1,1,55,1,151150
104,1,1,1,2,55,1,151150
246,1,4,4,1,24,6,15113X
58,1,5,3,1,51,2,151122
54,1,1,1,1,37,1,151134
58,1,1,1,1,48,2,151121
90,1,1,1,1,36,1,151121
27,1,4,4,1,42,6,151199
139,1,1,1,1,18,1,151131
75,1,1,1,1,37,1,15113X
113,1,1,1,1,21,2,151143
119,1,1,1,2,21,1,151143
131,1,1,1,1,24,1,151150
44,1,4,5,1,48,6,15113X
40,1,4,5,2,48,6,15113X
127,1,1,1,1,25,1,15113X
74,1,4,4,1,36,6,151150
117,1,6,4,2,23,1,151150
67,1,1,1,1,4,1,151150
73,1,4,4,1,17,6,151134
21,1,1,1,2,37,1,151199
19,1,1,1,1,37,1,15113X
85,1,1,1,1,9,1,15113X
39,1,1,1,1,39,1,172061
60,1,1,1,1,28,1,151199
55,1,1,1,2,26,1,151150
99,1,4,4,2,53,6,15113X
123,1,1,1,1,53,1,15113X
105,1,1,1,2,33,1,151121
131,7,1,1,2,17,1,151121
152,1,1,1,1,26,1,151131
52,7,1,1,1,12,1,15113X
54,1,1,1,1,22,1,15113X
31,1,1,1,1,39,1,151150
217,1,1,1,2,12,1,15113X
86,1,1,1,1,29,2,15113X
415,1,1,1,1,6,1,151134
62,1,1,1,1,18,1,151131
237,1,1,1,2,29,1,15113X
120,1,1,1,1,9,1,15113X
78,1,4,4,1,6,6,151141
86,1,4,5,2,26,6,151131
175,1,4,5,1,53,2,151142
90,1,1,1,1,41,3,151150
57,1,1,1,1,39,1,151150
20,1,1,1,2,53,1,151122
11,1,1,1,1,15,1,151199
76,1,1,1,1,31,1,151131
63,1,1,1,1,31,1,151199
24,1,1,1,1,8,1,113021
70,1,4,5,1,6,6,151121
132,1,4,4,1,36,6,15113X
42,1,1,1,1,12,1,151150
65,1,1,1,1,34,1,15113X
93,1,1,1,1,49,1,151134
77,23,1,1,2,8,1,151141
68,1,1,1,2,51,1,151142
59,1,1,1,1,21,1,15113X
34,1,1,1,1,11,2,151111
95,1,1,1,1,28,1,15113X
227,1,6,4,1,11,2,151150
36,1,4,4,1,11,6,15113X
80,1,1,1,1,47,1,113021
25,1,1,1,2,33,1,113021
100,1,1,1,1,6,1,172061
105,1,1,1,2,25,1,15113X
46,1,1,1,2,24,2,151150
153,1,1,1,2,45,2,151121
77,1,1,1,2,33,1,113021
84,1,5,3,1,25,1,15113X
45,1,1,1,2,27,1,113021
7,1,1,1,1,39,1,113021
49,1,1,1,2,4,1,15113X
69,1,1,1,1,8,1,151150
118,1,4,4,1,6,6,15113X
98,3,1,1,2,36,1,151150
221,1,1,1,1,53,1,151150
40,1,1,1,2,13,1,151141
75,1,1,1,1,31,1,113021
66,1,7,3,2,12,1,151141
99,2,1,1,1,4,1,151150
82,1,1,1,1,42,1,151122
85,1,1,1,1,47,1,151150
65,1,5,4,1,25,1,151131
241,1,1,1,2,29,1,151121
117,1,1,1,1,37,1,113021
55,1,1,1,1,6,1,15113X
57,1,1,1,2,28,1,151199
74,1,1,1,1,6,1,151150
73,1,1,1,1,6,6,15113X
156,1,4,4,1,37,6,113021
179,1,1,1,1,39,6,113021
48,1,1,1,1,1,1,113021
97,1,4,4,1,6,6,151141
38,1,4,5,1,36,6,15113X
32,1,1,1,1,36,1,151121
54,1,1,1,1,30,1,113021
64,1,1,1,2,25,1,151121
57,1,1,1,1,6,1,15113X
15,1,1,1,1,45,1,151131
173,1,1,1,2,34,2,151121
47,1,4,5,1,6,6,15113X
46,1,1,1,1,51,1,15113X
93,1,1,1,2,17,1,113021
165,1,1,1,1,40,1,15113X
33,1,1,1,1,6,2,151141
69,1,1,1,1,37,2,151143
350,1,1,1,1,53,1,151141
69,1,1,1,1,36,1,15113X
122,1,5,5,2,25,1,113021
116,1,4,5,1,48,6,15113X
64,1,1,1,2,6,1,151121
127,1,1,1,2,47,1,151150
395,1,1,1,1,42,1,15113X
328,1,1,1,1,37,1,151150
156,1,1,1,1,40,1,151199
104,1,4,4,1,51,6,151142
98,1,1,1,1,4,1,151199
114,3,1,1,1,48,9,15113X
48,1,1,1,1,49,1,15113X
792,1,1,1,1,29,3,151199
55,1,1,1,1,42,1,151142
53,1,1,1,1,48,1,151150
103,1,1,1,2,6,6,151199
126,1,4,3,2,25,1,113021
43,1,1,1,1,21,1,113021
133,1,1,1,1,17,1,113021
64,1,1,1,1,42,1,151199
84,1,1,1,1,6,1,15113X
69,1,1,1,2,6,1,15113X
74,1,1,1,1,37,2,151199
116,1,1,1,1,25,1,151150
446,1,1,1,1,8,1,151134
104,1,1,1,1,49,1,151131
188,1,1,1,1,51,1,15113X
62,1,1,1,1,17,1,15113X
135,1,1,1,1,6,1,172061
68,1,4,4,2,6,6,172061
240,1,4,5,1,27,6,151150
283,1,4,5,1,27,6,15113X
45,1,1,1,1,27,1,151199
68,1,1,1,2,39,1,113021
45,1,1,1,1,55,1,151142
70,1,1,1,2,36,1,113021
65,1,4,4,1,6,6,151142
46,1,1,1,1,19,1,15113X
67,1,1,1,1,6,1,151111
34,1,1,1,2,27,1,151150
70,1,1,1,2,29,1,113021
91,1,1,1,2,29,1,15113X
231,1,4,5,1,6,6,151131
242,1,2,2,1,8,6,151199
42,1,1,1,1,16,1,151142
100,1,1,1,1,53,1,151150
19,1,1,1,1,46,1,151142
208,1,4,4,2,24,6,15113X
19,1,1,1,1,27,1,151131
25,1,1,1,2,36,1,151142
68,1,5,5,1,12,1,151150
65,1,1,1,1,4,1,151150
73,1,4,5,1,6,6,15113X
68,1,1,1,1,48,1,151199
92,1,1,1,2,34,1,151199
41,1,1,1,1,13,1,113021
69,1,1,1,1,12,1,15113X
42,1,1,1,1,48,1,151121
65,1,4,5,1,37,6,15113X
62,1,1,1,2,24,2,151199
238,1,4,5,1,36,9,15113X
106,1,1,1,2,17,1,151150
93,1,3,4,2,36,2,151121
91,1,4,5,1,17,6,151199
116,1,1,1,1,39,1,15113X
125,1,1,1,1,34,6,151150
113,1,3,4,2,12,1,151150
100,1,1,1,2,53,1,151121
91,1,1,1,1,25,1,15113X
86,17,3,4,2,25,1,15113X
24,1,1,1,1,34,1,15113X
101,1,1,1,2,17,1,151122
80,1,4,4,1,48,6,15113X
145,3,1,1,1,13,1,113021
47,1,1,1,2,13,1,151150
45,1,1,1,1,10,9,15113X
26,1,1,1,1,48,1,151150
84,1,1,1,1,15,9,15113X
127,1,5,5,1,36,1,151131
32,1,1,1,1,6,1,113021
96,1,1,1,1,39,1,151131
140,1,1,1,1,51,1,15113X
116,1,1,1,2,51,1,15113X
154,1,1,1,1,6,2,151199
61,1,5,5,1,36,1,151142
250,1,4,4,1,32,6,151199
75,1,1,1,2,39,1,151141
341,1,1,1,1,45,1,15113X
70,1,4,4,1,6,6,113021
111,16,1,1,1,12,1,151199
249,1,1,1,1,6,2,151121
100,1,1,1,1,12,1,151142
126,1,1,1,1,36,1,113021
36,1,1,1,2,47,1,151131
81,1,4,4,2,25,6,15113X
158,3,1,1,1,13,1,151199
76,1,4,4,1,17,1,151131
113,1,4,5,1,48,6,151150
68,1,1,1,2,13,1,151150
60,1,1,1,1,13,1,151150
55,1,1,1,1,36,1,151199
57,1,1,1,1,36,1,113021
70,1,1,1,2,39,1,151134
63,1,1,1,1,51,1,151150
74,1,4,5,2,45,6,15113X
25,1,1,1,1,34,1,113021
58,1,1,1,1,47,2,151150
30,1,4,4,1,27,6,113021
70,1,1,1,2,47,1,151134
43,1,1,1,1,34,1,151150
72,1,1,1,2,11,1,113021
55,1,1,1,1,48,1,151142
153,2,1,1,1,6,9,151134
116,1,1,1,1,48,1,113021
47,1,1,1,1,51,1,151150
160,1,1,1,2,51,2,15113X
220,1,1,1,2,51,2,15113X
90,1,1,1,1,12,1,151199
38,1,5,5,1,25,1,151150
83,1,1,1,1,25,1,151121
172,1,1,1,1,18,1,151131
55,1,4,4,1,36,6,151121
216,1,1,1,1,42,1,151150
71,1,4,5,1,6,6,15113X
98,1,4,5,1,6,6,15113X
128,1,4,5,1,13,6,151121
140,1,4,5,1,47,6,113021
76,1,4,5,1,6,6,15113X
76,1,1,1,1,9,1,151131
122,23,1,1,1,35,1,15113X
63,1,1,1,2,48,1,151121
97,1,1,1,1,51,1,151122
131,1,5,4,1,26,1,151199
61,1,1,1,1,12,1,151142
134,1,1,1,2,18,1,113021
117,1,1,1,1,18,1,151134
125,1,1,1,2,25,1,15113X
138,2,1,1,1,48,1,15113X
112,1,1,1,1,39,1,151134
64,1,4,5,1,13,6,15113X
70,1,1,1,1,51,1,151134
101,1,4,5,1,47,6,15113X
39,1,4,4,1,36,6,151199
61,1,1,1,1,12,1,151142
58,1,1,1,1,6,1,15113X
81,1,1,1,1,6,1,151199
49,1,1,1,1,6,1,15113X
112,1,1,1,1,41,1,151131
220,1,1,1,2,6,1,151121
62,1,5,5,1,51,1,15113X
122,1,8,5,1,36,1,151143
61,1,1,1,1,18,1,15113X
174,1,1,1,1,25,1,15113X
133,1,1,1,1,17,1,113021
104,1,1,1,2,53,1,151150
120,1,1,1,2,12,1,151199
24,1,1,1,1,25,1,15113X
48,1,1,1,1,29,1,15113X
81,1,1,1,1,24,2,151143
94,1,4,5,1,42,6,151199
126,1,4,5,1,6,6,113021
215,1,1,1,2,47,1,151199
154,1,1,1,1,53,1,151150
18,1,1,1,1,39,1,113021
103,1,4,4,1,34,6,151141
75,1,1,1,1,42,1,151121
107,1,4,5,1,53,6,151141
68,2,1,1,1,48,1,15113X
