PWGTP,HISP,WAOB,CIT,SEX,POWSP,RAC1P,SOCP
130,3,1,1,2,34,1,151199
125,1,1,1,1,44,1,151142
61,1,1,1,1,53,1,113021
175,1,4,4,2,6,6,151131
43,1,1,1,1,36,8,151121
139,1,1,1,1,27,1,151199
139,1,1,1,1,39,1,151121
54,1,1,1,2,39,1,151121
106,1,1,1,1,48,1,113021
134,1,4,4,1,25,6,15113X
50,1,4,4,1,34,6,15113X
76,1,4,5,1,31,6,15113X
67,1,1,1,2,1,1,151131
113,1,1,1,1,48,2,15113X
40,1,1,1,1,24,1,15113X
108,1,1,1,1,15,1,151142
99,1,1,1,2,6,1,151121
61,1,1,1,2,20,1,113021
20,1,1,1,1,37,9,15113X
41,1,1,1,1,1,1,151150
69,1,1,1,1,39,1,15113X
86,1,1,1,1,34,1,151150
189,2,1,1,1,6,1,151150
82,1,1,1,1,4,1,151150
68,1,1,1,1,6,1,151111
56,1,1,1,2,6,6,151111
137,1,1,1,2,36,1,151150
69,1,1,1,1,41,1,151131
82,1,4,5,1,53,6,151121
67,1,4,5,2,53,6,151121
184,1,1,1,1,18,1,151150
31,1,1,1,1,26,1,113021
109,1,1,1,2,19,1,113021
58,1,4,5,1,36,6,15113X
79,1,4,4,1,25,6,15113X
83,1,4,4,1,36,6,151111
464,1,1,1,1,29,1,15113X
70,1,1,1,1,25,1,151150
58,1,4,3,1,32,9,113021
99,1,4,4,2,11,6,15113X
74,1,1,1,1,33,1,151150
67,1,1,1,1,8,1,15113X
109,1,4,5,1,6,6,15113X
76,1,1,1,1,33,1,151199
37,1,1,1,1,51,1,151141
102,1,1,1,1,33,1,151150
162,1,1,1,1,53,1,15113X
71,1,1,1,1,47,1,151131
91,1,1,1,1,42,1,15113X
77,1,4,4,1,24,6,15113X
142,1,1,1,1,21,1,151150
54,1,7,4,1,24,1,113021
81,1,5,5,1,12,1,113021
43,1,7,3,1,51,1,15113X
131,1,4,5,1,9,6,15113X
152,1,1,1,1,29,1,151142
62,1,1,1,1,6,1,151199
80,1,4,5,1,48,6,15113X
97,1,4,5,2,48,6,15113X
45,1,1,1,1,36,1,151150
41,1,1,1,2,27,2,151134
63,1,1,1,1,24,1,151131
62,1,1,1,1,42,1,151142
75,1,1,1,2,13,1,151199
87,1,1,1,2,36,1,113021
128,1,1,1,1,33,2,113021
66,1,1,1,2,17,1,151199
58,1,1,1,1,42,1,151121
17,1,4,4,1,13,6,151121
110,1,1,1,1,42,1,15113X
65,1,1,1,2,37,1,151150
105,1,1,1,2,37,2,151121
60,1,1,1,1,34,1,113021
76,1,1,1,2,47,9,151199
83,1,1,1,1,51,1,151199
66,1,1,1,1,34,1,113021
174,1,1,1,2,17,1,151121
49,1,1,1,1,41,1,15113X
72,1,6,5,2,4,1,15113X
118,1,1,1,1,39,1,151121
127,1,1,1,2,53,1,113021
92,1,1,1,1,12,1,113021
196,1,1,1,2,6,1,151121
54,3,2,2,2,12,1,15113X
51,15,3,5,1,12,1,15113X
131,1,1,1,1,34,1,15113X
97,1,1,1,1,51,1,151121
36,1,1,1,1,39,1,15113X
52,1,1,1,2,6,1,151121
96,1,1,1,2,29,1,151121
27,1,1,1,1,31,1,151199
55,1,1,1,1,36,6,15113X
121,1,1,1,1,53,1,15113X
131,1,1,1,1,17,1,151142
71,1,1,1,1,37,1,151150
4,1,1,1,1,6,6,15113X
67,1,1,1,1,39,1,113021
429,1,1,1,1,49,1,15113X
69,1,1,1,2,18,1,151199
73,1,1,1,2,6,1,15113X
61,23,1,1,1,41,1,15113X
137,1,1,1,1,25,1,113021
304,1,1,1,1,55,1,151134
134,1,4,4,1,13,6,151121
72,1,1,1,2,34,1,15113X
65,1,1,1,1,12,1,15113X
43,1,1,1,1,50,1,113021
63,1,1,1,1,6,6,151142
46,1,4,4,1,34,9,151150
161,1,1,1,1,16,1,151131
34,1,1,1,1,34,1,151142
67,1,1,1,2,48,2,151150
86,1,1,1,2,17,1,113021
182,1,1,1,1,31,1,15113X
66,1,1,1,1,24,1,113021
20,3,1,1,1,24,1,151199
182,1,1,1,1,8,1,151143
81,1,1,1,1,48,1,151199
63,1,1,1,2,8,1,151134
26,3,2,2,1,12,1,15113X
63,1,4,4,1,6,6,113021
113,1,1,1,1,51,1,151199
14,1,1,1,2,17,6,151121
16,1,1,1,2,5,1,113021
47,1,4,5,1,48,6,151121
130,1,1,1,1,42,1,151131
30,1,1,1,1,49,1,151134
57,1,4,5,2,37,6,15113X
112,1,1,1,1,36,6,15113X
111,1,1,1,1,6,9,15113X
144,1,1,1,1,47,1,151142
100,1,1,1,2,53,1,113021
126,1,1,1,2,29,1,151199
98,1,1,1,1,27,1,151150
62,1,5,4,1,6,1,15113X
88,4,1,1,1,4,1,151142
324,1,1,1,1,2,1,151150
100,1,1,1,1,8,1,151142
74,1,1,1,2,8,1,151199
51,1,1,1,1,11,1,151150
37,1,5,4,2,8,1,15113X
38,2,3,4,1,6,1,151122
196,1,1,1,1,42,9,15113X
129,1,1,1,2,6,7,113021
74,1,1,1,2,42,1,151131
45,1,1,1,1,42,1,151150
146,1,1,1,2,6,1,151199
66,1,1,1,1,6,9,151122
132,1,1,1,1,36,9,151142
62,1,1,1,2,24,1,151199
49,1,1,1,1,39,1,151199
102,1,1,1,1,48,1,15113X
78,1,4,4,1,29,1,151131
66,1,1,1,2,12,1,113021
161,1,1,1,1,33,1,15113X
57,1,1,1,1,9,1,151150
108,1,1,1,1,37,1,113021
65,1,1,1,1,53,1,151150
74,2,1,1,2,48,1,113021
211,1,5,5,1,4,1,15113X
166,1,1,1,1,39,1,151142
151,1,4,5,1,51,6,15113X
81,1,1,1,2,41,1,151134
71,1,1,1,2,36,1,113021
227,1,1,1,1,48,1,15113X
51,1,1,1,2,37,1,151150
90,1,1,1,1,51,1,151143
72,1,1,1,1,48,1,151199
174,1,1,1,1,53,1,151121
107,2,1,1,1,48,1,151142
112,1,1,1,1,6,1,151142
38,1,1,1,1,37,1,151199
69,1,1,1,1,47,1,151121
66,3,2,2,1,24,2,151142
40,1,1,1,1,39,1,151111
45,1,1,1,1,23,1,151121
85,1,1,1,1,50,1,151199
85,1,1,1,1,50,1,151199
214,1,1,1,1,27,1,151199
110,1,1,1,2,12,1,15113X
22,1,1,1,1,49,1,151150
60,2,3,4,2,48,1,151150
49,3,1,1,1,36,1,151142
57,1,1,1,1,53,1,113021
85,1,4,5,1,6,6,15113X
222,1,1,1,1,55,1,151134
87,1,1,1,1,41,1,151150
166,1,1,1,1,55,1,15113X
213,1,1,1,1,55,1,15113X
233,1,1,1,1,39,1,151131
223,1,1,1,2,39,1,151134
100,1,1,1,1,36,1,15113X
109,1,1,1,2,51,1,15113X
99,1,1,1,2,37,1,151141
90,1,1,1,1,6,1,151134
222,1,1,1,1,48,1,151134
73,1,1,1,1,12,1,151131
57,1,1,1,2,31,1,151131
84,1,5,3,1,29,1,151141
79,1,1,1,2,39,1,15113X
84,1,1,1,1,48,1,15113X
170,1,1,1,1,6,1,151121
205,1,1,1,1,31,1,151121
254,1,1,1,1,29,2,151199
135,1,1,1,1,49,1,151150
90,1,1,1,1,53,1,15113X
184,15,3,5,1,37,1,151150
20,1,1,1,1,8,9,151142
102,1,1,1,1,25,1,15113X
41,1,4,4,2,6,6,151143
33,1,1,1,1,6,1,151131
99,1,4,4,1,6,6,151131
87,1,1,1,1,25,1,151199
37,1,2,2,1,32,7,113021
61,1,1,1,1,17,1,15113X
101,1,4,5,1,48,6,113021
113,1,1,1,1,48,1,151131
147,1,1,1,1,33,1,113021
137,1,5,3,2,33,1,151199
194,2,3,4,1,40,1,151131
48,1,5,4,2,12,9,151134
146,1,1,1,1,42,1,151143
51,1,1,1,1,12,1,151199
54,1,5,4,1,44,1,151131
51,1,1,1,2,4,1,15113X
64,1,1,1,1,25,6,151199
259,1,1,1,1,8,1,15113X
155,1,1,1,2,46,1,151121
101,1,1,1,1,27,1,151143
61,1,1,1,1,36,1,113021
86,1,1,1,1,55,1,151150
142,1,1,1,1,23,1,151150
286,1,1,1,1,22,1,151131
78,1,1,1,1,19,1,15113X
69,4,3,4,1,12,1,151199
143,1,1,1,1,41,1,151134
69,1,1,1,1,6,1,15113X
75,1,1,1,2,48,1,15113X
49,1,1,1,1,48,1,151131
111,1,1,1,1,9,1,151121
68,1,1,1,1,17,2,151199
37,1,4,4,1,34,6,151131
247,1,1,1,2,13,2,15113X
83,1,1,1,1,25,1,151121
226,1,1,1,2,34,1,151142
85,1,4,5,1,36,6,15113X
86,1,4,5,2,36,6,151199
85,1,1,1,2,17,1,151150
95,1,1,1,1,6,1,151122
122,1,1,1,1,8,1,151142
63,1,1,1,1,4,1,151143
133,1,6,5,2,36,1,151134
73,1,1,1,1,13,1,151131
69,1,1,1,2,32,1,151199
61,1,1,1,1,34,1,15113X
76,1,4,4,1,51,6,151150
146,1,1,1,1,8,1,15113X
130,1,1,1,2,10,1,15113X
102,1,1,1,1,34,1,15113X
57,1,1,1,2,6,1,151150
464,1,1,1,1,41,1,151150
100,1,1,1,2,26,1,151199
84,2,1,1,2,6,1,151150
71,1,1,1,2,37,1,151134
74,1,1,1,1,25,1,15113X
64,1,1,1,2,25,6,151131
39,1,1,1,2,48,1,151131
39,1,5,4,1,34,1,113021
682,1,4,5,1,27,6,151199
81,1,1,1,1,51,1,151121
28,1,1,1,1,34,1,151131
15,1,1,1,2,39,1,151121
221,1,1,1,1,40,2,151199
49,1,1,1,1,24,1,113021
67,1,4,4,1,25,1,151150
220,1,1,1,1,39,1,151122
35,1,1,1,2,41,1,151134
106,1,1,1,1,48,1,15113X
35,1,1,1,2,25,1,151199
15,1,1,1,2,36,1,151121
16,1,1,1,1,36,1,113021
247,1,4,5,1,53,6,151111
271,1,1,1,1,13,1,113021
78,1,3,5,1,33,8,151150
70,1,1,1,1,41,1,15113X
71,1,4,5,1,6,6,15113X
105,1,1,1,1,1,1,151131
112,1,4,5,2,6,6,151131
105,1,4,5,2,9,6,15113X
68,1,1,1,1,49,1,151122
152,1,4,4,1,6,6,113021
59,1,2,2,1,9,6,151150
46,1,1,1,1,4,1,151122
183,1,4,4,2,6,6,151121
106,1,1,1,1,36,6,113021
63,1,1,1,2,49,1,113021
93,1,5,5,1,26,1,113021
22,1,1,1,1,37,1,151150
139,1,1,1,1,8,1,151134
106,1,1,1,1,36,1,113021
69,1,1,1,1,41,1,151121
565,1,1,1,2,38,1,151150
101,1,1,1,2,37,1,113021
105,1,1,1,2,32,2,151122
47,1,5,3,1,51,1,151142
122,1,1,1,2,39,1,113021
129,1,1,1,1,42,1,113021
97,1,1,1,1,12,9,15113X
119,1,1,1,1,25,9,151121
152,1,1,1,1,4,1,151134
213,1,4,5,1,48,6,151121
65,1,4,4,1,6,6,151131
72,1,1,1,1,36,2,151131
99,1,1,1,1,16,1,113021
60,1,1,1,1,12,1,113021
102,1,4,5,1,13,6,151143
106,1,7,4,1,53,6,15113X
198,1,1,1,1,6,1,151131
73,1,1,1,1,26,1,151131
85,1,1,1,1,48,1,151199
224,3,2,2,1,24,1,172061
106,1,4,5,2,51,6,15113X
75,1,5,4,1,17,1,113021
114,1,1,1,1,41,1,15113X
55,17,3,4,1,20,1,15113X
517,1,1,1,1,48,2,151150
81,3,2,2,1,12,1,151150
685,1,1,1,1,40,1,151121
94,1,1,1,1,26,1,151121
60,1,1,1,1,5,1,151121
43,1,5,4,1,12,1,113021
169,1,1,1,1,48,9,151131
68,1,4,3,1,36,6,151142
50,1,1,1,1,34,6,15113X
74,1,1,1,2,32,1,151142
326,1,1,1,1,55,1,113021
59,1,4,5,1,24,6,151199
111,1,1,1,2,6,1,15113X
60,1,4,5,1,53,6,15113X
152,1,1,1,2,21,1,151150
83,2,1,1,1,41,1,151134
108,1,1,1,1,42,1,113021
99,1,4,5,1,6,6,15113X
33,1,1,1,1,36,1,151199
145,1,1,1,1,45,1,151150
84,1,1,1,1,51,1,151142
21,1,4,4,1,53,6,151122
133,1,1,1,2,39,1,151199
35,1,1,1,1,53,1,151143
83,1,7,5,1,6,6,151121
101,1,4,4,2,6,6,151121
85,1,1,1,1,36,1,151121
67,1,1,1,2,6,1,151131
139,1,1,1,1,51,2,151142
75,1,1,1,1,36,1,15113X
66,1,1,1,1,36,1,151121
96,1,1,1,1,53,1,15113X
75,1,1,1,2,33,1,151121
101,1,4,5,1,51,6,15113X
84,3,1,1,1,8,1,113021
64,1,1,1,1,53,1,15113X
101,1,1,1,1,41,1,15113X
101,1,1,1,1,6,1,151150
85,1,1,1,1,36,2,15113X
54,1,1,1,1,44,1,15113X
64,1,1,1,1,8,1,15113X
81,1,1,1,1,39,1,151199
52,1,1,1,1,32,1,113021
78,1,1,1,1,6,1,15113X
60,1,1,1,2,34,1,151199
145,1,1,1,2,6,1,151143
140,1,1,1,1,48,1,15113X
50,1,1,1,1,32,1,151143
56,1,1,1,2,53,1,151199
64,1,1,1,1,53,1,151199
72,1,4,5,2,36,6,113021
65,1,4,5,1,9,6,151150
68,1,1,1,1,39,1,15113X
67,1,1,1,1,24,1,151121
62,1,1,1,1,48,6,15113X
226,1,1,1,1,27,1,151131
112,1,1,1,2,39,1,15113X
60,1,4,4,1,48,6,151143
10,1,1,1,1,36,1,151150
52,1,4,5,1,34,6,15113X
59,1,4,5,2,34,6,15113X
46,1,1,1,2,13,1,113021
256,1,1,1,1,12,1,113021
121,1,1,1,2,37,1,151121
21,1,1,1,1,13,1,151142
105,1,1,1,2,37,2,151150
66,1,1,1,2,56,1,151199
59,1,1,1,1,25,1,15113X
87,1,1,1,2,24,1,151131
161,1,1,1,1,53,1,113021
57,1,1,1,1,45,1,151131
59,1,1,1,1,8,1,15113X
49,6,3,5,1,12,1,15113X
70,1,4,4,1,34,6,151131
61,1,1,1,1,37,1,151150
67,1,1,1,2,51,1,113021
118,1,5,5,1,34,1,151150
103,1,4,5,1,6,6,15113X
252,1,1,1,1,12,1,151150
106,1,1,1,1,40,1,151199
77,2,1,1,1,6,1,151122
43,1,1,1,1,12,1,151131
79,16,3,4,1,11,1,15113X
60,1,5,5,1,12,1,151150
61,1,1,1,1,25,1,113021
176,1,4,5,1,24,6,151150
78,1,5,5,1,53,1,15113X
111,1,1,1,1,27,1,151134
116,1,1,1,2,6,1,151150
70,1,5,4,1,53,1,15113X
158,1,4,5,1,36,6,15113X
93,1,1,1,1,13,1,15113X
84,1,1,1,1,26,1,151199
143,1,4,4,1,48,6,15113X
127,1,1,1,1,12,1,151199
232,1,1,1,1,39,1,151199
61,1,1,1,1,49,1,151122
44,1,1,1,1,13,1,151199
94,1,1,1,1,51,1,113021
85,1,1,1,1,6,1,151131
261,1,1,1,2,13,2,151141
112,1,1,1,1,20,1,151141
48,1,4,5,1,36,6,113021
50,1,4,5,2,34,6,151121
59,1,1,1,1,48,6,15113X
32,1,1,1,1,27,1,151131
36,1,1,1,1,13,1,15113X
40,1,1,1,2,1,1,151121
65,1,1,1,1,35,1,15113X
87,1,4,5,1,39,1,151150
68,1,1,1,2,8,1,113021
57,2,1,1,1,48,1,151131
150,1,4,5,1,6,6,15113X
55,1,1,1,1,48,1,151131
121,1,1,1,2,24,2,113021
74,1,1,1,1,4,1,151121
323,1,1,1,2,24,1,151142
82,1,1,1,1,29,1,151150
68,1,4,4,1,34,6,151131
101,1,1,1,1,51,1,151150
88,1,1,1,1,51,1,15113X
97,1,4,5,1,6,1,151121
96,1,4,5,1,25,6,151121
31,1,1,1,2,24,1,113021
42,1,1,1,1,8,1,151121
63,1,1,1,2,51,6,15113X
53,1,4,4,1,6,6,113021
87,1,1,1,1,24,1,151121
49,1,1,1,2,24,1,113021
55,1,1,1,1,25,1,113021
98,1,4,5,2,9,6,151131
138,1,1,1,1,48,1,15113X
83,1,4,5,1,53,6,15113X
15,1,4,5,1,48,6,15113X
70,1,1,1,1,49,1,151142
46,1,1,1,1,25,9,113021
126,1,1,1,2,17,1,151121
192,1,1,1,1,12,1,113021
102,1,1,1,2,24,2,151141
121,1,4,5,1,48,6,151131
151,1,1,1,1,55,1,151134
120,1,1,1,1,37,1,151150
115,1,1,1,1,37,1,151121
62,1,1,1,1,37,1,15113X
311,1,1,1,1,25,1,15113X
274,1,1,1,2,25,1,15113X
63,1,1,1,2,51,2,151150
66,1,1,1,1,51,2,151143
103,1,1,1,2,6,1,113021
85,1,4,5,1,41,6,151150
85,1,1,1,1,11,2,151150
105,1,1,1,1,5,1,151199
133,1,1,1,1,29,1,151131
11,1,1,1,1,17,9,151121
10,1,1,1,2,17,1,151150
59,1,1,1,1,36,6,151131
84,1,1,1,1,26,1,151199
124,1,1,1,1,8,1,151199
94,1,1,1,1,27,1,15113X
71,1,1,1,1,24,2,113021
129,1,1,1,1,41,1,15113X
72,1,1,1,1,13,1,113021
117,1,4,5,1,36,6,151131
78,1,1,1,2,31,1,151199
187,1,4,4,1,29,6,113021
65,1,4,5,1,51,6,15113X
242,1,1,1,1,48,6,151150
69,1,1,1,1,25,1,15113X
151,1,4,4,2,39,6,15113X
153,24,1,1,1,31,1,15113X
140,1,1,1,2,31,1,15113X
53,1,4,4,2,6,6,151131
64,1,4,4,1,36,6,151143
68,1,1,1,1,18,1,151150
223,1,1,1,1,21,1,151131
95,1,1,1,1,31,1,151199
94,4,1,1,1,6,8,151121
60,1,4,4,1,37,6,151134
148,1,1,1,2,36,1,151150
67,1,1,1,1,17,1,151141
312,1,1,1,2,54,1,151199
90,1,1,1,1,51,1,15113X
104,1,1,1,1,53,1,15113X
131,1,4,4,1,17,6,151199
142,1,4,4,2,17,6,151199
86,1,4,4,1,11,9,151199
11,1,1,1,1,20,1,151131
78,1,1,1,2,4,1,15113X
44,1,1,1,2,42,1,151150
60,1,1,1,1,4,1,15113X
139,1,4,5,1,4,6,151131
72,1,7,5,1,13,1,151131
34,1,1,1,2,25,1,151199
195,1,1,1,1,53,1,151131
40,1,1,1,1,24,1,172061
42,1,1,1,1,55,1,172061
41,1,1,1,1,17,1,151199
43,1,1,1,2,36,1,15113X
59,1,1,1,1,53,1,15113X
46,1,1,1,2,26,1,151143
64,1,1,1,1,26,1,151199
49,1,1,1,1,12,1,151121
143,1,4,4,1,6,6,15113X
54,1,1,1,1,8,6,15113X
321,1,1,1,1,8,1,15113X
80,1,1,1,2,11,2,15113X
114,1,1,1,1,24,1,151121
88,1,4,5,1,17,6,151143
37,1,5,5,1,12,1,151150
77,1,1,1,1,29,1,151134
40,1,1,1,1,41,2,151141
61,1,1,1,1,4,1,151142
49,1,2,2,1,12,1,151199
44,1,1,1,1,29,1,15113X
59,1,1,1,1,29,1,151150
99,1,1,1,1,21,1,151121
82,1,1,1,1,12,1,113021
134,1,4,5,1,48,6,15113X
129,1,1,1,1,37,1,151150
159,1,4,3,2,36,9,113021
106,1,1,1,1,41,1,15113X
57,1,1,1,1,12,1,151150
111,1,1,1,1,39,1,15113X
269,1,1,1,2,36,1,151121
147,1,1,1,1,45,1,151142
72,1,5,5,1,12,1,151142
95,1,1,1,1,47,1,151199
19,1,1,1,2,24,1,151121
44,1,1,1,1,1,1,15113X
77,2,1,1,1,22,9,151199
56,1,1,1,1,51,1,113021
220,1,6,5,1,25,2,15113X
70,1,5,4,2,17,1,151131
84,1,3,4,1,13,2,113021
221,1,5,4,2,55,1,151131
110,1,1,1,1,25,1,15113X
98,1,1,1,1,12,1,113021
284,1,4,5,1,34,6,151150
190,1,1,1,1,55,1,151134
108,1,1,1,2,13,1,113021
204,1,4,5,1,6,6,15113X
73,1,1,1,1,6,1,151150
212,1,1,1,2,50,1,113021
88,1,1,1,1,6,1,151121
78,1,1,1,2,19,1,151134
39,1,1,1,1,39,1,172061
82,1,4,4,1,34,6,151131
124,1,1,1,2,5,1,113021
113,1,1,1,1,10,1,113021
20,2,1,1,2,24,1,151121
74,1,1,1,1,18,1,151131
131,1,1,1,1,48,2,15113X
37,1,5,5,1,48,1,15113X
68,1,1,1,1,48,1,151131
198,1,1,1,1,25,1,151143
66,1,1,1,1,39,2,151142
65,1,5,4,1,17,1,151143
100,1,1,1,1,37,1,151142
46,1,4,4,2,51,6,151141
71,1,4,4,1,11,6,172061
183,1,1,1,1,48,1,15113X
115,1,1,1,1,53,1,151142
443,1,1,1,1,26,1,151141
156,1,1,1,1,18,1,151150
97,1,1,1,1,12,1,15113X
149,1,1,1,1,13,1,113021
89,1,1,1,1,56,1,113021
172,1,4,5,1,13,6,15113X
57,1,4,5,1,6,6,15113X
94,1,4,5,1,48,6,15113X
102,1,4,5,2,6,6,15113X
51,1,1,1,1,48,2,15113X
53,1,1,1,1,48,2,151122
48,1,1,1,1,42,1,151150
43,1,1,1,1,6,1,151199
129,1,1,1,1,41,1,15113X
10,1,1,1,1,18,1,151131
92,1,1,1,1,36,6,113021
32,1,1,1,1,20,1,15113X
89,1,1,1,1,13,1,151121
116,1,4,4,1,37,1,151143
62,1,1,1,1,6,9,113021
79,1,1,1,1,42,1,151134
108,1,1,1,1,36,1,151142
73,1,4,5,2,8,6,15113X
40,1,5,5,1,36,1,15113X
70,1,1,1,1,39,1,151142
130,1,2,2,2,24,6,15113X
63,1,1,1,1,6,1,151150
117,1,1,1,2,34,1,113021
112,1,1,1,1,36,1,151131
307,1,4,3,1,34,6,15113X
87,1,1,1,1,35,1,151143
168,1,1,1,2,36,1,151134
135,1,1,1,1,12,1,151150
75,1,1,1,1,12,1,15113X
103,1,1,1,2,6,1,113021
64,1,1,1,1,37,1,113021
90,1,1,1,1,34,1,151142
123,6,3,4,1,48,1,113021
147,1,1,1,1,49,1,151131
38,1,5,4,1,9,1,15113X
56,1,1,1,1,12,1,113021
51,1,1,1,1,16,1,151131
71,1,1,1,1,29,6,151142
119,1,1,1,2,55,1,151199
69,1,1,1,1,35,1,15113X
58,1,4,5,1,6,6,151199
170,1,1,1,1,29,1,113021
66,1,1,1,1,6,1,15113X
76,1,4,4,1,6,6,113021
90,1,1,1,1,42,1,151131
106,1,1,1,1,12,1,151199
25,1,1,1,2,27,1,151142
220,1,1,1,1,12,1,151199
76,2,1,1,1,6,1,151150
203,1,1,1,2,19,1,15113X
26,1,1,1,1,51,2,151143
126,1,1,1,1,26,1,15113X
159,1,1,1,2,42,1,151150
62,1,1,1,2,48,1,151121
63,1,1,1,1,12,1,151131
33,1,1,1,1,17,1,151150
142,1,1,1,1,18,1,151134
64,1,1,1,1,25,1,151131
78,1,1,1,1,25,1,151142
46,1,1,1,1,24,1,151199
154,1,1,1,2,51,2,151199
165,1,1,1,1,53,1,151121
90,1,1,1,1,8,1,15113X
81,1,1,1,1,12,1,151150
109,1,1,1,1,13,1,151199
48,1,1,1,2,12,1,151141
173,16,3,5,1,34,1,151199
119,1,1,1,1,29,1,113021
148,1,1,1,2,1,2,151121
65,1,1,1,1,27,1,15113X
72,1,1,1,1,11,1,151121
96,1,1,1,1,25,6,113021
66,1,1,1,1,51,1,151142
159,1,1,1,2,47,2,113021
69,1,3,4,2,24,2,151199
124,1,4,5,1,13,6,151150
83,1,1,1,1,10,1,151199
44,1,1,1,1,34,1,151142
38,1,1,1,2,48,1,15113X
60,1,4,5,1,34,6,151121
268,1,1,1,1,12,1,151122
115,1,4,5,1,25,6,15113X
137,1,1,1,2,42,1,151131
40,1,1,1,1,4,1,151131
156,1,1,1,2,26,1,151199
104,1,1,1,1,12,1,15113X
204,1,1,1,2,39,9,151150
124,1,1,1,1,29,1,151199
60,1,1,1,1,48,1,151142
41,23,1,1,1,6,8,15113X
145,1,4,5,1,27,6,151131
142,1,1,1,2,39,1,151121
142,1,1,1,2,33,1,15113X
75,1,1,1,1,16,1,151199
110,1,1,1,1,22,2,151121
69,1,4,4,1,36,6,151150
36,1,1,1,1,34,1,15113X
41,1,1,1,2,34,1,15113X
204,1,1,1,1,49,1,151131
116,1,1,1,1,48,1,151131
290,1,1,1,2,24,6,172061
140,1,5,3,1,29,1,113021
200,1,1,1,1,28,2,15113X
199,1,1,1,1,28,2,15113X
192,13,3,4,1,34,1,113021
67,1,1,1,1,53,1,113021
70,1,4,5,1,6,6,15113X
151,1,4,4,1,17,6,15113X
115,1,1,1,1,48,1,151199
229,1,1,1,1,4,1,151199
394,1,1,1,1,17,1,151142
22,1,1,1,2,1,1,151121
27,1,1,1,1,1,1,151121
24,1,1,1,1,42,1,151150
214,1,1,1,1,28,1,151142
80,2,1,1,1,4,8,151131
166,1,1,1,2,27,1,151121
87,1,1,1,1,8,1,151142
109,1,4,4,1,12,1,113021
52,1,1,1,2,34,2,113021
131,1,1,1,1,17,1,15113X
86,1,1,1,1,51,1,151143
76,1,1,1,1,13,1,151121
103,1,1,1,2,25,1,151121
54,1,1,1,1,8,9,15113X
76,1,1,1,2,13,1,151134
101,1,5,5,2,48,1,113021
79,1,1,1,2,51,1,151150
48,1,1,1,1,6,6,15113X
33,1,1,1,1,22,2,113021
31,1,4,4,1,12,6,15113X
54,1,1,1,1,6,1,15113X
93,1,1,1,1,47,1,113021
59,1,1,1,2,42,8,151150
102,1,1,1,1,34,1,151150
57,1,1,1,1,6,1,113021
119,1,1,1,1,42,1,15113X
131,1,1,1,2,36,1,113021
36,1,1,1,1,37,2,151122
62,1,1,1,1,12,1,15113X
345,1,4,5,1,25,6,151199
28,1,4,5,1,27,6,113021
126,1,1,1,1,32,1,151131
191,1,1,1,1,36,1,113021
73,2,1,1,1,35,1,151199
293,1,4,5,1,40,6,151121
108,1,1,1,1,26,1,113021
65,1,1,1,1,41,1,151150
130,1,1,1,1,17,1,151199
100,1,1,1,2,51,2,151131
157,1,1,1,1,48,1,151121
45,1,1,1,1,24,1,151131
357,1,4,4,1,24,6,151150
318,1,4,4,2,24,6,151150
57,1,1,1,1,17,1,151131
261,1,1,1,1,6,1,151150
65,1,1,1,1,25,1,151199
64,1,1,1,1,17,1,151131
37,1,1,1,1,8,1,151134
33,1,1,1,1,6,1,15113X
135,1,1,1,1,27,1,151199
150,1,1,1,1,42,1,151150
259,1,1,1,1,42,1,151150
63,1,1,1,1,41,9,151150
175,1,1,1,1,53,1,15113X
129,1,5,5,1,6,1,15113X
323,1,1,1,1,15,1,151150
273,1,1,1,1,27,1,113021
129,1,1,1,2,39,1,151150
50,3,2,2,2,12,1,113021
24,1,1,1,2,55,1,151150
122,1,1,1,2,6,9,151131
72,2,1,1,1,18,1,151199
53,1,1,1,1,22,1,151121
80,1,1,1,1,42,1,151199
110,1,1,1,1,26,1,151121
65,1,1,1,1,6,1,151199
180,1,1,1,1,25,6,15113X
105,1,3,3,1,11,1,151199
133,1,1,1,1,13,9,151131
72,1,1,1,1,51,1,151121
52,1,1,1,1,53,3,151142
166,1,4,5,1,6,6,15113X
137,1,4,5,2,6,6,15113X
167,1,1,1,1,24,1,15113X
80,1,5,3,1,51,1,151121
108,1,1,1,2,48,1,113021
144,1,1,1,1,2,1,151150
20,1,1,1,1,42,1,151150
340,1,1,1,2,26,2,151131
266,1,1,1,2,48,1,151131
170,1,1,1,1,17,1,151134
109,1,1,1,1,26,1,151121
186,1,1,1,1,1,1,15113X
112,1,1,1,1,53,1,113021
96,1,1,1,1,6,1,15113X
56,1,1,1,1,25,1,151121
69,1,5,4,1,8,1,151131
93,1,4,3,1,53,9,151199
33,1,1,1,1,12,1,151134
66,1,1,1,1,11,1,151141
90,1,1,1,1,6,1,151121
73,1,1,1,1,36,1,151143
160,1,1,1,1,37,6,172061
106,1,1,1,1,13,1,151131
55,1,1,1,2,22,1,151121
74,1,1,1,1,24,1,15113X
179,1,1,1,2,6,1,15113X
27,1,1,1,1,51,1,15113X
79,1,5,5,1,42,1,15113X
98,1,5,5,1,6,1,113021
13,1,1,1,2,35,3,151150
61,1,1,1,2,13,1,15113X
104,1,1,1,1,26,1,15113X
58,1,4,3,2,6,9,151121
86,1,1,1,2,37,1,151121
49,1,1,1,1,30,1,151131
